# n_mid_fm^-3 cs2_over_c2; frozen 20260908 uniform beta-equilibrated npe core
1.617304270635850499e-03 8.020072744798210137e-04
1.678704124599932415e-03 8.098575754379681987e-04
1.742434982157621895e-03 8.175403220848147202e-04
1.808585338271084027e-03 8.250446210470801199e-04
1.877247047553385999e-03 8.323595452287171730e-04
1.948515451815352548e-03 8.394741775718559751e-04
2.022489512454654376e-03 8.463776565668423889e-04
2.099271947870953378e-03 8.530592269831361501e-04
2.178969376097920387e-03 8.595082975840366612e-04
2.261692462850185305e-03 8.657145028950160616e-04
2.347556075190780460e-03 8.716677761849375185e-04
2.436679441032471582e-03 8.773584225855566741e-04
2.529186314694439885e-03 8.827772028940400646e-04
2.625205148744223782e-03 8.879154271918045802e-04
2.724869272363509339e-03 8.927650545613269274e-04
2.828317076485459790e-03 8.973188023583139345e-04
2.935692205960663617e-03 9.015702669106693233e-04
3.047143759018525536e-03 9.055140486474891988e-04
3.162826494301073689e-03 9.091458998205654814e-04
3.282901045756665345e-03 9.124628721384443145e-04
3.407534145691991714e-03 9.154634837397831884e-04
3.536898856292089444e-03 9.181478974099614634e-04
3.671174809929855093e-03 9.205181154731022697e-04
3.810548458598750961e-03 9.225781842782208994e-04
3.955213332815051518e-03 9.243344211958015068e-04
4.105370310349127153e-03 9.257956542880271681e-04
4.261227895158946344e-03 9.269734797697760887e-04
4.423002506913090159e-03 9.278825402315913316e-04
4.590918781505290425e-03 9.285408209394115531e-04
4.765209882977841302e-03 9.289699668494045496e-04
4.946117827286926338e-03 9.291956205434219419e-04
5.133893818359503911e-03 9.292477844367888701e-04
5.328798596908343108e-03 9.291612034434370811e-04
5.531102802489608165e-03 9.289757740948590293e-04
5.741087349305692630e-03 9.287369766318553498e-04
5.959043816275148842e-03 9.284963348676217049e-04
6.185274851911383605e-03 9.283119012824562425e-04
6.420094594572269345e-03 9.282487667283535575e-04
6.663829108664260335e-03 9.283796020087476579e-04
6.916816837406679699e-03 9.287852227078013164e-04
7.179409072784935508e-03 9.295551857939396813e-04
7.451970443345149256e-03 9.307884072976103451e-04
7.734879420507593216e-03 9.325938147560278429e-04
8.028528844101975870e-03 9.350910205978059950e-04
8.333326467854288572e-03 9.384110215466349167e-04
8.649695525582739436e-03 9.426969250503138302e-04
8.978075318888884340e-03 9.481046916780994137e-04
9.318921827160070448e-03 9.548039032562792875e-04
9.672708340730185733e-03 9.629785425601997519e-04
1.003992611807797558e-02 9.728277875174614004e-04
1.042108506797538754e-02 9.845668133070901648e-04
1.081671445753323163e-02 9.984275964719519902e-04
1.122736364712734192e-02 1.014659715302745858e-03
1.165360285322566622e-02 1.033531140555738999e-03
1.209602394017558757e-02 1.055329003760968999e-03
1.255524124205089666e-02 1.080360338647220770e-03
1.303189241569965851e-02 1.108952781389857187e-03
1.352663932617742364e-02 1.141455215587617840e-03
1.404016896579531049e-02 1.178238353253947433e-03
1.457319440805913968e-02 1.219695227312463798e-03
1.512645579782422381e-02 1.266241588378377468e-03
1.570072137904067466e-02 1.318316174430176181e-03
1.629678856151637462e-02 1.376380841204439620e-03
1.691548502817890112e-02 1.440920524484812183e-03
1.755766988437387072e-02 1.512443008240458913e-03
1.822423485079559952e-02 1.591478474111748028e-03
1.891610550170660238e-02 1.678578796744392048e-03
1.963424255016521514e-02 1.774316558402898964e-03
2.033333333333333520e-02 1.872545354692260787e-03
2.099999999999999784e-02 1.970803089678348653e-03
2.166666666666666741e-02 2.073377774610437804e-03
2.233333333333333351e-02 2.180145439439724712e-03
2.299999999999999961e-02 2.290979744801056178e-03
2.366666666666666918e-02 2.405752559159471480e-03
2.433333333333333182e-02 2.524334464570839737e-03
2.500000000000000139e-02 2.646595202552731816e-03
2.566666666666666749e-02 2.772404063454880687e-03
2.633333333333333359e-02 2.901630232810870069e-03
2.699999999999999969e-02 3.034143095505665005e-03
2.766666666666666580e-02 3.169812507301559851e-03
2.833333333333333537e-02 3.308509033541886125e-03
2.899999999999999800e-02 3.450104163554046453e-03
2.966666666666666757e-02 3.594470498928397512e-03
3.033333333333333368e-02 3.741481922523888937e-03
3.099999999999999978e-02 3.891013747676024849e-03
3.166666666666666241e-02 4.042942851659412154e-03
3.233333333333333198e-02 4.197147793558525346e-03
3.300000000000000155e-02 4.353508918831636501e-03
3.366666666666666419e-02 4.511908451323352193e-03
3.433333333333333376e-02 4.672230575702649921e-03
3.500000000000000333e-02 4.834361508228354927e-03
3.566666666666666596e-02 4.998189559599491849e-03
3.633333333333333554e-02 5.163605189387051979e-03
3.699999999999999817e-02 5.330501052599381090e-03
3.766666666666666774e-02 5.498772039772554902e-03
3.833333333333333037e-02 5.668315310795153661e-03
3.899999999999999994e-02 5.839030322603967239e-03
3.966666666666666952e-02 6.010818834741231236e-03
4.033333333333333215e-02 6.183585018168596958e-03
4.100000000000000172e-02 6.357235274124906077e-03
4.166666666666666435e-02 6.531678451673520597e-03
4.233333333333333393e-02 6.706825740059414384e-03
4.299999999999999656e-02 6.882590695924166446e-03
4.366666666666666613e-02 7.058889240665327559e-03
4.433333333333333570e-02 7.235639656391726869e-03
4.499999999999999833e-02 7.412762579022453939e-03
4.566666666666666791e-02 7.590180986962735687e-03
4.633333333333333054e-02 7.767820190714818003e-03
4.700000000000000011e-02 7.945607815925542772e-03
4.766666666666666274e-02 8.123473790016108934e-03
4.833333333333333232e-02 8.301350320682042427e-03
4.900000000000000189e-02 8.479171876837233654e-03
4.966666666666666452e-02 8.656875168847513735e-03
5.033333333333333409e-02 8.834399121524758730e-03
5.099999999999999672e-02 9.011684852966191442e-03
5.166666666666666630e-02 9.188675647553714090e-03
5.233333333333333587e-02 9.365316928453298884e-03
5.299999999999999850e-02 9.541556230885097148e-03
5.366666666666666113e-02 9.717343173085061722e-03
5.433333333333333071e-02 9.892629425831148127e-03
5.500000000000000028e-02 1.006736868376066109e-02
5.566666666666666291e-02 1.024151663328921186e-02
5.633333333333333248e-02 1.041503092031933336e-02
5.700000000000000205e-02 1.058787111969473026e-02
5.766666666666666469e-02 1.075999870254611829e-02
5.833333333333333426e-02 1.093137700187239367e-02
5.900000000000000383e-02 1.110197118108878500e-02
5.966666666666666646e-02 1.127174819949435317e-02
6.033333333333332910e-02 1.144067677879711219e-02
6.099999999999999867e-02 1.160872736988722599e-02
6.166666666666666824e-02 1.177587211760047076e-02
6.233333333333333087e-02 1.194208482841611560e-02
6.300000000000000044e-02 1.210734093465491365e-02
6.366666666666667695e-02 1.227161746145557196e-02
6.433333333333332571e-02 1.243489299294866894e-02
6.500000000000000222e-02 1.259714763862014933e-02
6.566666666666666485e-02 1.275836299763084131e-02
6.633333333333332749e-02 1.291852212823257039e-02
6.700000000000000400e-02 1.307760951172551658e-02
6.766666666666666663e-02 1.323561102142541482e-02
6.833333333333332926e-02 1.339251388752834074e-02
6.900000000000000577e-02 1.354830666740696084e-02
6.966666666666665453e-02 1.370297920946284345e-02
7.033333333333333104e-02 1.385652262526344998e-02
7.100000000000000755e-02 1.400892925366109890e-02
7.166666666666665630e-02 1.416019263325116878e-02
7.233333333333333282e-02 1.431030746866421635e-02
7.300000000000000933e-02 1.445926960095281384e-02
7.366666666666665808e-02 1.460707597710753786e-02
7.433333333333333459e-02 1.475372462105649027e-02
7.499999999999999722e-02 1.489921460322684611e-02
7.566666666666665986e-02 1.504354601228763237e-02
7.633333333333333637e-02 1.518671992515286708e-02
7.699999999999999900e-02 1.532873838206003959e-02
7.766666666666666163e-02 1.546960435520209828e-02
7.833333333333333814e-02 1.560932172527077118e-02
7.899999999999998690e-02 1.574789525042375252e-02
7.966666666666666341e-02 1.588533054487678564e-02
8.033333333333333992e-02 1.602163404888842443e-02
8.099999999999998868e-02 1.615681300761389466e-02
8.166666666666666519e-02 1.629087544239734772e-02
8.233333333333334170e-02 1.642383012935929101e-02
8.299999999999999045e-02 1.655568657433377847e-02
8.366666666666666696e-02 1.668645499052679934e-02
8.433333333333334347e-02 1.681614627408120274e-02
8.499999999999999223e-02 1.694477198419561820e-02
8.566666666666666874e-02 1.707234431899505578e-02
8.633333333333334525e-02 1.719887609576638970e-02
8.699999999999999400e-02 1.732438073040670767e-02
8.766666666666667052e-02 1.744887221504490618e-02
8.833333333333333315e-02 1.757236510116279640e-02
8.899999999999999578e-02 1.769487447805289521e-02
8.966666666666667229e-02 1.781641595468627312e-02
9.033333333333333492e-02 1.793700564199361691e-02
9.099999999999999756e-02 1.805666013387863603e-02
9.166666666666667407e-02 1.817539649130454210e-02
9.233333333333333670e-02 1.829323222417710698e-02
9.299999999999999933e-02 1.841018527472735450e-02
9.366666666666667584e-02 1.852627400304040009e-02
9.433333333333332460e-02 1.864151717038088629e-02
9.500000000000000111e-02 1.875593392439868501e-02
9.566666666666667762e-02 1.886954378487914682e-02
9.633333333333332638e-02 1.898236662853611603e-02
9.700000000000000289e-02 1.909442267755247225e-02
9.766666666666667940e-02 1.920573248383084311e-02
9.833333333333332815e-02 1.931631691787743035e-02
9.900000000000000466e-02 1.942619715519043611e-02
9.966666666666666730e-02 1.953539466659182100e-02
1.003333333333333299e-01 1.964393120288049355e-02
1.010000000000000064e-01 1.975182878788508262e-02
1.016666666666666691e-01 1.985910970509481566e-02
1.023333333333333317e-01 1.996579648834318974e-02
1.030000000000000082e-01 2.007191191134076805e-02
1.036666666666666570e-01 2.017747897889531072e-02
1.043333333333333335e-01 2.028252091805909929e-02
1.050000000000000100e-01 2.038706116786569156e-02
1.056666666666666587e-01 2.049112337257924521e-02
1.063333333333333353e-01 2.059473137376232818e-02
1.070000000000000118e-01 2.069790920064119161e-02
1.076666666666666605e-01 2.080068106644094444e-02
1.083333333333333370e-01 2.090307135711154743e-02
1.089999999999999997e-01 2.100510462999386971e-02
1.096666666666666623e-01 2.110680560279882059e-02
1.103333333333333388e-01 2.120819915024316563e-02
1.110000000000000014e-01 2.130931030008472241e-02
1.116666666666666641e-01 2.141016422458662943e-02
1.123333333333333406e-01 2.151078623634535003e-02
1.129999999999999893e-01 2.161120178856658011e-02
1.136666666666666659e-01 2.171143646450884868e-02
1.143333333333333424e-01 2.181151597748560295e-02
1.149999999999999911e-01 2.191146616598377631e-02
1.156666666666666676e-01 2.201131299149925932e-02
1.163333333333333441e-01 2.211108253546641492e-02
1.169999999999999929e-01 2.221080099558661591e-02
1.176666666666666694e-01 2.231049468508588055e-02
1.183333333333333320e-01 2.241019002990401326e-02
1.189999999999999947e-01 2.250991356752514091e-02
1.196666666666666712e-01 2.260969194526943338e-02
1.203333333333333338e-01 2.270955191965283795e-02
1.209999999999999964e-01 2.280952035499749300e-02
1.216666666666666730e-01 2.290962422313604779e-02
1.223333333333333356e-01 2.300989060497336466e-02
1.229999999999999982e-01 2.311034668652101748e-02
1.236666666666666747e-01 2.321101976357970234e-02
1.243333333333333235e-01 2.331193723979351970e-02
1.250000000000000000e-01 2.341312662842721937e-02
1.256666666666666488e-01 2.351461555313024560e-02
1.263333333333333253e-01 2.361643174984824969e-02
1.270000000000000018e-01 2.371860306825306769e-02
1.276666666666666505e-01 2.382115747274378761e-02
1.283333333333333270e-01 2.392412304719205088e-02
1.290000000000000036e-01 2.402752799459642249e-02
1.296666666666666523e-01 2.413140064091030476e-02
1.303333333333333288e-01 2.423576943917361490e-02
1.310000000000000053e-01 2.434066297063637585e-02
1.316666666666666541e-01 2.444610994962693670e-02
1.323333333333333306e-01 2.455213922631349979e-02
1.330000000000000071e-01 2.465877979277023707e-02
1.336666666666666559e-01 2.476606078360889945e-02
1.343333333333333046e-01 2.487401148445645555e-02
1.350000000000000089e-01 2.498266133283538054e-02
1.356666666666666576e-01 2.509203992657002558e-02
1.363333333333333064e-01 2.520217702655129510e-02
1.370000000000000107e-01 2.531310256305895068e-02
1.376666666666666594e-01 2.542484664137380224e-02
1.383333333333333082e-01 2.553743954766756266e-02
1.390000000000000124e-01 2.565091175566029322e-02
1.396666666666666612e-01 2.576529393120212050e-02
1.403333333333333099e-01 2.588061694202269114e-02
1.410000000000000142e-01 2.599691186104776883e-02
1.416666666666666630e-01 2.611420997655067647e-02
1.423333333333333117e-01 2.623254279732079031e-02
1.429999999999999882e-01 2.635194206099652006e-02
1.436666666666666647e-01 2.647243974365150881e-02
1.443333333333333135e-01 2.659406806357146949e-02
1.449999999999999900e-01 2.671685949439500662e-02
1.456666666666666665e-01 2.684084677012250897e-02
1.463333333333333153e-01 2.696606289598591291e-02
1.469999999999999640e-01 2.709254115592863235e-02
1.476666666666666683e-01 2.722031512330432348e-02
1.483333333333333171e-01 2.734941866888766782e-02
1.489999999999999658e-01 2.747988597212486575e-02
1.496666666666666701e-01 2.761175152975721414e-02
1.503333333333333188e-01 2.774505016679514394e-02
1.509999999999999676e-01 2.787981704681750592e-02
1.516666666666666718e-01 2.801608768248324555e-02
1.523333333333333206e-01 2.815389794696252987e-02
1.529999999999999694e-01 2.829328408385293342e-02
1.536666666666666736e-01 2.843428272019420111e-02
1.543333333333333224e-01 2.857693087769831025e-02
1.549999999999999711e-01 2.872126598292847055e-02
1.556666666666666476e-01 2.886732588227205673e-02
1.563333333333333242e-01 2.901514885176088854e-02
1.569999999999999729e-01 2.916477361206197896e-02
1.576666666666666494e-01 2.931623933864186196e-02
1.583333333333333259e-01 2.946958567674813970e-02
1.589999999999999747e-01 2.962485275496447648e-02
1.596666666666666512e-01 2.978208119674442822e-02
1.603333333333333277e-01 2.994131213738817146e-02
1.609999999999999765e-01 3.010258723467730546e-02
1.616666666666666530e-01 3.026594868495224161e-02
1.623333333333333295e-01 3.043143923889786787e-02
1.629999999999999782e-01 3.059910221342639763e-02
1.636666666666666548e-01 3.076898150815887689e-02
1.643333333333333313e-01 3.094112162221187776e-02
1.649999999999999800e-01 3.111556766604907029e-02
1.656666666666666565e-01 3.129236538124761241e-02
1.663333333333333330e-01 3.147156115307726820e-02
1.669999999999999818e-01 3.165320202890697932e-02
1.676666666666666305e-01 3.183733573297526515e-02
1.683333333333333348e-01 3.202401068449550053e-02
1.689999999999999836e-01 3.221327601420051479e-02
1.696666666666666323e-01 3.240518157927583381e-02
1.703333333333333366e-01 3.259977798460524101e-02
1.709999999999999853e-01 3.279711659581516225e-02
1.716666666666666341e-01 3.299724956119845509e-02
1.723333333333333384e-01 3.320022982555605878e-02
1.729999999999999871e-01 3.340611115250571167e-02
1.736666666666666359e-01 3.361494813806164411e-02
1.743333333333333401e-01 3.382679623345343639e-02
1.749999999999999889e-01 3.404171176106973035e-02
1.756666666666666377e-01 3.425975193421066517e-02
1.763333333333333142e-01 3.448097487549114243e-02
1.769999999999999907e-01 3.470543963709189078e-02
1.776666666666666394e-01 3.493320621865722564e-02
1.783333333333333159e-01 3.516433558753000871e-02
1.789999999999999925e-01 3.539888969804861479e-02
1.796666666666666412e-01 3.563693151118214192e-02
1.812470862470862421e-01 3.621759292954933318e-02
1.837412587412587395e-01 3.717364298487221830e-02
1.862354312354312369e-01 3.818523559487423114e-02
1.887296037296037343e-01 3.925622184951439719e-02
1.912237762237762317e-01 4.039069646069502056e-02
