# M_Msun R_km
1.297076484792396289e-01 1.000000009999483552e+02
1.262851407923657743e-01 1.000000009999483552e+02
1.228472363719605859e-01 1.000000009999483552e+02
1.194417414802400601e-01 1.000000009999483552e+02
1.160362110806493346e-01 1.000000009999483552e+02
1.126212013721815119e-01 1.000000009999483552e+02
1.091809740807920676e-01 1.000000009999483552e+02
1.057233699164217694e-01 1.000000009999483552e+02
1.022936964532250165e-01 1.000000009999483552e+02
9.894332419562558434e-02 1.000000009999483552e+02
9.569019032717651640e-02 1.000000009999483552e+02
9.255944192955206651e-02 1.000000009999483552e+02
8.955988046564174188e-02 1.000000009999483552e+02
8.666585500713651358e-02 1.000000009999483552e+02
8.392766839266661838e-02 1.000000009999483552e+02
8.131978336058397205e-02 1.000000009999483552e+02
7.883939551979855798e-02 1.000000009999483552e+02
7.652396831494638618e-02 1.000000009999483552e+02
7.433641083761594048e-02 1.000000009999483552e+02
7.230906521916984075e-02 1.000000009999483552e+02
7.036220333059939325e-02 1.000000009999483552e+02
6.857842949680824363e-02 1.000000009999483552e+02
6.703920505713294176e-02 1.000000009999483552e+02
6.574079335523212719e-02 1.000000009999483552e+02
6.468008859687791878e-02 1.000000009999483552e+02
6.381667980248331706e-02 1.000000009999483552e+02
6.317003949464876367e-02 1.000000009999483552e+02
6.272646673840948095e-02 1.000000009999483552e+02
6.249413418952506211e-02 1.000000009999483552e+02
6.241742480136864418e-02 1.000000009999483552e+02
6.257226589213260581e-02 1.000000009999483552e+02
6.295985963602705737e-02 1.000000009999483552e+02
6.354146621811564144e-02 1.000000009999483552e+02
6.429750343263285206e-02 1.000000009999483552e+02
6.521959664566240322e-02 1.000000009999483552e+02
6.628531897799876116e-02 1.000000009999483552e+02
6.747808826608378552e-02 1.000000009999483552e+02
6.877992814653989539e-02 9.357800099996332222e+01
7.017299510513927419e-02 7.779000100000011741e+01
7.163771318412552602e-02 6.675000100002584702e+01
7.316202005830109434e-02 5.859000100002564437e+01
7.473994476821296806e-02 5.235000100001801826e+01
7.636694867020737965e-02 4.743000100001200536e+01
7.803951741562499544e-02 4.344200100000713149e+01
7.975549861535073670e-02 4.014800100000310579e+01
8.151358932026088466e-02 3.739400099999974003e+01
8.331239561645807645e-02 3.505600099999688268e+01
8.515044566592291919e-02 3.304400099999442375e+01
8.702731205053962360e-02 3.130600099999352892e+01
8.894130742755848584e-02 2.977800099999437577e+01
9.089192327203902966e-02 2.843200099999512176e+01
9.287807337827753973e-02 2.723600099999578461e+01
9.489910674760887455e-02 2.617200099999637430e+01
9.695348254987699865e-02 2.521400099999690525e+01
9.904047298178957071e-02 2.435400099999738188e+01
1.011583745345099872e-01 2.357000099999781639e+01
1.033059801920637455e-01 2.285800099999821100e+01
1.054818846995093790e-01 2.221000099999857014e+01
1.076839480489343304e-01 2.161400099999890045e+01
1.099105372798507146e-01 2.106800099999920306e+01
1.121593988114769624e-01 2.056800099999948017e+01
1.144276887493469730e-01 2.010200099999973844e+01
1.167128825480580473e-01 1.967400099999997565e+01
1.190117525751316907e-01 1.927600100000019623e+01
1.213205016483128867e-01 1.890800100000040018e+01
1.236351214334105858e-01 1.856400100000059084e+01
1.259508732723604030e-01 1.824600100000076708e+01
1.282621930323064874e-01 1.794600100000093335e+01
1.305630755179955638e-01 1.767000100000108631e+01
1.328459902739572984e-01 1.741000100000123041e+01
1.351026556826084857e-01 1.716800100000136453e+01
1.373228235893357574e-01 1.694200100000148979e+01
1.394944110904234591e-01 1.673200100000160617e+01
1.416022913752679468e-01 1.653600100000171480e+01
1.436275553209958034e-01 1.635400100000181567e+01
1.455450619341636942e-01 1.618600100000190878e+01
1.473192974912075903e-01 1.603200100000199413e+01
1.488939968161441529e-01 1.589800100000197958e+01
1.501499899498960622e-01 1.578600100000194217e+01
1.507787835291713452e-01 1.572000100000192013e+01
1.510516873172298991e-01 1.567400100000190477e+01
1.512151165148334642e-01 1.562800100000188941e+01
1.513289946965228339e-01 1.558200100000187405e+01
1.514227302961709820e-01 1.553000100000185668e+01
1.515153593809414612e-01 1.547600100000183865e+01
1.516209253044463467e-01 1.541600100000181861e+01
1.517506047769313637e-01 1.535000100000179657e+01
1.519143380920554010e-01 1.528000100000177319e+01
1.521209950845069381e-01 1.520200100000174714e+01
1.523788389450306258e-01 1.512000100000171976e+01
1.526956756255042624e-01 1.503000100000168970e+01
1.530791039778671980e-01 1.493400100000165764e+01
1.535366767420296152e-01 1.483200100000162358e+01
1.540755437165909347e-01 1.472400100000158751e+01
1.547031475987161175e-01 1.461000100000154944e+01
1.554265686901354915e-01 1.449000100000150937e+01
1.562529818424490680e-01 1.436400100000146729e+01
1.571894928154893845e-01 1.423400100000142388e+01
1.582432365165234722e-01 1.410000100000137913e+01
1.594211984200797072e-01 1.396000100000133237e+01
1.607303241113864078e-01 1.381800100000128495e+01
1.621774864656261861e-01 1.367200100000123619e+01
1.637696994937312689e-01 1.352400100000118677e+01
1.655136390286597869e-01 1.337600100000113734e+01
1.674159089292177049e-01 1.322600100000108725e+01
1.694833608095411281e-01 1.307200100000103582e+01
1.717222638787278266e-01 1.292200100000098573e+01
1.741392453973909238e-01 1.277200100000093563e+01
1.767407402536900485e-01 1.262200100000088554e+01
1.795327381638946174e-01 1.247600100000083678e+01
1.825217108818706635e-01 1.233200100000078869e+01
1.857137227662055412e-01 1.218800100000074060e+01
1.891146154332024876e-01 1.205000100000069452e+01
1.927309933357303495e-01 1.191600100000064977e+01
1.965681546517657197e-01 1.178400100000060569e+01
2.006324415799081162e-01 1.165600100000056294e+01
2.049298573067993567e-01 1.153400100000052220e+01
2.094658333609671075e-01 1.141800100000048346e+01
2.142470640731828080e-01 1.130400100000044539e+01
2.192787035889718628e-01 1.119800100000040999e+01
2.245672286417431107e-01 1.109600100000037592e+01
2.301184154149277794e-01 1.099800100000034320e+01
2.359380907527605098e-01 1.090600100000031247e+01
2.420330141402926016e-01 1.081800100000028309e+01
2.484083435309361876e-01 1.073600100000025570e+01
2.550711713823112792e-01 1.066000100000023032e+01
2.620270162500223932e-01 1.058800100000020628e+01
2.692824135481300951e-01 1.052000100000018357e+01
2.768440838493254619e-01 1.045800100000016286e+01
2.847175139914949749e-01 1.040000100000014349e+01
2.929103299220131018e-01 1.034800100000012613e+01
3.014277848045123220e-01 1.029800100000010943e+01
3.102772243751472092e-01 1.025400100000009473e+01
3.194650037689539257e-01 1.021400100000008138e+01
3.289971625376053588e-01 1.017800100000006935e+01
3.388812778658024105e-01 1.014600100000005867e+01
3.491225195330698305e-01 1.011800100000004932e+01
3.597287224356226498e-01 1.009400100000004130e+01
3.707052760938516767e-01 1.007400100000003462e+01
3.820588642497744769e-01 1.005600100000002861e+01
3.937963513922627112e-01 1.004200100000002394e+01
4.059226151230805879e-01 1.003000100000001993e+01
4.184451408425705066e-01 1.002200100000001726e+01
4.313684401989245076e-01 1.001600100000001525e+01
4.446987677568579600e-01 1.001400100000001459e+01
4.584418299468893121e-01 1.001400100000001459e+01
4.726017057767668561e-01 1.001800100000001592e+01
4.871845402115178025e-01 1.002200100000001726e+01
5.021936444841567093e-01 1.003000100000001993e+01
5.176336462755298795e-01 1.004000100000002327e+01
5.335087388844644840e-01 1.005000100000002661e+01
5.498210219241531638e-01 1.006400100000003128e+01
5.665742593894864676e-01 1.008000100000003663e+01
5.837703580893065514e-01 1.009800100000004264e+01
6.014105294760674347e-01 1.011800100000004932e+01
6.194966687414534823e-01 1.013800100000005600e+01
6.380284248960660376e-01 1.016000100000006334e+01
6.570054937318333677e-01 1.018400100000007136e+01
6.764274062504110896e-01 1.021000100000008004e+01
6.962916753305156137e-01 1.023600100000008872e+01
7.165955352524495670e-01 1.026400100000009807e+01
7.373358387081292431e-01 1.029200100000010742e+01
7.585079716965275054e-01 1.032200100000011744e+01
7.801061139993883398e-01 1.035400100000012813e+01
8.021240591185141433e-01 1.038400100000013815e+01
8.245545538556146026e-01 1.041800100000014950e+01
8.473889064486631595e-01 1.045200100000016086e+01
8.706174988490305022e-01 1.048400100000017154e+01
8.942297315639955446e-01 1.052000100000018357e+01
9.182140039516392127e-01 1.055400100000019492e+01
9.425574343820636303e-01 1.059000100000020694e+01
9.672460946133376591e-01 1.062600100000021897e+01
9.922648857875600026e-01 1.066200100000023099e+01
1.017597746142027582e+00 1.069800100000024301e+01
1.043227457662913027e+00 1.073400100000025503e+01
1.069135789526542091e+00 1.077000100000026706e+01
1.095303538920824105e+00 1.080600100000027908e+01
1.121710380018709596e+00 1.084200100000029110e+01
1.148335228110342499e+00 1.087800100000030312e+01
1.175155974824889871e+00 1.091400100000031514e+01
1.202149762136343059e+00 1.095000100000032717e+01
1.229292900865233129e+00 1.098400100000033852e+01
1.256561093874833501e+00 1.102000100000035054e+01
1.283929405198456664e+00 1.105400100000036190e+01
1.311372300470606600e+00 1.108800100000037325e+01
1.338863804254934342e+00 1.112000100000038394e+01
1.366377615811356749e+00 1.115400100000039529e+01
1.393887097156287780e+00 1.118400100000040531e+01
1.421365455363190033e+00 1.121600100000041600e+01
1.448785792125115490e+00 1.124600100000042602e+01
1.476121151182795410e+00 1.127600100000043604e+01
1.503344675073148062e+00 1.130400100000044539e+01
1.530429756838984412e+00 1.133200100000045474e+01
1.557349973317913916e+00 1.136000100000046409e+01
1.584079213936585573e+00 1.138400100000047210e+01
1.610591877481552192e+00 1.141000100000048079e+01
1.636862835442937536e+00 1.143400100000048880e+01
1.662867497631957292e+00 1.145600100000049615e+01
1.688582005797048424e+00 1.147800100000050350e+01
1.713983146668970559e+00 1.149800100000051017e+01
1.739048493923104122e+00 1.151600100000051619e+01
1.763756464996362627e+00 1.153400100000052220e+01
1.788086393716660227e+00 1.155000100000052754e+01
1.812018417428784778e+00 1.156600100000053288e+01
1.835533725284772988e+00 1.158000100000053756e+01
1.858614450138259100e+00 1.159400100000054223e+01
1.881243772232052747e+00 1.160600100000054624e+01
1.903405863846225232e+00 1.161600100000054958e+01
1.925085964780080650e+00 1.162400100000055225e+01
1.946270319172843211e+00 1.163200100000055492e+01
1.966946311314367923e+00 1.164000100000055760e+01
1.987102297234842441e+00 1.164400100000055893e+01
2.006727779777865095e+00 1.164800100000056027e+01
2.025813190097457195e+00 1.165200100000056160e+01
2.044350098529048143e+00 1.165200100000056160e+01
2.062331044323168605e+00 1.165400100000056227e+01
2.079749568473458154e+00 1.165200100000056160e+01
2.096600165813970573e+00 1.165000100000056094e+01
2.112878279553976668e+00 1.164600100000055960e+01
2.128580366440029348e+00 1.164200100000055826e+01
2.143703699660144846e+00 1.163600100000055626e+01
2.158246429157224977e+00 1.163000100000055426e+01
2.172207558072586586e+00 1.162000100000055092e+01
2.185586904523747709e+00 1.161200100000054825e+01
2.198385054693335672e+00 1.160000100000054424e+01
2.210603356017696086e+00 1.159000100000054090e+01
2.222243839951195898e+00 1.157600100000053622e+01
2.233309219253263755e+00 1.156400100000053222e+01
2.243802900015165580e+00 1.154800100000052687e+01
2.253728812952166649e+00 1.153200100000052153e+01
2.263091522589750326e+00 1.151600100000051619e+01
2.271896151490147453e+00 1.149800100000051017e+01
2.280148349460208834e+00 1.148000100000050416e+01
2.287854175836443460e+00 1.146000100000049748e+01
2.295020222242143859e+00 1.144000100000049081e+01
2.301653454643347807e+00 1.141800100000048346e+01
2.307761241917485773e+00 1.139600100000047611e+01
2.313351364341620364e+00 1.137400100000046876e+01
2.318431876122128976e+00 1.135000100000046075e+01
2.323011160251894580e+00 1.132400100000045207e+01
2.327097913154260400e+00 1.130000100000044405e+01
2.330701055386019238e+00 1.127400100000043537e+01
2.333829781269875170e+00 1.124800100000042669e+01
2.336493455775403572e+00 1.122000100000041733e+01
2.338701636778013349e+00 1.119200100000040798e+01
2.340464099117018471e+00 1.116400100000039863e+01
2.341790674741311751e+00 1.113400100000038861e+01
2.342691416547843186e+00 1.110400100000037860e+01
2.343176372296798426e+00 1.107400100000036858e+01
2.343255825824654526e+00 1.104400100000035856e+01
