# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3 Yp
1.679999999999999827e-01 1.598366281535816995e+02 2.271607121111491878e+00 2.591411288849249442e-02
1.686666666666666592e-01 1.604799332529215405e+02 2.280892745386070342e+00 2.590449085368312296e-02
1.693333333333333079e-01 1.611232747445206996e+02 2.290021297705506331e+00 2.589341463434481627e-02
1.699999999999999845e-01 1.617666518661440875e+02 2.298992505040785783e+00 2.588089519832365362e-02
1.706666666666666610e-01 1.624100638606101086e+02 2.307806169339692737e+00 2.586694366206803569e-02
1.713333333333333097e-01 1.630535099760272999e+02 2.316462168212713113e+00 2.585157128535451806e-02
1.719999999999999862e-01 1.636969894660270199e+02 2.324960455606436494e+00 2.583478946602596818e-02
1.726666666666666627e-01 1.643405015899967054e+02 2.333301062456905939e+00 2.581660973475233614e-02
1.733333333333333115e-01 1.649840456133119346e+02 2.341484097328611291e+00 2.579704374981126036e-02
1.739999999999999880e-01 1.656276208075668421e+02 2.349509747035785523e+00 2.577610329189170685e-02
1.746666666666666645e-01 1.662712264508037094e+02 2.357378277247283993e+00 2.575380025892369182e-02
1.753333333333333133e-01 1.669148618277412481e+02 2.365090033074465747e+00 2.573014666093308492e-02
1.759999999999999898e-01 1.675585262300015188e+02 2.372645439642302456e+00 2.570515461492635031e-02
1.766666666666666385e-01 1.682022189563360257e+02 2.380045002642483531e+00 2.567883633980538177e-02
1.773333333333333151e-01 1.688459393128489978e+02 2.387289308871828108e+00 2.565120415131289661e-02
1.779999999999999916e-01 1.694896866132216644e+02 2.394379026750687256e+00 2.562227045701449824e-02
1.786666666666666403e-01 1.701334601789331202e+02 2.401314906825660067e+00 2.559204775131312601e-02
1.793333333333333168e-01 1.707772593394801959e+02 2.408097782256312769e+00 2.556054861050191529e-02
1.799999999999999933e-01 1.714210834325963049e+02 2.414728569282586168e+00 2.552778568785692842e-02
1.824941724941724908e-01 1.738300060835079250e+02 2.438205114030100873e+00 2.539421921749078839e-02
1.849883449883449882e-01 1.762392355704906208e+02 2.459630988537717222e+00 2.524381663776532891e-02
1.874825174825174856e-01 1.786487406208079562e+02 2.479085772153176048e+00 2.507726162031680833e-02
1.899766899766899830e-01 1.810584919648265441e+02 2.496666020097766392e+00 2.489524425467148569e-02
1.924708624708624527e-01 1.834684624813629057e+02 2.512485463144689568e+00 2.469845786923620043e-02
1.949650349650349501e-01 1.858786273378111389e+02 2.526675165566994341e+00 2.448759601015888104e-02
1.974592074592074475e-01 1.882889641248696933e+02 2.539383644186482769e+00 2.426334958836629668e-02
1.999533799533799450e-01 1.906994529857364000e+02 2.550776952009750076e+00 2.402640420359309498e-02
2.024475524475524424e-01 1.931100767397012135e+02 2.561038730581363332e+00 2.377743765269933057e-02
2.049417249417249398e-01 1.955208210001252382e+02 2.570370235832157402e+00 2.351711762806843811e-02
2.074358974358974372e-01 1.979316742868558379e+02 2.578990342851180451e+00 2.324609961038431524e-02
2.099300699300699347e-01 2.003426281331965129e+02 2.587135535636527539e+00 2.296502495860483495e-02
2.124242424242424043e-01 2.027536771876136754e+02 2.595059888520161007e+00 2.267451919863516796e-02
2.149184149184149017e-01 2.051648193104349787e+02 2.603035046576955391e+00 2.237519051062348066e-02
2.174125874125873992e-01 2.075760556658631515e+02 2.611350212949682614e+00 2.206762841386823368e-02
2.199067599067598966e-01 2.099873908097010542e+02 2.620312151636727815e+00 2.175240264680150526e-02
2.224009324009323940e-01 2.123988327732583059e+02 2.630245214904207707e+00 2.143006223908661134e-02
2.248951048951048914e-01 2.148103931439840721e+02 2.641491405122102343e+00 2.110113477061794848e-02
2.273892773892773889e-01 2.172220871434460605e+02 2.654410481444276382e+00 2.076612581347511352e-02
2.298834498834498863e-01 2.196339337033531365e+02 2.669380122431212587e+00 2.042551854972858572e-02
2.323776223776223837e-01 2.220459555403979266e+02 2.686796156415435455e+00 2.007977355997661237e-02
2.348717948717948811e-01 2.244581792307777732e+02 2.707072872130125596e+00 1.972932877512807714e-02
2.373659673659673786e-01 2.268706352853293140e+02 2.730643422934487141e+00 1.937459958490463791e-02
2.398601398601398760e-01 2.292833582263071150e+02 2.757960338805032663e+00 1.901597909603205960e-02
2.423543123543123456e-01 2.316963866669133836e+02 2.789496161205621050e+00 1.865383853331661901e-02
2.448484848484848431e-01 2.341097633947883025e+02 2.825744216946593834e+00 1.828852777711759137e-02
2.473426573426573405e-01 2.365235354607584952e+02 2.867219548244706928e+00 1.792037603110591126e-02
2.498368298368298379e-01 2.389377542742464016e+02 2.914460017376908407e+00 1.754969261485023885e-02
2.523310023310023631e-01 2.413524757068481961e+02 2.968027605586876394e+00 1.717676787655621901e-02
2.548251748251748050e-01 2.437677602056980675e+02 3.028509927243138833e+00 1.680187422223788571e-02
2.573193473193473024e-01 2.461836729183567911e+02 3.096521981621038755e+00 1.642526725874285387e-02
2.598135198135197999e-01 2.486002838310799632e+02 3.172708166063709090e+00 1.604718704937592097e-02
2.623076923076922973e-01 2.510176679224564111e+02 3.257744575571986712e+00 1.566785948237556583e-02
2.648018648018647947e-01 2.534359053345281438e+02 3.352341615002800701e+00 1.528749775421534875e-02
2.672960372960372921e-01 2.558550815636427558e+02 3.457246950842631783e+00 1.490630397161442008e-02
2.697902097902097895e-01 2.582752876734135157e+02 3.573248829751475952e+00 1.452447087827595656e-02
2.722843822843822870e-01 2.606966205322748351e+02 3.701179790463667629e+00 1.414218371470533746e-02
2.747785547785547844e-01 2.631191830782320267e+02 3.841920793704824533e+00 1.375962222200670035e-02
2.772727272727272818e-01 2.655430846134556759e+02 3.996405791022303866e+00 1.337696280327999726e-02
2.797668997668997792e-01 2.679684411314069621e+02 4.165626746984329110e+00 1.299438085908189051e-02
2.822610722610722767e-01 2.703953756791036653e+02 4.350639119080301320e+00 1.261205331632506144e-02
2.847552447552447741e-01 2.728240187569951445e+02 4.552567784399602857e+00 1.223016137276721968e-02
2.872494172494172715e-01 2.752545087585792203e+02 4.772613380006441197e+00 1.184889348170792972e-02
2.897435897435897134e-01 2.776869924513778756e+02 5.012058992466638330e+00 1.146844860327527610e-02
2.922377622377622108e-01 2.801216255000724686e+02 5.272277088249471610e+00 1.108903974922437370e-02
2.947319347319347083e-01 2.825585730313831618e+02 5.554736517054095657e+00 1.071089784670357058e-02
2.972261072261072057e-01 2.849980102385677014e+02 5.861009340056023476e+00 1.033427594186828342e-02
2.997202797202797031e-01 2.874401230210078211e+02 6.192777129655427260e+00 9.959453754980248513e-03
3.022144522144522005e-01 2.898851086511047583e+02 6.551836251205477524e+00 9.586742582649396271e-03
3.047086247086246980e-01 2.923331764563606043e+02 6.940101465597230401e+00 9.216490517409258593e-03
3.072027972027971954e-01 2.947845484988810654e+02 7.359606981448323815e+00 8.849087916482206370e-03
3.096969696969696928e-01 2.972394602273470809e+02 7.812503838018167279e+00 8.484972996281649540e-03
3.121911421911421902e-01 2.996981610675950947e+02 8.301052223769124438e+00 8.124637352918502239e-03
3.146853146853146876e-01 3.021609149072978653e+02 8.827607051760194778e+00 7.768631107475098933e-03
3.171794871794871851e-01 3.046280004180044330e+02 9.394594863128176598e+00 7.417567247066794017e-03
3.196736596736596825e-01 3.070997111446426970e+02 1.000447998048449882e+01 7.072124580787838774e-03
3.221678321678321799e-01 3.095763552796566387e+02 1.065971788412071497e+01 6.733048564525601770e-03
3.246620046620046773e-01 3.120582550283376690e+02 1.136269416704384305e+01 6.401149092968319750e-03
3.271561771561771748e-01 3.145457454665331056e+02 1.211564829140536048e+01 6.077294249995529064e-03
3.296503496503496722e-01 3.170391727957459693e+02 1.292058285546072405e+01 5.762399006994980630e-03
3.321445221445221696e-01 3.195388919180660992e+02 1.377916124730743519e+01 5.457408032579228775e-03
3.346386946386946670e-01 3.220452632884729951e+02 1.469259930733509556e+01 5.163272195053321585e-03
3.371328671328671645e-01 3.245586490569212970e+02 1.566155959347851478e+01 4.880919039087613411e-03
3.396270396270396619e-01 3.270794085856023230e+02 1.668605939940549376e+01 4.611218471237850218e-03
3.421212121212121593e-01 3.296078935106415315e+02 1.776540495560029953e+01 4.354945965387396582e-03
3.446153846153846567e-01 3.321444425991466574e+02 1.889816340141512185e+01 4.112746563120734528e-03
3.471095571095571541e-01 3.346893767146934806e+02 2.008218068320987015e+01 3.885103499071833333e-03
3.496037296037296516e-01 3.372429942299111758e+02 2.131464776572356357e+01 3.672315170083028171e-03
3.520979020979020935e-01 3.398055672027304581e+02 2.259221054409830387e+01 3.474483287276091802e-03
3.545920745920745909e-01 3.423773385628002188e+02 2.391111230365817519e+01 3.291513542768296271e-03
3.570862470862470883e-01 3.449585204486444354e+02 2.526735317746188159e+01 3.123128331533548199e-03
3.595804195804195857e-01 3.475492937153836124e+02 2.665684982834133265e+01 2.968889444858683908e-03
3.620745920745920832e-01 3.501498085207967392e+02 2.807558054009624726e+01 2.828227562314446740e-03
3.645687645687645806e-01 3.527601858128676895e+02 2.951970513904261750e+01 2.700474986799811152e-03
3.670629370629370780e-01 3.553805194942893309e+02 3.098565431396462344e+01 2.584898342921229577e-03
3.695571095571095754e-01 3.580108790283507005e+02 3.247018768543029665e+01 2.480728681498619442e-03
3.720512820512820729e-01 3.606513122686805559e+02 3.397042356363824922e+01 2.387187342387471489e-03
3.745454545454545148e-01 3.633018483316442939e+02 3.548384544165178767e+01 2.303506801616598924e-03
3.770396270396270122e-01 3.659625003742411877e+02 3.700829103549065735e+01 2.228946429712109090e-03
3.795337995337995096e-01 3.686332681839480756e+02 3.854192946532672437e+01 2.162803565094308621e-03
3.820279720279720070e-01 3.713141405250204343e+02 4.008323137864273633e+01 2.104420571519846281e-03
3.845221445221445045e-01 3.740050972159829143e+02 4.163093578697183972e+01 2.053188646604552949e-03
3.870163170163170019e-01 3.767061109351108712e+02 4.318401635614529255e+01 2.008549133240597039e-03
3.895104895104894993e-01 3.794171487654839439e+02 4.474164898652165334e+01 1.969993005248973309e-03
3.920046620046619967e-01 3.821381735001127140e+02 4.630318179728634931e+01 1.937059089170004370e-03
3.944988344988344942e-01 3.848691447321298824e+02 4.786810809114939502e+01 1.909331469655612150e-03
3.969930069930069916e-01 3.876100197564844621e+02 4.943604250024165481e+01 1.886436420253336053e-03
3.994871794871794890e-01 3.903607543090030276e+02 5.100670026863492268e+01 1.868039110915846327e-03
4.019813519813519864e-01 3.931213031669404359e+02 5.257987947915164995e+01 1.853840270118700239e-03
4.044755244755244838e-01 3.958916206327727423e+02 5.415544595368270819e+01 1.843572922170411132e-03
4.069696969696969813e-01 3.986716609203950838e+02 5.573332052448480312e+01 1.836999277058896842e-03
4.094638694638694787e-01 4.014613784603129147e+02 5.731346837198648814e+01 1.833907818485066687e-03
4.119580419580419761e-01 4.042607281379908954e+02 5.889589014030754299e+01 1.834110613174730732e-03
4.144522144522144735e-01 4.070696654773396972e+02 6.048061456724504836e+01 1.837440848863659999e-03
4.169463869463869710e-01 4.098881467793826801e+02 6.206769239362132140e+01 1.843750598227952104e-03
4.194405594405594684e-01 4.127161292244759920e+02 6.365719134832382053e+01 1.852908798980584934e-03
4.219347319347319658e-01 4.155535709450213062e+02 6.524919203229903530e+01 1.864799436878197131e-03
4.244289044289044632e-01 4.184004310744072654e+02 6.684378455167666289e+01 1.879319916117665407e-03
4.269230769230769607e-01 4.212566697768954214e+02 6.844106577311221429e+01 1.896379600946968523e-03
4.294172494172494581e-01 4.241222482623221595e+02 7.004113709472234461e+01 1.915898512414035545e-03
4.319114219114219000e-01 4.269971287887879043e+02 7.164410264339623780e+01 1.937806164818322218e-03
4.344055944055943974e-01 4.298812746559211178e+02 7.325006782410605410e+01 1.962040527386856806e-03
4.368997668997668948e-01 4.327746501908239338e+02 7.485913815936278581e+01 1.988547097812480135e-03
4.393939393939393923e-01 4.356772207284180922e+02 7.647141836749051436e+01 2.017278075473134206e-03
4.418881118881118897e-01 4.385889525875780919e+02 7.808701163718853877e+01 2.048191623323310055e-03
4.443822843822843871e-01 4.415098130441771218e+02 7.970601906317847352e+01 2.081251208578462769e-03
4.468764568764568845e-01 4.444397703019532173e+02 8.132853921382604767e+01 2.116425013369007627e-03
4.493706293706293819e-01 4.473787934619223847e+02 8.295466780668736817e+01 2.153685407515246609e-03
4.518648018648018794e-01 4.503268524909233292e+02 8.458449747210204350e+01 2.193008476461696683e-03
4.543589743589743768e-01 4.532839181897552407e+02 8.621811758843739426e+01 2.234373598207719906e-03
4.568531468531468742e-01 4.562499621612752208e+02 8.785561417544694507e+01 2.277763063786346787e-03
4.593473193473193716e-01 4.592249567787439446e+02 8.949706983457011233e+01 2.323161736481181832e-03
4.618414918414918691e-01 4.622088751546400545e+02 9.114256372697853692e+01 2.370556745534949539e-03
4.643356643356643665e-01 4.652016911101132450e+02 9.279217158177735314e+01 2.419937210601988582e-03
4.668298368298368639e-01 4.682033791452055880e+02 9.444596572811707347e+01 2.471293993637825939e-03
4.693240093240093613e-01 4.712139144099325563e+02 9.610401514608288664e+01 2.524619475306182081e-03
4.718181818181818588e-01 4.742332726762901984e+02 9.776638553213761895e+01 2.579907353322939256e-03
4.743123543123543562e-01 4.772614303112286507e+02 9.943313937566028926e+01 2.637152460458246864e-03
4.768065268065267981e-01 4.802983642506227397e+02 1.011043360437403322e+02 2.696350600177538012e-03
4.793006993006992955e-01 4.833440519742445645e+02 1.027800318719185668e+02 2.757498398135770599e-03
4.817948717948717929e-01 4.863984714817408985e+02 1.044602802589801058e+02 2.820593167939347903e-03
4.842890442890442904e-01 4.894616012696077405e+02 1.061451317642746659e+02 2.885632789769110741e-03
4.867832167832167878e-01 4.925334203091417749e+02 1.078346342063234715e+02 2.952615600614373354e-03
4.892773892773892852e-01 4.956139080253520888e+02 1.095288327617163162e+02 3.021540295003810519e-03
4.917715617715617826e-01 4.987030442768034959e+02 1.112277700635077622e+02 3.092405835240742348e-03
4.942657342657342801e-01 5.018008093363665694e+02 1.129314862984800811e+02 3.165211370257775634e-03
4.967599067599067775e-01 5.049071838728422676e+02 1.146400193027820222e+02 3.239956162296782349e-03
4.992540792540792749e-01 5.080221489334307421e+02 1.163534046555644892e+02 3.316639520705731269e-03
5.017482517482517723e-01 5.111456859270141990e+02 1.180716757703262800e+02 3.395260742213903823e-03
5.042424242424242697e-01 5.142777766082184598e+02 1.197948639837311333e+02 3.475819057117504520e-03
5.067365967365967672e-01 5.174184030622225237e+02 1.215229986418334249e+02 3.558313580852619489e-03
5.092307692307692646e-01 5.205675476902870287e+02 1.232561071834773543e+02 3.642743270500954037e-03
5.117249417249417620e-01 5.237251931959659714e+02 1.249942152209239623e+02 3.729106885801965459e-03
5.142191142191142594e-01 5.268913225719729780e+02 1.267373466176403269e+02 3.817402954294751849e-03
5.167132867132867569e-01 5.300659190876755247e+02 1.284855235632423103e+02 3.907629740244713754e-03
5.192074592074592543e-01 5.332489662771818075e+02 1.302387666456348256e+02 3.999785217044475767e-03
5.217016317016317517e-01 5.364404479280000260e+02 1.319970949203721489e+02 4.093867042807940518e-03
5.241958041958041381e-01 5.396403480702368824e+02 1.337605259773040700e+02 4.189872538879369814e-03
5.266899766899766355e-01 5.428486509663146080e+02 1.355290760045579361e+02 4.287798671065698453e-03
5.291841491841491329e-01 5.460653411011778644e+02 1.373027598499380701e+02 4.387642033325471480e-03
5.316783216783216304e-01 5.492904031729693770e+02 1.390815910798088453e+02 4.489398833750813528e-03
5.341724941724941278e-01 5.525238220841514476e+02 1.408655820355553487e+02 4.593064882550504900e-03
5.366666666666666252e-01 5.557655829330507231e+02 1.426547438876496585e+02 4.698635582472035499e-03
5.391608391608391226e-01 5.590156710058074623e+02 1.444490866875292454e+02 4.806105919992195025e-03
5.416550116550116201e-01 5.622740717687069036e+02 1.462486194172086016e+02 4.915470459172154201e-03
5.441491841491841175e-01 5.655407708608756820e+02 1.480533500368230762e+02 5.026723336571792440e-03
5.466433566433566149e-01 5.688157540873273774e+02 1.498632855301503355e+02 5.139858257543613793e-03
5.491375291375291123e-01 5.720990074123362774e+02 1.516784319481831744e+02 5.254868493914572648e-03
5.516317016317016098e-01 5.753905169531252568e+02 1.534987944508415865e+02 5.371746882822985014e-03
5.541258741258741072e-01 5.786902689738542449e+02 1.553243773468969664e+02 5.490485826627342775e-03
5.566200466200466046e-01 5.819982498798898405e+02 1.571551841321827112e+02 5.611077293842002718e-03
5.591142191142191020e-01 5.853144462123478888e+02 1.589912175261564471e+02 5.733512821089349794e-03
5.616083916083915994e-01 5.886388446428911720e+02 1.608324795069326001e+02 5.857783515395369699e-03
5.641025641025640969e-01 5.919714319687726629e+02 1.626789713447223562e+02 5.983880058270094927e-03
5.665967365967365943e-01 5.953121951081113821e+02 1.645306936339237325e+02 6.111792709494446273e-03
5.690909090909090917e-01 5.986611210953883528e+02 1.663876463237848782e+02 6.241511312062084441e-03
5.715850815850815891e-01 6.020181970771536726e+02 1.682498287477611711e+02 6.373025297618122899e-03
5.740792540792540866e-01 6.053834103079345823e+02 1.701172396516087701e+02 6.506323692440758866e-03
5.765734265734265840e-01 6.087567481463341892e+02 1.719898772202688804e+02 6.641395123918498317e-03
5.790675990675990814e-01 6.121381980513083363e+02 1.738677391036019628e+02 6.778227827476944120e-03
5.815617715617715788e-01 6.155277475786195964e+02 1.757508224410115645e+02 6.916809653912102743e-03
5.840559440559440763e-01 6.189253843774532697e+02 1.776391238850142429e+02 7.057128077092029994e-03
5.865501165501165737e-01 6.223310961871878817e+02 1.795326396237988149e+02 7.199170201987427180e-03
5.890442890442890711e-01 6.257448708343180215e+02 1.814313654028147482e+02 7.342922772999339008e-03
5.915384615384615685e-01 6.291666962295167878e+02 1.833352965454384957e+02 7.488372182549368067e-03
5.940326340326340659e-01 6.325965603648323849e+02 1.852444279727531296e+02 7.635504479903164506e-03
5.965268065268065634e-01 6.360344513110151183e+02 1.871587542224777394e+02 7.784305380199410193e-03
5.990209790209790608e-01 6.394803572149645561e+02 1.890782694670915021e+02 7.934760273656020491e-03
6.015151515151515582e-01 6.429342662972936751e+02 1.910029675311755284e+02 8.086854234931844035e-03
6.040093240093240556e-01 6.463961668500047608e+02 1.929328419080156038e+02 8.240572032617550849e-03
6.065034965034965531e-01 6.498660472342696721e+02 1.948678857754913452e+02 8.395898138837256525e-03
6.089976689976690505e-01 6.533438958783099224e+02 1.968080920112864760e+02 8.552816738937776830e-03
6.114918414918415479e-01 6.568297012753755553e+02 1.987534532074462845e+02 8.711311741248489032e-03
6.139860139860140453e-01 6.603234519818107628e+02 2.007039616843100873e+02 8.871366786894855153e-03
6.164801864801865428e-01 6.638251366152085211e+02 2.026596095038480314e+02 9.032965259646469694e-03
6.189743589743590402e-01 6.673347438526500355e+02 2.046203884824227544e+02 9.196090295787068963e-03
6.214685314685315376e-01 6.708522624290174008e+02 2.065862902030047223e+02 9.360724793990552947e-03
6.239627039627040350e-01 6.743776811353881158e+02 2.085573060268609140e+02 9.526851425190070027e-03
6.264568764568765324e-01 6.779109888174948537e+02 2.105334271047424011e+02 9.694452642428031883e-03
6.289510489510490299e-01 6.814521743742558328e+02 2.125146443875867988e+02 9.863510690682322779e-03
6.314452214452215273e-01 6.850012267563732848e+02 2.145009486367632121e+02 1.003400761661300648e-02
6.339393939393940247e-01 6.885581349649861522e+02 2.164923304338692844e+02 1.020592527833457872e-02
6.364335664335665221e-01 6.921228880503880418e+02 2.184887801901079172e+02 1.037924535504687433e-02
6.389277389277390196e-01 6.956954751108019082e+02 2.204902881552556266e+02 1.055394935663817556e-02
6.414219114219115170e-01 6.992758852911991880e+02 2.224968444262460707e+02 1.073001863319998465e-02
6.439160839160840144e-01 7.028641077821826002e+02 2.245084389553716164e+02 1.090743438445794002e-02
6.464102564102565118e-01 7.064601318189062340e+02 2.265250615581352918e+02 1.108617766910953602e-02
6.489044289044290093e-01 7.100639466800502078e+02 2.285467019207567034e+02 1.126622941406201818e-02
6.513986013986015067e-01 7.136755416868318207e+02 2.305733496073477511e+02 1.144757042356769720e-02
6.538927738927740041e-01 7.172949062020667270e+02 2.326049940667772944e+02 1.163018138824562821e-02
6.563869463869465015e-01 7.209220296292625108e+02 2.346416246392289793e+02 1.181404289399127713e-02
6.588811188811189989e-01 7.245569014117561437e+02 2.366832305624741082e+02 1.199913543076373823e-02
6.613752913752913853e-01 7.281995110318841853e+02 2.387298009778655228e+02 1.218543940125005505e-02
6.638694638694638828e-01 7.318498480101895893e+02 2.407813249360636121e+02 1.237293512940068445e-02
6.663636363636363802e-01 7.355079019046590929e+02 2.428377914025120674e+02 1.256160286883433244e-02
6.688578088578088776e-01 7.391736623099958479e+02 2.448991892626636400e+02 1.275142281110653447e-02
6.713519813519813750e-01 7.428471188569180867e+02 2.469655073269776722e+02 1.294237509384220733e-02
6.738461538461538725e-01 7.465282612114883705e+02 2.490367343356898857e+02 1.313443980872704142e-02
6.763403263403263699e-01 7.502170790744711439e+02 2.511128589633657953e+02 1.332759700935627102e-02
6.788344988344988673e-01 7.539135621807123471e+02 2.531938698232538911e+02 1.352182671893960471e-02
6.813286713286714757e-01 7.576177002985472200e+02 2.552797554714356920e+02 1.371710893785869217e-02
6.838228438228437511e-01 7.613294832292305045e+02 2.573705044107906019e+02 1.391342365107833302e-02
6.863170163170162485e-01 7.650489008063908614e+02 2.594661050947753438e+02 1.411075083540624941e-02
6.888111888111887460e-01 7.687759428955008616e+02 2.615665459310384335e+02 1.430907046660442709e-02
6.913053613053612434e-01 7.725105993933755144e+02 2.636718152848545174e+02 1.450836252634780249e-02
6.937995337995337408e-01 7.762528602276835272e+02 2.657819014824184478e+02 1.470860700903201673e-02
6.962937062937062382e-01 7.800027153564809623e+02 2.678967928139667265e+02 1.490978392842706897e-02
6.987878787878787357e-01 7.837601547677610370e+02 2.700164775367694006e+02 1.511187332417899404e-02
7.012820512820512331e-01 7.875251684790205218e+02 2.721409438779740526e+02 1.531485526815882722e-02
7.037762237762237305e-01 7.912977465368433059e+02 2.742701800373175161e+02 1.551870987065590013e-02
7.062703962703962279e-01 7.950778790164981729e+02 2.764041741897128190e+02 1.572341728642043593e-02
7.087645687645687254e-01 7.988655560215526066e+02 2.785429144877076624e+02 1.592895772055110543e-02
7.112587412587412228e-01 8.026607676834972835e+02 2.806863890638350085e+02 1.613531143423099432e-02
7.137529137529137202e-01 8.064635041613881867e+02 2.828345860328405479e+02 1.634245875031039782e-02
7.162470862470862176e-01 8.102737556414981555e+02 2.849874934938147248e+02 1.655038005873749399e-02
7.187412587412587150e-01 8.140915123369826460e+02 2.871450995322135213e+02 1.675905582183937967e-02
7.212354312354312125e-01 8.179167644875540191e+02 2.893073922217863014e+02 1.696846657945007622e-02
7.237296037296037099e-01 8.217495023591708332e+02 2.914743596264090115e+02 1.717859295389244714e-02
7.262237762237762073e-01 8.255897162437344150e+02 2.936459898018264312e+02 1.738941565480713394e-02
7.287179487179487047e-01 8.294373964587963428e+02 2.958222707973139336e+02 1.760091548383787771e-02
7.312121212121212022e-01 8.332925333472755938e+02 2.980031906572533558e+02 1.781307333916799102e-02
7.337062937062936996e-01 8.371551172771852407e+02 3.001887374226321867e+02 1.802587021991170629e-02
7.362004662004661970e-01 8.410251386413693808e+02 3.023788991324687458e+02 1.823928723036269753e-02
7.386946386946386944e-01 8.449025878572410875e+02 3.045736638251705131e+02 1.845330558409817232e-02
7.411888111888111919e-01 8.487874553665388930e+02 3.067730195398170281e+02 1.866790660794287460e-02
7.436829836829836893e-01 8.526797316350836127e+02 3.089769543173875945e+02 1.888307174579258521e-02
7.461771561771561867e-01 8.565794071525436948e+02 3.111854562019198625e+02 1.909878256229931640e-02
7.486713286713286841e-01 8.604864724322100074e+02 3.133985132416149781e+02 1.931502074641960193e-02
7.511655011655011815e-01 8.644009180107726706e+02 3.156161134898865726e+02 1.953176811482552552e-02
7.536596736596736790e-01 8.683227344481090313e+02 3.178382450063560896e+02 1.974900661517705464e-02
7.561538461538461764e-01 8.722519123270757291e+02 3.200648958577927488e+02 1.996671832930652785e-02
7.586480186480186738e-01 8.761884422533055385e+02 3.222960541190150252e+02 2.018488547619198478e-02
7.611421911421911712e-01 8.801323148550094402e+02 3.245317078737422776e+02 2.040349041486303264e-02
7.636363636363636687e-01 8.840835207827877866e+02 3.267718452153859516e+02 2.062251564726580097e-02
7.661305361305361661e-01 8.880420507094420373e+02 3.290164542478760268e+02 2.084194382049152014e-02
7.686247086247086635e-01 8.920078953297943372e+02 3.312655230862997087e+02 2.106175772990432141e-02
7.711188811188811609e-01 8.959810453605092562e+02 3.335190398576520465e+02 2.128194032112741205e-02
7.736130536130536584e-01 8.999614915399222355e+02 3.357769927014746827e+02 2.150247469241928916e-02
7.761072261072261558e-01 9.039492246278711036e+02 3.380393697704792544e+02 2.172334409683191608e-02
7.786013986013986532e-01 9.079442354055344140e+02 3.403061592311352683e+02 2.194453194425387971e-02
7.810955710955711506e-01 9.119465146752654618e+02 3.425773492642363180e+02 2.216602180332664235e-02
7.835897435897436480e-01 9.159560532604427863e+02 3.448529280654177569e+02 2.238779740331586776e-02
7.860839160839161455e-01 9.199728420053130549e+02 3.471328838456793733e+02 2.260984263573893524e-02
7.885780885780886429e-01 9.239968717748446352e+02 3.494172048318513930e+02 2.283214155602295015e-02
7.910722610722611403e-01 9.280281334545785512e+02 3.517058792670553657e+02 2.305467838498883107e-02
7.935664335664336377e-01 9.320666179504896718e+02 3.539988954111340149e+02 2.327743751024330052e-02
7.960606060606061352e-01 9.361123161888442610e+02 3.562962415410619883e+02 2.350040348747389068e-02
7.985547785547786326e-01 9.401652191160648044e+02 3.585979059513380207e+02 2.372356104164087542e-02
8.010489510489511300e-01 9.442253176985971095e+02 3.609038769543527110e+02 2.394689506807609267e-02
8.035431235431236274e-01 9.482926029227787694e+02 3.632141428807453849e+02 2.417039063348511152e-02
8.060372960372961249e-01 9.523670657947088785e+02 3.655286920797377093e+02 2.439403297685522817e-02
8.085314685314686223e-01 9.564486973401288878e+02 3.678475129194535498e+02 2.461780751027625377e-02
8.110256410256411197e-01 9.605374886042918661e+02 3.701705937872241634e+02 2.484169981966900809e-02
8.135198135198136171e-01 9.646334306518472204e+02 3.724979230898791229e+02 2.506569566542941191e-02
8.160139860139861145e-01 9.687365145667210982e+02 3.748294892540225192e+02 2.528978098298751212e-02
8.185081585081586120e-01 9.728467314520000855e+02 3.771652807262971692e+02 2.551394188328256693e-02
8.210023310023311094e-01 9.769640724298176337e+02 3.795052859736406390e+02 2.573816465316014490e-02
8.234965034965036068e-01 9.810885286412427604e+02 3.818494934835217691e+02 2.596243575568785156e-02
8.259906759906761042e-01 9.852200912461695452e+02 3.841978917641748126e+02 2.618674183039642819e-02
8.284848484848486017e-01 9.893587514232123112e+02 3.865504693448214653e+02 2.641106969344564001e-02
8.309790209790210991e-01 9.935045003695968262e+02 3.889072147758811298e+02 2.663540633771712893e-02
8.334731934731935965e-01 9.976573293010582120e+02 3.912681166291772001e+02 2.685973893283770744e-02
8.359673659673660939e-01 1.001817229451738854e+03 3.936331634981314664e+02 2.708405482513264254e-02
8.384615384615385913e-01 1.005984192074089378e+03 3.960023439979526643e+02 2.730834153751381457e-02
8.409557109557110888e-01 1.010158208438767929e+03 3.983756467658191696e+02 2.753258676930039547e-02
8.434498834498835862e-01 1.014339269834546371e+03 4.007530604610506657e+02 2.775677839597971361e-02
8.459440559440560836e-01 1.018527367568212981e+03 4.031345737652831644e+02 2.798090446890483599e-02
8.484382284382285810e-01 1.022722492964481944e+03 4.055201753826252684e+02 2.820495321493352719e-02
8.509324009324010785e-01 1.026924637365897524e+03 4.079098540398209707e+02 2.842891303601003186e-02
8.534265734265735759e-01 1.031133792132747658e+03 4.103035984864033594e+02 2.865277250869129738e-02
8.559207459207460733e-01 1.035349948642973004e+03 4.127013974948403074e+02 2.887652038361860490e-02
