# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3 Yp
8.584149184149185707e-01 1.039573098292080431e+03 4.151032398606791958e+02 2.910014558493809883e-02
8.609090909090910682e-01 1.043803232493057749e+03 4.175091144026904431e+02 2.932363720967144996e-02
8.634032634032635656e-01 1.048040342676287082e+03 4.199190099630028499e+02 2.954698452703566694e-02
8.658974358974358410e-01 1.052284420289464833e+03 4.223329154072341680e+02 2.977017697771934188e-02
8.683916083916083384e-01 1.056535456797517554e+03 4.247508196246282637e+02 2.999320417311026124e-02
8.708857808857808358e-01 1.060793443682522138e+03 4.271727115281766487e+02 3.021605589448340609e-02
8.733799533799533332e-01 1.065058372443627604e+03 4.295985800547456392e+02 3.043872209214274968e-02
8.758741258741258306e-01 1.069330234596975288e+03 4.320284141652027756e+02 3.066119288451182520e-02
8.783682983682983281e-01 1.073609021675625627e+03 4.344622028445261890e+02 3.088345855723800132e-02
8.808624708624708255e-01 1.077894725229476308e+03 4.368999351019319306e+02 3.110550956219260491e-02
8.833566433566433229e-01 1.082187336825197235e+03 4.393415999709705488e+02 3.132733651655997265e-02
8.858508158508158203e-01 1.086486848046147543e+03 4.417871865097099544e+02 3.154893020139206555e-02
8.883449883449883178e-01 1.090793250492311245e+03 4.442366838007444017e+02 3.177028156115307977e-02
8.908391608391608152e-01 1.095106535780222885e+03 4.466900809513734316e+02 3.199138170220040128e-02
8.933333333333333126e-01 1.099426695542897278e+03 4.491473670936959479e+02 3.221222189175241418e-02
8.958275058275058100e-01 1.103753721429763800e+03 4.516085313847156613e+02 3.243279355672454983e-02
8.983216783216783075e-01 1.108087605106596129e+03 4.540735630064492625e+02 3.265308828253831591e-02
9.008158508158508049e-01 1.112428338255446306e+03 4.565424511659588234e+02 3.287309781191850161e-02
9.033100233100233023e-01 1.116775912574578570e+03 4.590151850957418560e+02 3.309281404359869228e-02
9.058041958041957997e-01 1.121130319778407966e+03 4.614917540534149794e+02 3.331222903113446182e-02
9.082983682983682971e-01 1.125491551597432817e+03 4.639721473220892562e+02 3.353133498156782299e-02
9.107925407925407946e-01 1.129859599778174470e+03 4.664563542104052090e+02 3.375012425413180528e-02
9.132867132867132920e-01 1.134234456083115219e+03 4.689443640526324089e+02 3.396858935892486248e-02
9.157808857808857894e-01 1.138616112290637830e+03 4.714361662087688956e+02 3.418672295556689916e-02
9.182750582750582868e-01 1.143004560194965052e+03 4.739317500646408803e+02 3.440451785183805400e-02
9.207692307692307843e-01 1.147399791606101871e+03 4.764311050319984702e+02 3.462196700229977497e-02
9.232634032634032817e-01 1.151801798349777073e+03 4.789342205486137232e+02 3.483906350690506304e-02
9.257575757575757791e-01 1.156210572267385487e+03 4.814410860783754629e+02 3.505580060959056360e-02
9.282517482517482765e-01 1.160626105215934331e+03 4.839516911113862534e+02 3.527217169685858966e-02
9.307459207459207740e-01 1.165048389067984999e+03 4.864660251640541446e+02 3.548817029634624559e-02
9.332400932400932714e-01 1.169477415711599633e+03 4.889840777791899313e+02 3.570379007538449639e-02
9.357342657342657688e-01 1.173913177050289050e+03 4.915058385260953742e+02 3.591902483954659969e-02
9.382284382284382662e-01 1.178355665002958176e+03 4.940312970006584123e+02 3.613386853118909919e-02
9.407226107226107636e-01 1.182804871503853519e+03 4.965604428254422373e+02 3.634831522798207676e-02
9.432167832167832611e-01 1.187260788502515197e+03 4.990932656497780044e+02 3.656235914143598359e-02
9.457109557109557585e-01 1.191723407963722366e+03 5.016297551498515190e+02 3.677599461541956188e-02
9.482051282051282559e-01 1.196192721867447062e+03 5.041699010287938449e+02 3.698921612467374886e-02
9.506993006993007533e-01 1.200668722208802137e+03 5.067136930167667401e+02 3.720201827331989092e-02
9.531934731934732508e-01 1.205151400997996006e+03 5.092611208710537767e+02 3.741439579336544585e-02
9.556876456876457482e-01 1.209640750260284449e+03 5.118121743761399784e+02 3.762634354320594510e-02
9.581818181818182456e-01 1.214136762035923539e+03 5.143668433438018610e+02 3.783785650612463830e-02
9.606759906759907430e-01 1.218639428380121899e+03 5.169251176131901957e+02 3.804892978879152732e-02
9.631701631701632405e-01 1.223148741362998180e+03 5.194869870509119210e+02 3.825955861975971484e-02
9.656643356643357379e-01 1.227664693069535588e+03 5.220524415511071084e+02 3.846973834800056918e-02
9.681585081585082353e-01 1.232187275599538680e+03 5.246214710355662874e+02 3.867946444117669608e-02
9.706526806526807327e-01 1.236716481067586301e+03 5.271940654537215778e+02 3.888873248468598803e-02
9.731468531468532301e-01 1.241252301602994748e+03 5.297702147828327952e+02 3.909753817949708499e-02
9.756410256410257276e-01 1.245794729349770705e+03 5.323499090280020027e+02 3.930587734106217451e-02
9.781351981351982250e-01 1.250343756466573268e+03 5.349331382222637785e+02 3.951374589772022050e-02
9.806293706293707224e-01 1.254899375126671657e+03 5.375198924266593394e+02 3.972113988920614180e-02
9.831235431235432198e-01 1.259461577517905198e+03 5.401101617303155535e+02 3.992805546516276644e-02
9.856177156177157173e-01 1.264030355842643303e+03 5.427039362505151985e+02 4.013448888366010631e-02
9.881118881118882147e-01 1.268605702317748182e+03 5.453012061327675610e+02 4.034043650971727568e-02
9.906060606060607121e-01 1.273187609174533918e+03 5.479019615508816514e+02 4.054589481383135546e-02
9.931002331002332095e-01 1.277776068658731219e+03 5.505061927070311185e+02 4.075086037052432636e-02
9.955944055944057069e-01 1.282371073030449679e+03 5.531138898318422434e+02 4.095532985677533683e-02
9.980885780885782044e-01 1.286972614564137757e+03 5.557250431844068999e+02 4.115930005087761745e-02
1.000582750582750702e+00 1.291580685548551401e+03 5.583396430524256857e+02 4.136276783053605827e-02
1.003076923076923199e+00 1.296195278286715393e+03 5.609576797522082643e+02 4.156573017179913260e-02
1.005571095571095697e+00 1.300816385095889473e+03 5.635791436287631768e+02 4.176818414746978625e-02
1.008065268065268194e+00 1.305443998307530819e+03 5.662040250558555954e+02 4.197012692570931125e-02
1.010559440559440691e+00 1.310078110267265629e+03 5.688323144360647348e+02 4.217155576862502420e-02
1.013053613053613189e+00 1.314718713334848644e+03 5.714640022008419464e+02 4.237246803086328756e-02
1.015547785547785686e+00 1.319365799884136322e+03 5.740990788105698357e+02 4.257286115821494465e-02
1.018041958041958184e+00 1.324019362303047728e+03 5.767375347546151261e+02 4.277273268622718699e-02
1.020536130536130681e+00 1.328679392993537704e+03 5.793793605513824332e+02 4.297208023882655159e-02
1.023030303030303179e+00 1.333345884371562306e+03 5.820245467483665607e+02 4.317090152695194499e-02
1.025524475524475676e+00 1.338018828867046977e+03 5.846730839222055920e+02 4.336919434719874872e-02
1.028018648018648173e+00 1.342698218923858349e+03 5.873249626787227271e+02 4.356695658046969011e-02
1.030512820512820671e+00 1.347384046999769453e+03 5.899801736529825575e+02 4.376418619064122856e-02
1.033006993006993168e+00 1.352076305566432666e+03 5.926387075093286967e+02 4.396088122323692227e-02
1.035501165501165666e+00 1.356774987109350150e+03 5.953005549414340294e+02 4.415703980411390950e-02
1.037995337995338163e+00 1.361480084127842247e+03 5.979657066723374328e+02 4.435266013815980513e-02
1.040489510489510661e+00 1.366191589135019512e+03 6.006341534544901606e+02 4.454774050800111573e-02
1.042983682983683158e+00 1.370909494657755204e+03 6.033058860697894943e+02 4.474227927272296512e-02
1.045477855477855655e+00 1.375633793236656174e+03 6.059808953296194431e+02 4.493627486660103920e-02
1.047972027972027931e+00 1.380364477426031954e+03 6.086591720748868966e+02 4.512972579784476496e-02
1.050466200466200428e+00 1.385101539793874508e+03 6.113407071760532290e+02 4.532263064735243818e-02
1.052960372960372926e+00 1.389844972921823455e+03 6.140254915331652228e+02 4.551498806747925757e-02
1.055454545454545423e+00 1.394594769405143552e+03 6.167135160758909933e+02 4.570679678081544101e-02
1.057948717948717920e+00 1.399350921852696501e+03 6.194047717635448862e+02 4.589805557897945476e-02
1.060442890442890418e+00 1.404113422886915032e+03 6.220992495851137392e+02 4.608876332142140819e-02
1.062937062937062915e+00 1.408882265143776976e+03 6.247969405593379406e+02 4.627891893422788477e-02
1.065431235431235413e+00 1.413657441272780488e+03 6.274978357345062250e+02 4.646852140900041561e-02
1.067925407925407910e+00 1.418438943936915848e+03 6.302019261888500523e+02 4.665756980161527706e-02
1.070419580419580408e+00 1.423226765812645681e+03 6.329092030302878129e+02 4.684606323113849752e-02
1.072913752913752905e+00 1.428020899589875171e+03 6.356196573965235075e+02 4.703400087867474350e-02
1.075407925407925402e+00 1.432821337971929324e+03 6.383332804550603896e+02 4.722138198624635519e-02
1.077902097902097900e+00 1.437628073675527503e+03 6.410500634032200651e+02 4.740820585568633616e-02
1.080396270396270397e+00 1.442441099430763643e+03 6.437699974681495405e+02 4.759447184754186239e-02
1.082890442890442895e+00 1.447260407981078288e+03 6.464930739068374805e+02 4.778017937999248094e-02
1.085384615384615392e+00 1.452085992083234487e+03 6.492192840061225070e+02 4.796532792777979254e-02
1.087878787878787890e+00 1.456917844507299378e+03 6.519486190827009295e+02 4.814991702115034578e-02
1.090372960372960387e+00 1.461755958036615993e+03 6.546810704831341354e+02 4.833394624481052171e-02
1.092867132867132884e+00 1.466600325467784614e+03 6.574166295838518863e+02 4.851741523689669100e-02
1.095361305361305382e+00 1.471450939610636624e+03 6.601552877911565247e+02 4.870032368795342709e-02
1.097855477855477879e+00 1.476307793288215862e+03 6.628970365412226329e+02 4.888267133992899027e-02
1.100349650349650377e+00 1.481170879336751113e+03 6.656418673000986246e+02 4.906445798518185158e-02
1.102843822843822874e+00 1.486040190605639737e+03 6.683897715637043575e+02 4.924568346549745151e-02
1.105337995337995372e+00 1.490915719957424017e+03 6.711407408578240847e+02 4.942634767112175781e-02
1.107832167832167869e+00 1.495797460267768429e+03 6.738947667381069095e+02 4.960645053980509284e-02
1.110326340326340366e+00 1.500685404425436445e+03 6.766518407900139209e+02 4.978599205582750348e-02
1.112820512820512864e+00 1.505579545332275984e+03 6.794119546289700793e+02 4.996497224917726548e-02
1.115314685314685361e+00 1.510479875903191214e+03 6.821750999001222908e+02 5.014339119448226606e-02
1.117808857808857859e+00 1.515386389066126867e+03 6.849412682784764002e+02 5.032124901019668223e-02
1.120303030303030356e+00 1.520299077762042316e+03 6.877104514688502377e+02 5.049854585768412396e-02
1.122797202797202853e+00 1.525217934944894296e+03 6.904826412058555434e+02 5.067528194033724814e-02
1.125291375291375351e+00 1.530142953581619850e+03 6.932578292538785263e+02 5.085145750270735759e-02
1.127785547785547848e+00 1.535074126652107452e+03 6.960360074070711107e+02 5.102707282964704522e-02
1.130279720279720346e+00 1.540011447149183141e+03 6.988171674893217187e+02 5.120212824546413466e-02
1.132773892773892843e+00 1.544954908078589824e+03 7.016013013542373074e+02 5.137662411308825672e-02
1.135268065268065341e+00 1.549904502458966135e+03 7.043884008851201770e+02 5.155056083325012389e-02
1.137762237762237838e+00 1.554860223321827107e+03 7.071784579949421641e+02 5.172393884366987410e-02
1.140256410256410335e+00 1.559822063711542341e+03 7.099714646263255418e+02 5.189675861825985420e-02
1.142750582750582833e+00 1.564790016685320325e+03 7.127674127515050486e+02 5.206902066633694454e-02
1.145244755244755330e+00 1.569764075313187732e+03 7.155662943723037870e+02 5.224072553184870571e-02
1.147738927738927828e+00 1.574744232677969421e+03 7.183681015201075297e+02 5.241187379260869861e-02
1.150233100233100325e+00 1.579730481875265241e+03 7.211728262558273173e+02 5.258246605954327441e-02
1.152727272727272823e+00 1.584722816013442753e+03 7.239804606698635325e+02 5.275250297595271420e-02
1.155221445221445320e+00 1.589721228213602899e+03 7.267909968820823678e+02 5.292198521677853734e-02
1.157715617715617817e+00 1.594725711609571363e+03 7.296044270417681901e+02 5.309091348788599202e-02
1.160209790209790315e+00 1.599736259347877876e+03 7.324207433275904577e+02 5.325928852535619790e-02
1.162703962703962812e+00 1.604752864587735758e+03 7.352399379475693877e+02 5.342711109478766318e-02
1.165198135198135310e+00 1.609775520501022584e+03 7.380620031390288887e+02 5.359438199061134639e-02
1.167692307692307807e+00 1.614804220272264502e+03 7.408869311685616594e+02 5.376110203541328153e-02
1.170186480186480305e+00 1.619838957098614401e+03 7.437147143319792804e+02 5.392727207927078964e-02
1.172680652680652802e+00 1.624879724189836224e+03 7.465453449542762883e+02 5.409289299909683657e-02
1.175174825174825299e+00 1.629926514768284051e+03 7.493788153895796995e+02 5.425796569799569424e-02
1.177668997668997797e+00 1.634979322068886177e+03 7.522151180211045585e+02 5.442249110462901024e-02
1.180163170163170294e+00 1.640038139339123973e+03 7.550542452611042563e+02 5.458647017259096734e-02
1.182657342657342792e+00 1.645102959839016648e+03 7.578961895508275575e+02 5.474990387979535716e-02
1.185151515151515067e+00 1.650173776841101017e+03 7.607409433604597098e+02 5.491279322787034900e-02
1.187645687645687564e+00 1.655250583630413530e+03 7.635884991890789024e+02 5.507513924156501317e-02
1.190139860139860062e+00 1.660333373504473229e+03 7.664388495646015826e+02 5.523694296816366450e-02
1.192634032634032559e+00 1.665422139773261279e+03 7.692919870437272039e+02 5.539820547691134967e-02
1.195128205128205057e+00 1.670516875759204368e+03 7.721479042118864982e+02 5.555892785844896570e-02
1.197622377622377554e+00 1.675617574797160387e+03 7.750065936831813360e+02 5.571911122425643459e-02
1.200116550116550052e+00 1.680724230234392735e+03 7.778680481003360683e+02 5.587875670610461393e-02
1.202610722610722549e+00 1.685836835430558722e+03 7.807322601346317015e+02 5.603786545551988491e-02
1.205104895104895046e+00 1.690955383757688423e+03 7.835992224858512145e+02 5.619643864325412491e-02
1.207599067599067544e+00 1.696079868600167856e+03 7.864689278822181677e+02 5.635447745876430437e-02
1.210093240093240041e+00 1.701210283354722151e+03 7.893413690803388363e+02 5.651198310970363681e-02
1.212587412587412539e+00 1.706346621430393498e+03 7.922165388651360445e+02 5.666895682141682294e-02
1.215081585081585036e+00 1.711488876248530460e+03 7.950944300497893664e+02 5.682539983644892267e-02
1.217575757575757534e+00 1.716637041242764099e+03 7.979750354756712341e+02 5.698131341405793943e-02
1.220069930069930031e+00 1.721791109858991604e+03 8.008583480122807714e+02 5.713669882974097697e-02
1.222564102564102528e+00 1.726951075555358329e+03 8.037443605571811531e+02 5.729155737476344934e-02
1.225058275058275026e+00 1.732116931802243244e+03 8.066330660359311651e+02 5.744589035569937913e-02
1.227552447552447523e+00 1.737288672082237099e+03 8.095244574020165373e+02 5.759969909398025834e-02
1.230046620046620021e+00 1.742466289890125154e+03 8.124185276367870756e+02 5.775298492545123674e-02
1.232540792540792518e+00 1.747649778732873528e+03 8.153152697493792402e+02 5.790574919993247971e-02
1.235034965034965015e+00 1.752839132129603968e+03 8.182146767766575977e+02 5.805799328079452176e-02
1.237529137529137513e+00 1.758034343611584745e+03 8.211167417831336479e+02 5.820971854453362015e-02
1.240023310023310010e+00 1.763235406722205425e+03 8.240214578609023874e+02 5.836092638036129154e-02
1.242517482517482508e+00 1.768442315016964130e+03 8.269288181295628419e+02 5.851161818979741525e-02
1.245011655011655005e+00 1.773655062063447076e+03 8.298388157361546291e+02 5.866179538627214196e-02
1.247505827505827503e+00 1.778873641441311975e+03 8.327514438550746263e+02 5.881145939473533119e-02
1.250000000000000000e+00 1.784098046742269844e+03 8.356666956880119415e+02 5.896061165127071402e-02
