# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3
3.645687645687645806e-01 3.515428395720066419e+02 1.763815392297804152e+01
3.670629370629370780e-01 3.540715945138369420e+02 1.853222068903840736e+01
3.695571095571095754e-01 3.566065634467839232e+02 1.946735579132601046e+01
3.720512820512820729e-01 3.591479837430959492e+02 2.044415177458169808e+01
3.745454545454545148e-01 3.616960926954060938e+02 2.146293463661221423e+01
3.770396270396270122e-01 3.642511256173433480e+02 2.252372686566933879e+01
3.795337995337995096e-01 3.668133137722167021e+02 2.362621780248881009e+01
3.820279720279720070e-01 3.693828821943733374e+02 2.476974459118826033e+01
3.845221445221445045e-01 3.719600474854273671e+02 2.595328653753643877e+01
3.870163170163170019e-01 3.745450156798967782e+02 2.717547477078993623e+01
3.895104895104894993e-01 3.771379802792680493e+02 2.843461777605526919e+01
3.920046620046619967e-01 3.797391205484007628e+02 2.972874180477398909e+01
3.944988344988344942e-01 3.823486001533356102e+02 3.105564363597103039e+01
3.969930069930069916e-01 3.849665661964527317e+02 3.241295192209377518e+01
3.994871794871794890e-01 3.875931486765842351e+02 3.379819263089063242e+01
4.019813519813519864e-01 3.902284603719693905e+02 3.520885398888129458e+01
4.044755244755244838e-01 3.928725971167326065e+02 3.664244681644490242e+01
4.069696969696969813e-01 3.955256384199788613e+02 3.809655706982388779e+01
4.094638694638694787e-01 3.981876483624276943e+02 3.956888856219147499e+01
4.119580419580419761e-01 4.008586766991440413e+02 4.105729500945535193e+01
4.144522144522144735e-01 4.035387600975325313e+02 4.255980156662592861e+01
4.169463869463869710e-01 4.062279234457656116e+02 4.407461678641296743e+01
4.194405594405594684e-01 4.089261811762852972e+02 4.560013641208853841e+01
4.219347319347319658e-01 4.116335385601577173e+02 4.713494063435855708e+01
4.244289044289044632e-01 4.143499929393769889e+02 4.867778645147924976e+01
4.269230769230769607e-01 4.170755348746702680e+02 5.022759663851697809e+01
4.294172494172494581e-01 4.198101491953421487e+02 5.178344661686194428e+01
4.319114219114219000e-01 4.225538159449561135e+02 5.334455026824065271e+01
4.344055944055943974e-01 4.253065112221814843e+02 5.491024549323243065e+01
4.368997668997668948e-01 4.280682079201099555e+02 5.647998009385238305e+01
4.393939393939393923e-01 4.308388763699885544e+02 5.805329837348579503e+01
4.418881118881118897e-01 4.336184848969071481e+02 5.962982869814113940e+01
4.443822843822843871e-01 4.364070002957631687e+02 6.120927214869347921e+01
4.468764568764568845e-01 4.392043882360271709e+02 6.279139231012440803e+01
4.493706293706293819e-01 4.420106136036286557e+02 6.437600618536716013e+01
4.518648018648018794e-01 4.448256407878221239e+02 6.596297618288409126e+01
4.543589743589743768e-01 4.476494339202840820e+02 6.755220310374456005e+01
4.568531468531468742e-01 4.504819570730037412e+02 6.914362004164021869e+01
4.593473193473193716e-01 4.533231744208295595e+02 7.073718710474985016e+01
4.618414918414918691e-01 4.561730503738471612e+02 7.233288686908514364e+01
4.643356643356643665e-01 4.590315496841218419e+02 7.393072047706559147e+01
4.668298368298368639e-01 4.618986375307359253e+02 7.553070430104203581e+01
4.693240093240093613e-01 4.647742795865287917e+02 7.713286709870543234e+01
4.718181818181818588e-01 4.676584420694542814e+02 7.873724759464813872e+01
4.743123543123543562e-01 4.705510917810656792e+02 8.034389242970063094e+01
4.768065268065267981e-01 4.734521961342558711e+02 8.195285442665336006e+01
4.793006993006992955e-01 4.763617231720738232e+02 8.356419112740687183e+01
4.817948717948717929e-01 4.792796415791545996e+02 8.517796356246549294e+01
4.842890442890442904e-01 4.822059206870701473e+02 8.679423521893269822e+01
4.867832167832167878e-01 4.851405304747008813e+02 8.841307117781866509e+01
4.892773892773892852e-01 4.880834415645585409e+02 9.003453739554791468e+01
4.917715617715617826e-01 4.910346252158408333e+02 9.165870010811934776e+01
4.942657342657342801e-01 4.939940533148773625e+02 9.328562533946008273e+01
4.967599067599067775e-01 4.969616983635143015e+02 9.491537849819474104e+01
4.992540792540792749e-01 4.999375334659039822e+02 9.654802404933272442e+01
5.017482517482517723e-01 5.029215323140765577e+02 9.818362524938210356e+01
5.042424242424242697e-01 5.059136691726217236e+02 9.982224393506652405e+01
5.067365967365967672e-01 5.089139188627426620e+02 1.014639403572916621e+02
5.092307692307692646e-01 5.119222567459022457e+02 1.031087730532360638e+02
5.117249417249417620e-01 5.149386587072438033e+02 1.047567987505122886e+02
5.142191142191142594e-01 5.179631011389374180e+02 1.064080722982324545e+02
5.167132867132867569e-01 5.209955609235686325e+02 1.080626466206023508e+02
5.192074592074592543e-01 5.240360154176707965e+02 1.097205726893095772e+02
5.217016317016317517e-01 5.270844424354828561e+02 1.113818995115354795e+02
5.241958041958041381e-01 5.301408202329870392e+02 1.130466741309131606e+02
5.266899766899766355e-01 5.332051274922871471e+02 1.147149416391294352e+02
5.291841491841491329e-01 5.362773433063541688e+02 1.163867451962496204e+02
5.316783216783216304e-01 5.393574471641743457e+02 1.180621260581162346e+02
5.341724941724941278e-01 5.424454189363182195e+02 1.197411236094325915e+02
5.366666666666666252e-01 5.455412388609455547e+02 1.214237754013555417e+02
5.391608391608391226e-01 5.486448875302517081e+02 1.231101171925016615e+02
5.416550116550116201e-01 5.517563458773632874e+02 1.248001829931312443e+02
5.441491841491841175e-01 5.548755951636796908e+02 1.264940051103758805e+02
5.466433566433566149e-01 5.580026169666625719e+02 1.281916141957267712e+02
5.491375291375291123e-01 5.611373931680629994e+02 1.298930392930022037e+02
5.516317016317016098e-01 5.642799059425827863e+02 1.315983078868708844e+02
5.541258741258741072e-01 5.674301377469623731e+02 1.333074459515059118e+02
5.566200466200466046e-01 5.705880713094801422e+02 1.350204779990935151e+02
5.591142191142191020e-01 5.737536896198611203e+02 1.367374271279567779e+02
5.616083916083915994e-01 5.769269759195756251e+02 1.384583150701023442e+02
5.641025641025640969e-01 5.801079136925209241e+02 1.401831622380474300e+02
5.665967365967365943e-01 5.832964866560745349e+02 1.419119877707863395e+02
5.690909090909090917e-01 5.864926787525032523e+02 1.436448095788150283e+02
5.715850815850815891e-01 5.896964741407175552e+02 1.453816443881315763e+02
5.740792540792540866e-01 5.929078571883625273e+02 1.471225077831533383e+02
5.765734265734265840e-01 5.961268124642277826e+02 1.488674142485182301e+02
5.790675990675990814e-01 5.993533247309666194e+02 1.506163772097357594e+02
5.815617715617715788e-01 6.025873789381159895e+02 1.523694090726743013e+02
5.840559440559440763e-01 6.058289602154006843e+02 1.541265212618759222e+02
5.865501165501165737e-01 6.090780538663137804e+02 1.558877242577004552e+02
5.890442890442890711e-01 6.123346453619614067e+02 1.576530276323071291e+02
5.915384615384615685e-01 6.155987203351623975e+02 1.594224400844795468e+02
5.940326340326340659e-01 6.188702645747910083e+02 1.611959694733171489e+02
5.965268065268065634e-01 6.221492640203553037e+02 1.629736228508074021e+02
5.990209790209790608e-01 6.254357047567974632e+02 1.647554064933044344e+02
6.015151515151515582e-01 6.287295730095124782e+02 1.665413259319358019e+02
6.040093240093240556e-01 6.320308551395714858e+02 1.683313859819648428e+02
6.065034965034965531e-01 6.353395376391439413e+02 1.701255907711330053e+02
6.089976689976690505e-01 6.386556071271082828e+02 1.719239437670140944e+02
6.114918414918415479e-01 6.419790503448471100e+02 1.737264478034053070e+02
6.139860139860140453e-01 6.453098541522141431e+02 1.755331051057851539e+02
6.164801864801865428e-01 6.486480055236702356e+02 1.773439173158175208e+02
6.189743589743590402e-01 6.519934915445775232e+02 1.791588855152313329e+02
6.214685314685315376e-01 6.553462994076489849e+02 1.809780102483197766e+02
6.239627039627040350e-01 6.587064164095434080e+02 1.828012915441860002e+02
6.264568764568765324e-01 6.620738299476020075e+02 1.846287289378892922e+02
6.289510489510490299e-01 6.654485275167201053e+02 1.864603214908942164e+02
6.314452214452215273e-01 6.688304967063475033e+02 1.882960678107785668e+02
6.339393939393940247e-01 6.722197251976123198e+02 1.901359660701595828e+02
6.364335664335665221e-01 6.756162007605649933e+02 1.919800140252688436e+02
6.389277389277390196e-01 6.790199112515334718e+02 1.938282090332056953e+02
6.414219114219115170e-01 6.824308446105909525e+02 1.956805480691756713e+02
6.439160839160840144e-01 6.858489888591235513e+02 1.975370277428180543e+02
6.464102564102565118e-01 6.892743320975009738e+02 1.993976443139823971e+02
6.489044289044290093e-01 6.927068625028427959e+02 2.012623937079430334e+02
6.513986013986015067e-01 6.961465683268744442e+02 2.031312715300476270e+02
6.538927738927740041e-01 6.995934378938736700e+02 2.050042730798390380e+02
6.563869463869465015e-01 7.030474595986975146e+02 2.068813933646589192e+02
6.588811188811189989e-01 7.065086219048964722e+02 2.087626271127514030e+02
6.613752913752913853e-01 7.099769133428970918e+02 2.106479687858965804e+02
6.638694638694638828e-01 7.134523225082683666e+02 2.125374125915738830e+02
6.663636363636363802e-01 7.169348380600501969e+02 2.144309524946858119e+02
6.688578088578088776e-01 7.204244487191563167e+02 2.163285822288509621e+02
6.713519813519813750e-01 7.239211432668380439e+02 2.182302953072861555e+02
6.738461538461538725e-01 7.274249105432155602e+02 2.201360850332852692e+02
6.763403263403263699e-01 7.309357394458625095e+02 2.220459445103214193e+02
6.788344988344988673e-01 7.344536189284549437e+02 2.239598666517692322e+02
6.813286713286714757e-01 7.379785379994680170e+02 2.258778441902820475e+02
6.838228438228437511e-01 7.415104857209319107e+02 2.277998696868147306e+02
6.863170163170162485e-01 7.450494512072352791e+02 2.297259355393181863e+02
6.888111888111887460e-01 7.485954236239766715e+02 2.316560339911292488e+02
6.913053613053612434e-01 7.521483921868617699e+02 2.335901571389828462e+02
6.937995337995337408e-01 7.557083461606492847e+02 2.355282969408634131e+02
6.962937062937062382e-01 7.592752748581343667e+02 2.374704452234240080e+02
6.987878787878787357e-01 7.628491676391749934e+02 2.394165936892106856e+02
7.012820512820512331e-01 7.664300139097585998e+02 2.413667339235970815e+02
7.037762237762237305e-01 7.700178031211036114e+02 2.433208574014654459e+02
7.062703962703962279e-01 7.736125247687999718e+02 2.452789554936347258e+02
7.087645687645687254e-01 7.772141683919822981e+02 2.472410194730508977e+02
7.112587412587412228e-01 7.808227235725341870e+02 2.492070405207459771e+02
7.137529137529137202e-01 7.844381799343299235e+02 2.511770097315716725e+02
7.162470862470862176e-01 7.880605271424986995e+02 2.531509181197187672e+02
7.187412587412587150e-01 7.916897549027254399e+02 2.551287566240277158e+02
7.212354312354312125e-01 7.953258529605744798e+02 2.571105161130964234e+02
7.237296037296037099e-01 7.989688111008417764e+02 2.590961873901965760e+02
7.262237762237762073e-01 8.026186191469314508e+02 2.610857611980022739e+02
7.287179487179487047e-01 8.062752669602597280e+02 2.630792282231313379e+02
7.312121212121212022e-01 8.099387444396782030e+02 2.650765791005205756e+02
7.337062937062936996e-01 8.136090415209230287e+02 2.670778044176292951e+02
7.362004662004661970e-01 8.172861481760836568e+02 2.690828947184762683e+02
7.386946386946386944e-01 8.209700544130928392e+02 2.710918405075083228e+02
7.411888111888111919e-01 8.246607502752358414e+02 2.731046322533893544e+02
7.436829836829836893e-01 8.283582258406808023e+02 2.751212603924922178e+02
7.461771561771561867e-01 8.320624712220234187e+02 2.771417153324022706e+02
7.486713286713286841e-01 8.357734765658520928e+02 2.791659874552038900e+02
7.511655011655011815e-01 8.394912320523278595e+02 2.811940671206521642e+02
7.536596736596736790e-01 8.432157278947818213e+02 2.832259446692165170e+02
7.561538461538461764e-01 8.469469543393258846e+02 2.852616104250005264e+02
7.586480186480186738e-01 8.506849016644796393e+02 2.873010546985408382e+02
7.611421911421911712e-01 8.544295601808101992e+02 2.893442677894935287e+02
7.636363636363636687e-01 8.581809202305865938e+02 2.913912399892057010e+02
7.661305361305361661e-01 8.619389721874445058e+02 2.934419615831820920e+02
7.686247086247086635e-01 8.657037064560662429e+02 2.954964228534460062e+02
7.711188811188811609e-01 8.694751134718701451e+02 2.975546140807989559e+02
7.736130536130536584e-01 8.732531837007118156e+02 2.996165255469867930e+02
7.761072261072261558e-01 8.770379076385964936e+02 3.016821475367672178e+02
7.786013986013986532e-01 8.808292758114014305e+02 3.037514703398873621e+02
7.810955710955711506e-01 8.846272787746074755e+02 3.058244842529791185e+02
7.835897435897436480e-01 8.884319071130395287e+02 3.079011795813634080e+02
7.860839160839161455e-01 8.922431514406190445e+02 3.099815466407737290e+02
7.885780885780886429e-01 8.960610024001204010e+02 3.120655757590033090e+02
7.910722610722611403e-01 8.998854506629392063e+02 3.141532572774753476e+02
7.935664335664336377e-01 9.037164869288660611e+02 3.162445815527371451e+02
7.960606060606061352e-01 9.075541019258696451e+02 3.183395389578843151e+02
7.985547785547786326e-01 9.113982864098841219e+02 3.204381198839190006e+02
8.010489510489511300e-01 9.152490311646068903e+02 3.225403147410362408e+02
8.035431235431236274e-01 9.191063270013007696e+02 3.246461139598495720e+02
8.060372960372961249e-01 9.229701647585999353e+02 3.267555079925518271e+02
8.085314685314686223e-01 9.268405353023280213e+02 3.288684873140340414e+02
8.110256410256411197e-01 9.307174295253164473e+02 3.309850424229050532e+02
8.135198135198136171e-01 9.346008383472282048e+02 3.331051638424990529e+02
8.160139860139861145e-01 9.384907527143913057e+02 3.352288421218078156e+02
8.185081585081586120e-01 9.423871635996322311e+02 3.373560678363660372e+02
8.210023310023311094e-01 9.462900620021152918e+02 3.394868315890822146e+02
8.234965034965036068e-01 9.501994389471882414e+02 3.416211240110283711e+02
8.259906759906761042e-01 9.541152854862311870e+02 3.437589357621774866e+02
8.284848484848486017e-01 9.580375926965070903e+02 3.459002575320971573e+02
8.309790209790210991e-01 9.619663516810205692e+02 3.480450800406020448e+02
8.334731934731935965e-01 9.659015535683760163e+02 3.501933940383631807e+02
8.359673659673660939e-01 9.698431895126406062e+02 3.523451903074773099e+02
8.384615384615385913e-01 9.737912506932126462e+02 3.545004596619959329e+02
8.409557109557110888e-01 9.777457283146910640e+02 3.566591929484189905e+02
8.434498834498835862e-01 9.817066136067466005e+02 3.588213810461527942e+02
8.459440559440560836e-01 9.856738978239986864e+02 3.609870148679313502e+02
8.484382284382285810e-01 9.896475722458930022e+02 3.631560853602056227e+02
8.509324009324010785e-01 9.936276281765825615e+02 3.653285835035013065e+02
8.534265734265735759e-01 9.976140569448101587e+02 3.675045003127435166e+02
8.559207459207460733e-01 1.001606849903795592e+03 3.696838268375526582e+02
8.584149184149185707e-01 1.005605998431120156e+03 3.718665541625176729e+02
8.609090909090910682e-01 1.009611493928618643e+03 3.740526734074284150e+02
8.634032634032635656e-01 1.013623327822270653e+03 3.762421757274948391e+02
8.658974358974358410e-01 1.017641491562091574e+03 3.784350523135358912e+02
8.683916083916083384e-01 1.021665976622032531e+03 3.806312943921419105e+02
8.708857808857808358e-01 1.025696774499871026e+03 3.828308932258165100e+02
8.733799533799533332e-01 1.029733876717113617e+03 3.850338401130967441e+02
8.758741258741258306e-01 1.033777274818894512e+03 3.872401263886478660e+02
8.783682983682983281e-01 1.037826960373877228e+03 3.894497434233429090e+02
8.808624708624708255e-01 1.041882924974153639e+03 3.916626826243191317e+02
8.833566433566433229e-01 1.045945160235154162e+03 3.938789354350132044e+02
8.858508158508158203e-01 1.050013657795545896e+03 3.960984933351885502e+02
8.883449883449883178e-01 1.054088409317143714e+03 3.983213478408408719e+02
8.908391608391608152e-01 1.058169406484813180e+03 4.005474905045398373e+02
8.933333333333333126e-01 1.062256641006382097e+03 4.027769129148876459e+02
8.958275058275058100e-01 1.066350104612547057e+03 4.050096066968068271e+02
8.983216783216783075e-01 1.070449789056785448e+03 4.072455635113996664e+02
9.008158508158508049e-01 1.074555686115262233e+03 4.094847750558714665e+02
9.033100233100233023e-01 1.078667787586745590e+03 4.117272330634920650e+02
9.058041958041957997e-01 1.082786085292516873e+03 4.139729293033818180e+02
9.082983682983682971e-01 1.086910571076284214e+03 4.162218555805504252e+02
9.107925407925407946e-01 1.091041236804094297e+03 4.184740037356750122e+02
9.132867132867132920e-01 1.095178074364248914e+03 4.207293656450056005e+02
9.157808857808857894e-01 1.099321075667216519e+03 4.229879332202228284e+02
9.182750582750582868e-01 1.103470232645552414e+03 4.252496984082813469e+02
9.207692307692307843e-01 1.107625537253808261e+03 4.275146531912586170e+02
9.232634032634032817e-01 1.111786981468451813e+03 4.297827895861848901e+02
9.257575757575757791e-01 1.115954557287783473e+03 4.320540996448663122e+02
9.282517482517482765e-01 1.120128256731853071e+03 4.343285754537031380e+02
9.307459207459207740e-01 1.124308071842374375e+03 4.366062091335056721e+02
9.332400932400932714e-01 1.128493994682648690e+03 4.388869928392906559e+02
9.357342657342657688e-01 1.132686017337476187e+03 4.411709187600849873e+02
9.382284382284382662e-01 1.136884131913080410e+03 4.434579791187148885e+02
9.407226107226107636e-01 1.141088330537022784e+03 4.457481661715953578e+02
9.432167832167832611e-01 1.145298605358123496e+03 4.480414722085109815e+02
9.457109557109557585e-01 1.149514948546381902e+03 4.503378895523937331e+02
9.482051282051282559e-01 1.153737352292891273e+03 4.526374105590991235e+02
9.506993006993007533e-01 1.157965808809765122e+03 4.549400276171729161e+02
9.531934731934732508e-01 1.162200310330053526e+03 4.572457331476175000e+02
9.556876456876457482e-01 1.166440849107662643e+03 4.595545196036567859e+02
9.581818181818182456e-01 1.170687417417278539e+03 4.618663794704953034e+02
9.606759906759907430e-01 1.174940007554284193e+03 4.641813052650578015e+02
9.631701631701632405e-01 1.179198611834682424e+03 4.664992895358325882e+02
9.656643356643357379e-01 1.183463222595017214e+03 4.688203248624697039e+02
9.681585081585082353e-01 1.187733832192292994e+03 4.711444038556680312e+02
9.706526806526807327e-01 1.192010433003899834e+03 4.734715191568666910e+02
9.731468531468532301e-01 1.196293017427528639e+03 4.758016634380064147e+02
9.756410256410257276e-01 1.200581577881100657e+03 4.781348294012772726e+02
9.781351981351982250e-01 1.204876106802683353e+03 4.804710097788645840e+02
9.806293706293707224e-01 1.209176596650414922e+03 4.828101973326985217e+02
9.831235431235432198e-01 1.213483039902425844e+03 4.851523848541998518e+02
9.856177156177157173e-01 1.217795429056762259e+03 4.874975651640261844e+02
9.881118881118882147e-01 1.222113756631306615e+03 4.898457311118216921e+02
9.906060606060607121e-01 1.226438015163702175e+03 4.921968755759603482e+02
9.931002331002332095e-01 1.230768197211275265e+03 4.945509914632957589e+02
9.955944055944057069e-01 1.235104295350956590e+03 4.969080717089099153e+02
9.980885780885782044e-01 1.239446302179205986e+03 4.992681092758615478e+02
1.000582750582750702e+00 1.243794210311936240e+03 5.016310971549353894e+02
1.003076923076923199e+00 1.248148012384434878e+03 5.039970283643942821e+02
1.005571095571095697e+00 1.252507701051286631e+03 5.063658959497325895e+02
1.008065268065268194e+00 1.256873268986300673e+03 5.087376929834260864e+02
1.010559440559440691e+00 1.261244708882431723e+03 5.111124125646908851e+02
1.013053613053613189e+00 1.265622013451703424e+03 5.134900478192402034e+02
1.015547785547785686e+00 1.270005175425135803e+03 5.158705918990376631e+02
1.018041958041958184e+00 1.274394187552665016e+03 5.182540379820653698e+02
1.020536130536130681e+00 1.278789042603071039e+03 5.206403792720803949e+02
1.023030303030303179e+00 1.283189733363902178e+03 5.230296089983791035e+02
1.025524475524475676e+00 1.287596252641396632e+03 5.254217204155667105e+02
1.028018648018648173e+00 1.292008593260409953e+03 5.278167068033246778e+02
1.030512820512820671e+00 1.296426748064342746e+03 5.302145614661792479e+02
1.033006993006993168e+00 1.300850709915059042e+03 5.326152777332749793e+02
1.035501165501165666e+00 1.305280471692815809e+03 5.350188489581548765e+02
1.037995337995338163e+00 1.309716026296191785e+03 5.374252685185294922e+02
1.040489510489510661e+00 1.314157366642006309e+03 5.398345298160660377e+02
1.042983682983683158e+00 1.318604485665249058e+03 5.422466262761664666e+02
1.045477855477855655e+00 1.323057376319006835e+03 5.446615513477544255e+02
1.047972027972027931e+00 1.327516031574387853e+03 5.470792985030636828e+02
1.050466200466200428e+00 1.331980444420451249e+03 5.494998612374280356e+02
1.052960372960372926e+00 1.336450607864129552e+03 5.519232330690765593e+02
1.055454545454545423e+00 1.340926514930159101e+03 5.543494075389303362e+02
1.057948717948717920e+00 1.345408158661006610e+03 5.567783782103995236e+02
1.060442890442890418e+00 1.349895532116794584e+03 5.592101386691828111e+02
1.062937062937062915e+00 1.354388628375232202e+03 5.616446825230584636e+02
1.065431235431235413e+00 1.358887440531539596e+03 5.640820034017743865e+02
1.067925407925407910e+00 1.363391961698378964e+03 5.665220949567282105e+02
1.070419580419580408e+00 1.367902185005780893e+03 5.689649508608705446e+02
1.072913752913752905e+00 1.372418103601074336e+03 5.714105648084973836e+02
1.075407925407925402e+00 1.376939710648813389e+03 5.738589305150701421e+02
1.077902097902097900e+00 1.381466999330709541e+03 5.763100417170364835e+02
1.080396270396270397e+00 1.385999962845556638e+03 5.787638921716593359e+02
1.082890442890442895e+00 1.390538594409164943e+03 5.812204756568416997e+02
1.085384615384615392e+00 1.395082887254285652e+03 5.836797859709599834e+02
1.087878787878787890e+00 1.399632834630548132e+03 5.861418169326956331e+02
1.090372960372960387e+00 1.404188429804383532e+03 5.886065623808751752e+02
1.092867132867132884e+00 1.408749666058957246e+03 5.910740161743074168e+02
1.095361305361305382e+00 1.413316536694102979e+03 5.935441721916278084e+02
1.097855477855477879e+00 1.417889035026249076e+03 5.960170243311446256e+02
1.100349650349650377e+00 1.422467154388352355e+03 5.984925665106849237e+02
1.102843822843822874e+00 1.427050888129831492e+03 6.009707926674466307e+02
1.105337995337995372e+00 1.431640229616496526e+03 6.034516967578551885e+02
1.107832167832167869e+00 1.436235172230479293e+03 6.059352727574193977e+02
1.110326340326340366e+00 1.440835709370171799e+03 6.084215146605890823e+02
1.112820512820512864e+00 1.445441834450151873e+03 6.109104164806203698e+02
1.115314685314685361e+00 1.450053540901125189e+03 6.134019722494383586e+02
1.117808857808857859e+00 1.454670822169848634e+03 6.158961760175078552e+02
1.120303030303030356e+00 1.459293671719071654e+03 6.183930218537024075e+02
1.122797202797202853e+00 1.463922083027466442e+03 6.208925038451773162e+02
1.125291375291375351e+00 1.468556049589565419e+03 6.233946160972466259e+02
1.127785547785547848e+00 1.473195564915690966e+03 6.258993527332623898e+02
1.130279720279720346e+00 1.477840622531896543e+03 6.284067078944825653e+02
1.132773892773892843e+00 1.482491215979896651e+03 6.309166757400137158e+02
1.135268065268065341e+00 1.487147338817005675e+03 6.334292504465701086e+02
1.137762237762237838e+00 1.491808984616072621e+03 6.359444262085073660e+02
1.140256410256410335e+00 1.496476146965416547e+03 6.384621972376273789e+02
1.142750582750582833e+00 1.501148819468766987e+03 6.409825577630930411e+02
1.145244755244755330e+00 1.505826995745194836e+03 6.435055020313251362e+02
1.147738927738927828e+00 1.510510669429053451e+03 6.460310243058912647e+02
1.150233100233100325e+00 1.515199834169915903e+03 6.485591188674465002e+02
1.152727272727272823e+00 1.519894483632512674e+03 6.510897800135577427e+02
1.155221445221445320e+00 1.524594611496669359e+03 6.536230020586841647e+02
1.157715617715617817e+00 1.529300211457245496e+03 6.561587793340514736e+02
1.160209790209790315e+00 1.534011277224071591e+03 6.586971061875631221e+02
1.162703962703962812e+00 1.538727802521892727e+03 6.612379769837132244e+02
1.165198135198135310e+00 1.543449781090304441e+03 6.637813861035034506e+02
1.167692307692307807e+00 1.548177206683693157e+03 6.663273279443523052e+02
1.170186480186480305e+00 1.552910073071176839e+03 6.688757969200190701e+02
1.172680652680652802e+00 1.557648374036546556e+03 6.714267874605184261e+02
1.175174825174825299e+00 1.562392103378206002e+03 6.739802940120463290e+02
1.177668997668997797e+00 1.567141254909109421e+03 6.765363110369011110e+02
1.180163170163170294e+00 1.571895822456713859e+03 6.790948330134040134e+02
1.182657342657342792e+00 1.576655799862907315e+03 6.816558544358372274e+02
1.185151515151515067e+00 1.581421180983961449e+03 6.842193698143621532e+02
1.187645687645687564e+00 1.586191959690470185e+03 6.867853736749550535e+02
1.190139860139860062e+00 1.590968129867289690e+03 6.893538605593383863e+02
1.192634032634032559e+00 1.595749685413487668e+03 6.919248250249145258e+02
1.195128205128205057e+00 1.600536620242283334e+03 6.944982616447018700e+02
1.197622377622377554e+00 1.605328928280991477e+03 6.970741650072691300e+02
1.200116550116550052e+00 1.610126603470966302e+03 6.996525297166798509e+02
1.202610722610722549e+00 1.614929639767549361e+03 7.022333503924255638e+02
1.205104895104895046e+00 1.619738031140009070e+03 7.048166216693714432e+02
1.207599067599067544e+00 1.624551771571491145e+03 7.074023381977013969e+02
1.210093240093240041e+00 1.629370855058962434e+03 7.099904946428539461e+02
1.212587412587412539e+00 1.634195275613152262e+03 7.125810856854824351e+02
1.215081585081585036e+00 1.639025027258508771e+03 7.151741060213856827e+02
1.217575757575757534e+00 1.643860104033133894e+03 7.177695503614693280e+02
1.220069930069930031e+00 1.648700499988741058e+03 7.203674134316880782e+02
1.222564102564102528e+00 1.653546209190593345e+03 7.229676899730028481e+02
1.225058275058275026e+00 1.658397225717459150e+03 7.255703747413245992e+02
1.227552447552447523e+00 1.663253543661551248e+03 7.281754625074783007e+02
1.230046620046620021e+00 1.668115157128484725e+03 7.307829480571450631e+02
1.232540792540792518e+00 1.672982060237216501e+03 7.333928261908304194e+02
1.235034965034965015e+00 1.677854247120002356e+03 7.360050917238120292e+02
1.237529137529137513e+00 1.682731711922340764e+03 7.386197394860988652e+02
1.240023310023310010e+00 1.687614448802922652e+03 7.412367643223933555e+02
1.242517482517482508e+00 1.692502451933584325e+03 7.438561610920486373e+02
1.245011655011655005e+00 1.697395715499255857e+03 7.464779246690291075e+02
1.247505827505827503e+00 1.702294233697913114e+03 7.491020499418690406e+02
1.250000000000000000e+00 1.707198000740523867e+03 7.517285318136453043e+02
