# M_Msun R_km
1.416854626640458581e-01 1.648200100000174473e+01
1.441944170862839714e-01 1.629000100000185114e+01
1.466824726050920680e-01 1.610800100000195201e+01
1.491411881160914776e-01 1.593600100000199227e+01
1.515608568619732921e-01 1.577800100000193950e+01
1.539295298155496095e-01 1.562600100000188874e+01
1.562331591042394607e-01 1.548400100000184132e+01
1.584547609092002152e-01 1.535000100000179657e+01
1.605726412654859270e-01 1.522800100000175583e+01
1.625586530679921926e-01 1.511200100000171709e+01
1.643742578307000324e-01 1.500800100000168236e+01
1.659613765584802836e-01 1.491600100000165163e+01
1.672249139938598028e-01 1.483800100000162558e+01
1.680622414413825150e-01 1.477800100000160555e+01
1.685861607856753708e-01 1.473000100000158952e+01
1.689594361987792337e-01 1.468400100000157416e+01
1.692558109236850239e-01 1.463800100000155879e+01
1.695131376631301423e-01 1.459200100000154343e+01
1.697553505567218346e-01 1.454200100000152673e+01
1.699993325256348720e-01 1.448800100000150870e+01
1.702586070498534332e-01 1.443200100000149000e+01
1.705443399861710507e-01 1.437200100000146996e+01
1.708663913858041450e-01 1.430800100000144859e+01
1.712336011980166162e-01 1.424000100000142588e+01
1.716542817865065740e-01 1.416800100000140183e+01
1.721363336803444222e-01 1.409000100000137579e+01
1.726873628162773067e-01 1.400800100000134840e+01
1.733147669608109953e-01 1.392400100000132035e+01
1.740257987515965998e-01 1.383400100000129029e+01
1.748275123862430003e-01 1.374000100000125890e+01
1.757270050899074898e-01 1.364400100000122684e+01
1.767311297241722090e-01 1.354400100000119345e+01
1.778468515645394710e-01 1.344000100000115872e+01
1.790809021428103331e-01 1.333400100000112332e+01
1.804401168779636022e-01 1.322400100000108658e+01
1.819310964443358603e-01 1.311200100000104918e+01
1.835603721901586938e-01 1.300000100000101177e+01
1.853345034764324883e-01 1.288400100000097304e+01
1.872601482280720209e-01 1.276800100000093430e+01
1.893433935658105360e-01 1.265000100000089489e+01
1.915905745285182427e-01 1.253400100000085615e+01
1.940078849190846333e-01 1.241600100000081675e+01
1.966015836453554877e-01 1.230000100000077801e+01
1.993774065670040896e-01 1.218400100000073927e+01
2.023413625840458918e-01 1.207000100000070120e+01
2.054994943996094059e-01 1.195600100000066313e+01
2.088573227500661600e-01 1.184600100000062639e+01
2.124205608635365838e-01 1.173800100000059032e+01
2.161950761183918379e-01 1.163200100000055492e+01
2.201862504118424491e-01 1.152800100000052019e+01
2.243995562378981734e-01 1.142800100000048680e+01
2.288408108725845658e-01 1.133000100000045407e+01
2.335151758412965239e-01 1.123600100000042268e+01
2.384280985320993695e-01 1.114600100000039262e+01
2.435854298385250472e-01 1.106000100000036390e+01
2.489921226628244444e-01 1.097800100000033652e+01
2.546536815952393784e-01 1.089800100000030980e+01
2.605759945223456997e-01 1.082400100000028509e+01
2.667639893229218351e-01 1.075200100000026104e+01
2.732233044098328900e-01 1.068400100000023834e+01
2.799598732316546101e-01 1.062000100000021696e+01
2.869785204308188398e-01 1.056000100000019692e+01
2.942851733864876307e-01 1.050400100000017822e+01
3.018857913926806247e-01 1.045200100000016086e+01
3.097852046384777513e-01 1.040400100000014483e+01
3.179895515109559256e-01 1.035800100000012947e+01
3.265046856803395237e-01 1.031800100000011611e+01
3.353354793989686833e-01 1.027800100000010275e+01
3.444883559714707610e-01 1.024400100000009139e+01
3.539688200321541856e-01 1.021400100000008138e+01
3.637819851346341671e-01 1.018600100000007203e+01
3.739342471370992183e-01 1.016000100000006334e+01
3.844306871241076062e-01 1.013800100000005600e+01
3.952765825594745652e-01 1.012000100000004998e+01
4.064781985061952096e-01 1.010200100000004397e+01
4.180400370962408796e-01 1.009000100000003997e+01
4.299674300041890218e-01 1.008000100000003663e+01
4.422661803093896338e-01 1.007200100000003395e+01
4.549401547812190749e-01 1.006600100000003195e+01
4.679944936556882928e-01 1.006200100000003061e+01
4.814342007278546443e-01 1.006000100000002995e+01
4.952625292427145776e-01 1.006200100000003061e+01
5.094839244319215865e-01 1.006600100000003195e+01
5.241024160582481439e-01 1.007000100000003329e+01
5.391203160347119994e-01 1.007800100000003596e+01
5.545410865629402108e-01 1.008800100000003930e+01
5.703674384491160820e-01 1.009800100000004264e+01
5.866004980855039630e-01 1.011000100000004664e+01
6.032421400974339321e-01 1.012400100000005132e+01
6.202936389802981010e-01 1.014200100000005733e+01
6.377544691498927554e-01 1.015800100000006267e+01
6.556245406430245559e-01 1.017800100000006935e+01
6.739030987348325619e-01 1.019600100000007536e+01
6.925880268566790843e-01 1.021800100000008271e+01
7.116765273495951893e-01 1.024000100000009006e+01
7.311654320482043889e-01 1.026400100000009807e+01
7.510505704433823038e-01 1.028800100000010609e+01
7.713264465782954105e-01 1.031400100000011477e+01
7.919869020316980812e-01 1.034000100000012345e+01
8.130249285850328356e-01 1.036800100000013281e+01
8.344324509876112073e-01 1.039400100000014149e+01
8.562003024736736245e-01 1.042400100000015151e+01
8.783181717221471008e-01 1.045200100000016086e+01
9.007748338834985491e-01 1.048200100000017088e+01
9.235579862586861255e-01 1.051200100000018089e+01
9.466542434604597878e-01 1.054200100000019091e+01
9.700491179000296782e-01 1.057400100000020160e+01
9.937271170157897515e-01 1.060400100000021162e+01
1.017671679887244274e+00 1.063600100000022231e+01
1.041865225620441260e+00 1.066600100000023232e+01
1.066289296534249642e+00 1.069800100000024301e+01
1.090924371957860739e+00 1.073000100000025370e+01
1.115750141277604079e+00 1.076000100000026372e+01
1.140745453454841352e+00 1.079200100000027440e+01
1.165888381769247140e+00 1.082200100000028442e+01
1.191156263597633380e+00 1.085200100000029444e+01
1.216525889082583189e+00 1.088400100000030513e+01
1.241973430228108466e+00 1.091200100000031448e+01
1.267474638960774946e+00 1.094200100000032450e+01
1.293004851689307344e+00 1.097000100000033385e+01
1.318539137358408997e+00 1.100000100000034386e+01
1.344052354220693246e+00 1.102600100000035255e+01
1.369519179947563892e+00 1.105400100000036190e+01
1.394914379601469134e+00 1.108000100000037058e+01
1.420212648208488693e+00 1.110600100000037926e+01
1.445388928781961457e+00 1.113000100000038728e+01
1.470418310860551969e+00 1.115400100000039529e+01
1.495276287032700990e+00 1.117600100000040264e+01
1.519938628623129784e+00 1.119800100000040999e+01
1.544381652447577968e+00 1.122000100000041733e+01
1.568582188830639046e+00 1.124000100000042401e+01
1.592517646347977989e+00 1.125800100000043003e+01
1.616166105592668156e+00 1.127600100000043604e+01
1.639506361460219219e+00 1.129400100000044205e+01
1.662517973809154448e+00 1.130800100000044672e+01
1.685181296548990293e+00 1.132400100000045207e+01
1.707477557482927955e+00 1.133800100000045674e+01
1.729388826832629178e+00 1.135000100000046075e+01
1.750898102138865431e+00 1.136000100000046409e+01
1.771989312714967513e+00 1.137000100000046743e+01
1.792647340909609754e+00 1.138000100000047077e+01
1.812857997355115325e+00 1.138600100000047277e+01
1.832608114990877946e+00 1.139400100000047544e+01
1.851885450062862759e+00 1.139800100000047678e+01
1.870678749937132013e+00 1.140200100000047811e+01
1.888977757735203822e+00 1.140600100000047945e+01
1.906773109349194861e+00 1.140600100000047945e+01
1.924056450198364132e+00 1.140800100000048012e+01
1.940820334324214302e+00 1.140600100000047945e+01
1.957058255966758198e+00 1.140400100000047878e+01
1.972764578009229108e+00 1.140200100000047811e+01
1.987934602883912216e+00 1.139800100000047678e+01
2.002564416014603221e+00 1.139200100000047478e+01
2.016650974460330037e+00 1.138600100000047277e+01
2.030192049645550334e+00 1.137800100000047010e+01
2.043186164239685798e+00 1.136800100000046676e+01
2.055632655657277930e+00 1.136000100000046409e+01
2.067531534999432985e+00 1.134800100000046008e+01
2.078883498889442460e+00 1.133600100000045607e+01
2.089689969888404164e+00 1.132200100000045140e+01
2.099952965610521805e+00 1.130800100000044672e+01
2.109675138241424719e+00 1.129400100000044205e+01
2.118859726241999031e+00 1.127800100000043670e+01
2.127510501485412320e+00 1.126000100000043069e+01
2.135631772131179940e+00 1.124200100000042468e+01
2.143228357030865894e+00 1.122400100000041867e+01
2.150305525605783252e+00 1.120400100000041199e+01
2.156869006114042531e+00 1.118400100000040531e+01
2.162924949993449530e+00 1.116200100000039797e+01
2.168479861197659453e+00 1.114000100000039062e+01
2.173540681557054377e+00 1.111800100000038327e+01
2.178114619306003696e+00 1.109400100000037526e+01
2.182209243789649644e+00 1.107000100000036724e+01
2.185832410708223428e+00 1.104400100000035856e+01
2.188992253486318429e+00 1.101800100000034988e+01
2.191697148246657179e+00 1.099200100000034119e+01
2.193955680853358903e+00 1.096400100000033184e+01
2.195776698128656612e+00 1.093600100000032249e+01
2.197169159061779453e+00 1.090800100000031314e+01
2.198142278950090844e+00 1.088000100000030379e+01
2.198705342675049579e+00 1.085000100000029377e+01
2.198867835473917065e+00 1.082000100000028375e+01
