# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3 Yp
4.266666666666666524e-02 4.024261206961043769e+01 8.253133703918524855e-02 5.775775497533241522e-03
4.333333333333333481e-02 4.087271826720249379e+01 8.587265126954699013e-02 5.913716232128616961e-03
4.399999999999999745e-02 4.150287668169422517e+01 8.932002569741435971e-02 6.052754263749200031e-03
4.466666666666666702e-02 4.213308813856785662e+01 9.287472623303077990e-02 6.192865378847463471e-03
4.533333333333333659e-02 4.276335345714786484e+01 9.653796357793260896e-02 6.334024936132097786e-03
4.599999999999999922e-02 4.339367345006054677e+01 1.003108930771697133e-01 6.476207876913007803e-03
4.666666666666666186e-02 4.402404892272024739e+01 1.041946146059886807e-01 6.619388735779527071e-03
4.733333333333333143e-02 4.465448067284738443e+01 1.081901724826480199e-01 6.763541651596855116e-03
4.800000000000000100e-02 4.528496949000870586e+01 1.122985554150461585e-01 6.908640378801332062e-03
4.866666666666666363e-02 4.591551615518578444e+01 1.165206964716554716e-01 7.054658298973425987e-03
4.933333333333333320e-02 4.654612144036477872e+01 1.208574730825754673e-01 7.201568432675687151e-03
5.000000000000000278e-02 4.717678610814955675e+01 1.253097070653219902e-01 7.349343451533482847e-03
5.066666666666666541e-02 4.780751091139577369e+01 1.298781646760930331e-01 7.497955690545713217e-03
5.133333333333332804e-02 4.843829659286505063e+01 1.345635566861813348e-01 7.647377160603782351e-03
5.200000000000000455e-02 4.906914388489831680e+01 1.393665384809126273e-01 7.797579561204645050e-03
5.266666666666666718e-02 4.970005350910692954e+01 1.442877101825875696e-01 7.948534293342605569e-03
5.333333333333332982e-02 5.033102617608165730e+01 1.493276167944403432e-01 8.100212472559629312e-03
5.399999999999999245e-02 5.096206258511837461e+01 1.544867483656894303e-01 8.252584942142492802e-03
5.466666666666666896e-02 5.159316342395806032e+01 1.597655401788919960e-01 8.405622286446175553e-03
5.533333333333333159e-02 5.222432936854378482e+01 1.651643729545596018e-01 8.559294844332349106e-03
5.599999999999999423e-02 5.285556108279054399e+01 1.706835730768589410e-01 8.713572722706265650e-03
5.666666666666667074e-02 5.348685921836976576e+01 1.763234128367854869e-01 8.868425810134427517e-03
5.733333333333333337e-02 5.411822441450588883e+01 1.820841106940772336e-01 9.023823790532127867e-03
5.799999999999999600e-02 5.474965729778703150e+01 1.879658315549883607e-01 9.179736156903692268e-03
5.866666666666667251e-02 5.538115848198636115e+01 1.939686870680690789e-01 9.336132225123193115e-03
5.933333333333333515e-02 5.601272856789540810e+01 2.000927359353985580e-01 9.492981147739611505e-03
5.999999999999999778e-02 5.664436814316874802e+01 2.063379842393134878e-01 9.650251927795276685e-03
6.066666666666666041e-02 5.727607778217900147e+01 2.127043857840633101e-01 9.807913432642298424e-03
6.133333333333333692e-02 5.790785804588240637e+01 2.191918424520106490e-01 9.965934407746143350e-03
6.199999999999999956e-02 5.853970948169336452e+01 2.258002045738766450e-01 1.012428349046102030e-02
6.266666666666666219e-02 5.917163262336968899e+01 2.325292713118203569e-01 1.028292922376914525e-02
6.333333333333333870e-02 5.980362799090564607e+01 2.393787910564030008e-01 1.044184006996717352e-02
6.400000000000000133e-02 6.043569609043434099e+01 2.463484618354205014e-01 1.060098442429202766e-02
6.466666666666666397e-02 6.106783741413875077e+01 2.534379317344253035e-01 1.076033062847317999e-02
6.533333333333332660e-02 6.170005244017036716e+01 2.606467993296728292e-01 1.091984698420243004e-02
6.600000000000000311e-02 6.233234163257544935e+01 2.679746141318947728e-01 1.107950176650691725e-02
6.666666666666666574e-02 6.296470544122972512e+01 2.754208770404474871e-01 1.123926323702212696e-02
6.733333333333332837e-02 6.359714430177920974e+01 2.829850408083855462e-01 1.139909965714769498e-02
6.800000000000000488e-02 6.422965863558864896e+01 2.906665105174172647e-01 1.155897930108221866e-02
6.866666666666666752e-02 6.486224884969654170e+01 2.984646440623089925e-01 1.171887046872655165e-02
6.933333333333333015e-02 6.549491533677667121e+01 3.063787526446265508e-01 1.187874149844664849e-02
6.999999999999999278e-02 6.612765847510611650e+01 3.144081012753616733e-01 1.203856077968819618e-02
7.066666666666666929e-02 6.676047862853876325e+01 3.225519092864914672e-01 1.219829676543640433e-02
7.133333333333333193e-02 6.739337614648486863e+01 3.308093508508894720e-01 1.235791798451253351e-02
7.199999999999999456e-02 6.802635136389721993e+01 3.391795555091108305e-01 1.251739305369970606e-02
7.266666666666667107e-02 6.865940460126098799e+01 3.476616087058440607e-01 1.267669068969418458e-02
7.333333333333333370e-02 6.929253616459037346e+01 3.562545523322729335e-01 1.283577972087321384e-02
7.399999999999999634e-02 6.992574634542984313e+01 3.649573852760196191e-01 1.299462909887327995e-02
7.466666666666665897e-02 7.055903542085997060e+01 3.737690639786290236e-01 1.315320790997838614e-02
7.533333333333333548e-02 7.119240365350859179e+01 3.826885029989277598e-01 1.331148538630608398e-02
7.599999999999999811e-02 7.182585129156643688e+01 3.917145755836221599e-01 1.346943091679209115e-02
7.666666666666666075e-02 7.245937856880712502e+01 4.008461142434127100e-01 1.362701405796774325e-02
7.733333333333333726e-02 7.309298570461126587e+01 4.100819113363133872e-01 1.378420454452289161e-02
7.799999999999999989e-02 7.372667290399564877e+01 4.194207196553982331e-01 1.394097229965862196e-02
7.866666666666666252e-02 7.436044035764525972e+01 4.288612530239983012e-01 1.409728744521688941e-02
7.933333333333332515e-02 7.499428824195058496e+01 4.384021868945841005e-01 1.425312031159003956e-02
8.000000000000000167e-02 7.562821671904765708e+01 4.480421589547499694e-01 1.440844144740717654e-02
8.066666666666666430e-02 7.626222593686222240e+01 4.577797697376205233e-01 1.456322162899317818e-02
8.133333333333332693e-02 7.689631602915775943e+01 4.676135832370620915e-01 1.471743186959889073e-02
8.200000000000000344e-02 7.753048711558665218e+01 4.775421275289565282e-01 1.487104342840041629e-02
8.266666666666666607e-02 7.816473930174480245e+01 4.875638953965337752e-01 1.502402781926857889e-02
8.333333333333332871e-02 7.879907267922989433e+01 4.976773449604158239e-01 1.517635681930199973e-02
8.400000000000000522e-02 7.943348732570208881e+01 5.078809003142833456e-01 1.532800247712921317e-02
8.466666666666666785e-02 8.006798330494896732e+01 5.181729521637621350e-01 1.547893712097335797e-02
8.533333333333333048e-02 8.070256066695236541e+01 5.285518584713144730e-01 1.562913336648399237e-02
8.600000000000000699e-02 8.133721944795900072e+01 5.390159451041135474e-01 1.577856412433045058e-02
8.666666666666666963e-02 8.197195967055314725e+01 5.495635064879630383e-01 1.592720260756203335e-02
8.733333333333333226e-02 8.260678134373317505e+01 5.601928062635268546e-01 1.607502233873139841e-02
8.799999999999999489e-02 8.324168446298992308e+01 5.709020779486496666e-01 1.622199715678393148e-02
8.866666666666667140e-02 8.387666901038797107e+01 5.816895256037284412e-01 1.636810122371153489e-02
8.933333333333333404e-02 8.451173495464944097e+01 5.925533245020868645e-01 1.651330903097372391e-02
8.999999999999999667e-02 8.514688225124062626e+01 6.034916218036059377e-01 1.665759540568610350e-02
9.066666666666667318e-02 8.578211084246072460e+01 6.145025372333768887e-01 1.680093551657577122e-02
9.133333333333333581e-02 8.641742065753278723e+01 6.255841637639910635e-01 1.694330487970359747e-02
9.199999999999999845e-02 8.705281161269763857e+01 6.367345683016385482e-01 1.708467936397484871e-02
9.266666666666667496e-02 8.768828361130991311e+01 6.479517923764741560e-01 1.722503519640103398e-02
9.333333333333333759e-02 8.832383654393538563e+01 6.592338528377852391e-01 1.736434896714149703e-02
9.400000000000000022e-02 8.895947028845186821e+01 6.705787425518348055e-01 1.750259763432815766e-02
9.466666666666666285e-02 8.959518471015107366e+01 6.819844311048701702e-01 1.763975852866506502e-02
9.533333333333333937e-02 9.023097966184373320e+01 6.934488655090453868e-01 1.777580935780709304e-02
9.600000000000000200e-02 9.086685498396515470e+01 7.049699709138823600e-01 1.791072821052383524e-02
9.666666666666666463e-02 9.150281050468443311e+01 7.165456513202791422e-01 1.804449356064538948e-02
9.733333333333334114e-02 9.213884604001448508e+01 7.281737902989462441e-01 1.817708427090009363e-02
9.800000000000000377e-02 9.277496139392449948e+01 7.398522517144555666e-01 1.830847959602912439e-02
9.866666666666666641e-02 9.341115635845420684e+01 7.515788804497105513e-01 1.843865918671562520e-02
9.933333333333332904e-02 9.404743071382964104e+01 7.633515031382435145e-01 1.856760309228728048e-02
1.000000000000000056e-01 9.468378422858143040e+01 7.751679288983168714e-01 1.869529176372547452e-02
1.006666666666666682e-01 9.532021665966365731e+01 7.870259500722026624e-01 1.882170605637519673e-02
1.013333333333333308e-01 9.595672775257602893e+01 7.989233429684675647e-01 1.894682723245423583e-02
1.020000000000000073e-01 9.659331724148648846e+01 8.108578686087940524e-01 1.907063696337096131e-02
1.026666666666666700e-01 9.722998484935598640e+01 8.228272734793646848e-01 1.919311733184753468e-02
1.033333333333333326e-01 9.786673028806501407e+01 8.348292902851957020e-01 1.931425083385779340e-02
1.039999999999999952e-01 9.850355325854116018e+01 8.468616387096192799e-01 1.943402038037569252e-02
1.046666666666666717e-01 9.914045345088933914e+01 8.589220261768929499e-01 1.955240929894454249e-02
1.053333333333333344e-01 9.977743054452238880e+01 8.710081486194312106e-01 1.966940133506020830e-02
1.059999999999999970e-01 1.004144842082941977e+02 8.831176912486621289e-01 1.978498065338361520e-02
1.066666666666666735e-01 1.010516141006336852e+02 8.952483293300267375e-01 1.989913183877529274e-02
1.073333333333333361e-01 1.016888198696807706e+02 9.073977289620833719e-01 2.001183989716070685e-02
1.079999999999999988e-01 1.023261011534232949e+02 9.195635478594190726e-01 2.012309025622514153e-02
1.086666666666666614e-01 1.029634575798358185e+02 9.317434361399088427e-01 2.023286876594360129e-02
1.093333333333333379e-01 1.036008887670196970e+02 9.439350371151250529e-01 2.034116169895158754e-02
1.100000000000000006e-01 1.042383943233448917e+02 9.561359880847245529e-01 2.044795575074995556e-02
1.106666666666666632e-01 1.048759738475925190e+02 9.683439211359385901e-01 2.055323803976015148e-02
1.113333333333333397e-01 1.055136269290990896e+02 9.805564639453638875e-01 2.065699610722031981e-02
1.120000000000000023e-01 1.061513531479027819e+02 9.927712405846977894e-01 2.075921791693425070e-02
1.126666666666666650e-01 1.067891520748897847e+02 1.004985872331459751e+00 2.085989185487050965e-02
1.133333333333333276e-01 1.074270232719428577e+02 1.017197978481969134e+00 2.095900672861650618e-02
1.140000000000000041e-01 1.080649662920909861e+02 1.029405177168484897e+00 2.105655176669305254e-02
1.146666666666666667e-01 1.087029806796601576e+02 1.041605086179888229e+00 2.115251661772499236e-02
1.153333333333333294e-01 1.093410659704261150e+02 1.053795323785374993e+00 2.124689134948009803e-02
1.160000000000000059e-01 1.099792216917668384e+02 1.065973509562977650e+00 2.133966644777062632e-02
1.166666666666666685e-01 1.106174473628181261e+02 1.078137265229136110e+00 2.143083281522710840e-02
1.173333333333333311e-01 1.112557424946287483e+02 1.090284215473769303e+00 2.152038176993975246e-02
1.179999999999999938e-01 1.118941065903183585e+02 1.102411988796154318e+00 2.160830504397926941e-02
1.186666666666666703e-01 1.125325391452351340e+02 1.114518218346446599e+00 2.169459478179015799e-02
1.193333333333333329e-01 1.131710396471155917e+02 1.126600542767803415e+00 2.177924353846783651e-02
1.199999999999999956e-01 1.138096075762448010e+02 1.138656607042639601e+00 2.186224427790479929e-02
1.206666666666666721e-01 1.144482424056187995e+02 1.150684063341189445e+00 2.194359037087486447e-02
1.213333333333333347e-01 1.150869436011067819e+02 1.162680571872653168e+00 2.202327559290152836e-02
1.219999999999999973e-01 1.157257106216156046e+02 1.174643801738489035e+00 2.210129412212066130e-02
1.226666666666666738e-01 1.163645429192548022e+02 1.186571431788715936e+00 2.217764053698158613e-02
1.233333333333333365e-01 1.170034399395021296e+02 1.198461151479709663e+00 2.225230981385734400e-02
1.239999999999999991e-01 1.176424011213715772e+02 1.210310661734365745e+00 2.232529732454843416e-02
1.246666666666666617e-01 1.182814258975811725e+02 1.222117675803735093e+00 2.239659883368991938e-02
1.253333333333333244e-01 1.189205136947220325e+02 1.233879920131120134e+00 2.246621049605938836e-02
1.260000000000000009e-01 1.195596639334290785e+02 1.245595135216722937e+00 2.253412885378926200e-02
1.266666666666666496e-01 1.201988760285518794e+02 1.257261076484119888e+00 2.260035083348811702e-02
1.273333333333333262e-01 1.208381493893269578e+02 1.268875515148457200e+00 2.266487374326886170e-02
1.280000000000000027e-01 1.214774834195509925e+02 1.280436239084369543e+00 2.272769526968985293e-02
1.286666666666666514e-01 1.221168775177545882e+02 1.291941053695824015e+00 2.278881347461109499e-02
1.293333333333333279e-01 1.227563310773775243e+02 1.303387782786170845e+00 2.284822679196461467e-02
1.300000000000000044e-01 1.233958434869442300e+02 1.314774269451786326e+00 2.290593402439961707e-02
1.306666666666666532e-01 1.240354141302407243e+02 1.326098376864377038e+00 2.296193434004146355e-02
1.313333333333333297e-01 1.246750423864921942e+02 1.337357989266844127e+00 2.301622726883568656e-02
1.320000000000000062e-01 1.253147276305409150e+02 1.348551012764329649e+00 2.306881269911418772e-02
1.326666666666666550e-01 1.259544692330255486e+02 1.359675376213450138e+00 2.311969087395646799e-02
1.333333333333333315e-01 1.265942665605614366e+02 1.370729032090112431e+00 2.316886238750469687e-02
1.339999999999999802e-01 1.272341189759203388e+02 1.381709957359347429e+00 2.321632818120692235e-02
1.346666666666666567e-01 1.278740258382129724e+02 1.392616154340873047e+00 2.326208953999876761e-02
1.353333333333333333e-01 1.285139865030694750e+02 1.403445651575904840e+00 2.330614808841392424e-02
1.359999999999999820e-01 1.291540003228239186e+02 1.414196504689912315e+00 2.334850578663744472e-02
1.366666666666666585e-01 1.297940666466962796e+02 1.424866797255448958e+00 2.338916492649644255e-02
1.373333333333333350e-01 1.304341848209772650e+02 1.435454641651312979e+00 2.342812812739028527e-02
1.379999999999999838e-01 1.310743541892122721e+02 1.445958179920584286e+00 2.346539833216752455e-02
1.386666666666666603e-01 1.317145740923869255e+02 1.456375584624584718e+00 2.350097880294629155e-02
1.393333333333333368e-01 1.323548438691128979e+02 1.466705059694366042e+00 2.353487311688031922e-02
1.399999999999999856e-01 1.329951628558134473e+02 1.476944841280357856e+00 2.356708516187804026e-02
1.406666666666666621e-01 1.336355303869110571e+02 1.487093198595340393e+00 2.359761913226879337e-02
1.413333333333333386e-01 1.342759457950137971e+02 1.497148434756772728e+00 2.362647952442543942e-02
1.419999999999999873e-01 1.349164084111032480e+02 1.507108887623400673e+00 2.365367113233835666e-02
1.426666666666666639e-01 1.355569175647224540e+02 1.516972930627339844e+00 2.367919904314948198e-02
1.433333333333333126e-01 1.361974725841641032e+02 1.526738973602649097e+00 2.370306863264289715e-02
1.439999999999999891e-01 1.368380727966595032e+02 1.536405463607448008e+00 2.372528556069725125e-02
1.446666666666666656e-01 1.374787175285670457e+02 1.545970885742778300e+00 2.374585576669855855e-02
1.453333333333333144e-01 1.381194061055620068e+02 1.555433763963222082e+00 2.376478546492014413e-02
1.459999999999999909e-01 1.387601378528258635e+02 1.564792661884061964e+00 2.378208113986609445e-02
1.466666666666666397e-01 1.394009120952355545e+02 1.574046183582080038e+00 2.379774954158384026e-02
1.473333333333333162e-01 1.400417281575541608e+02 1.583192974387871876e+00 2.381179768094632623e-02
1.479999999999999927e-01 1.406825853646201097e+02 1.592231721674104428e+00 2.382423282490509636e-02
1.486666666666666414e-01 1.413234830415377701e+02 1.601161155635131950e+00 2.383506249171738270e-02
1.493333333333333179e-01 1.419644205138675659e+02 1.609980050060065171e+00 2.384429444614838758e-02
1.499999999999999944e-01 1.426053971078160316e+02 1.618687223097810435e+00 2.385193669464947749e-02
1.506666666666666432e-01 1.432464121504262664e+02 1.627281538014271556e+00 2.385799748051677452e-02
1.513333333333333197e-01 1.438874649697677910e+02 1.635761903941994388e+00 2.386248527902829625e-02
1.519999999999999962e-01 1.445285548951272006e+02 1.644127276620667599e+00 2.386540879256516742e-02
1.526666666666666450e-01 1.451696812571974533e+02 1.652376659129409786e+00 2.386677694571495353e-02
1.533333333333333215e-01 1.458108433882686938e+02 1.660509102609097454e+00 2.386659888036344115e-02
1.539999999999999980e-01 1.464520406224167743e+02 1.668523706977222743e+00 2.386488395077075372e-02
1.546666666666666468e-01 1.470932722956939074e+02 1.676419621631215939e+00 2.386164171863906086e-02
1.553333333333333233e-01 1.477345377463171872e+02 1.684196046142841574e+00 2.385688194817127059e-02
1.559999999999999720e-01 1.483758363148572244e+02 1.691852230943049262e+00 2.385061460112062812e-02
1.566666666666666485e-01 1.490171673444282874e+02 1.699387477994788398e+00 2.384284983183742809e-02
1.573333333333333250e-01 1.496585301808745214e+02 1.706801141457116255e+00 2.383359798230870116e-02
1.579999999999999738e-01 1.502999241729590096e+02 1.714092628337353208e+00 2.382286957719952775e-02
1.586666666666666503e-01 1.509413486725512712e+02 1.721261399131350789e+00 2.381067531889137501e-02
1.593333333333333268e-01 1.515828030348132529e+02 1.728306968454710546e+00 2.379702608252197080e-02
1.599999999999999756e-01 1.522242866183867989e+02 1.735228905659442988e+00 2.378193291102969828e-02
1.606666666666666521e-01 1.528657987855787326e+02 1.742026835440890542e+00 2.376540701020093613e-02
1.613333333333333286e-01 1.535073389025464223e+02 1.748700438431938453e+00 2.374745974372520149e-02
1.619999999999999774e-01 1.541489063394823518e+02 1.755249451784121950e+00 2.372810262825681554e-02
1.626666666666666539e-01 1.547905004707982641e+02 1.761673669737544801e+00 2.370734732848749429e-02
1.633333333333333304e-01 1.554321206753078570e+02 1.767972944176520400e+00 2.368520565223015267e-02
1.639999999999999791e-01 1.560737663364099319e+02 1.774147185173581054e+00 2.366168954551448739e-02
1.646666666666666556e-01 1.567154368422696677e+02 1.780196361519765125e+00 2.363681108769837350e-02
1.653333333333333321e-01 1.573571315859994968e+02 1.786120501241104996e+00 2.361058248659474515e-02
1.659999999999999809e-01 1.579988499658396961e+02 1.791919692101748174e+00 2.358301607361617744e-02
1.666666666666666574e-01 1.586405913853366201e+02 1.797594082094520207e+00 2.355412429894003859e-02
