# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3 Yp
1.673333333333333062e-01 1.592823552535214162e+02 1.803143879915883208e+00 2.352391972669166942e-02
1.679999999999999827e-01 1.599241409850876892e+02 1.808569355427245062e+00 2.349241503015289667e-02
1.686666666666666592e-01 1.605659480005662374e+02 1.813870840103943172e+00 2.345962298699329207e-02
1.693333333333333079e-01 1.612077757265022342e+02 1.819048727466467952e+00 2.342555647452631423e-02
1.699999999999999845e-01 1.618496235956276053e+02 1.824103473500345851e+00 2.339022846499382718e-02
1.706666666666666610e-01 1.624914910470349412e+02 1.829035597059794238e+00 2.335365202087713588e-02
1.713333333333333097e-01 1.631333775263485393e+02 1.833845680257665256e+00 2.331584029023992671e-02
1.719999999999999862e-01 1.637752824858963550e+02 1.838534368838516952e+00 2.327680650210166638e-02
1.726666666666666627e-01 1.644172053848776613e+02 1.843102372540189160e+00 2.323656396184215628e-02
1.733333333333333115e-01 1.650591456895325848e+02 1.847550465437236333e+00 2.319512604664340436e-02
1.739999999999999880e-01 1.657011028733084856e+02 1.851879486270445074e+00 2.315250620096513667e-02
1.746666666666666645e-01 1.663430764170250313e+02 1.856090338762669489e+00 2.310871793205633226e-02
1.753333333333333133e-01 1.669850658090391846e+02 1.860183991916633195e+00 2.306377480550716313e-02
1.759999999999999898e-01 1.676270705454076051e+02 1.864161480299784568e+00 2.301769044083873395e-02
1.766666666666666385e-01 1.682690901300478572e+02 1.868023904313341532e+00 2.297047850713457642e-02
1.773333333333333151e-01 1.689111240748985381e+02 1.871772430445792335e+00 2.292215271871358984e-02
1.779999999999999916e-01 1.695531719000778992e+02 1.875408291510845649e+00 2.287272683084742506e-02
1.786666666666666403e-01 1.701952331340400519e+02 1.878932786871920335e+00 2.282221463551997731e-02
1.793333333333333168e-01 1.708373073137313156e+02 1.882347282648303421e+00 2.277062995723530200e-02
1.799999999999999933e-01 1.714793939847433251e+02 1.885653211909139149e+00 2.271798664887122662e-02
1.824941724941724908e-01 1.738817096837543090e+02 1.897084903895324359e+00 2.251188103588361647e-02
1.849883449883449882e-01 1.762841719233894935e+02 1.907105943318240904e+00 2.229188083973116657e-02
1.874825174825174856e-01 1.786867603645160898e+02 1.915816536466096398e+00 2.205871570100897960e-02
1.899766899766899830e-01 1.810894566306176614e+02 1.923330212170951237e+00 2.181311363634396219e-02
1.924708624708624527e-01 1.834922444055455628e+02 1.929773835567184070e+00 2.155579846473382188e-02
1.949650349650349501e-01 1.858951095261397484e+02 1.935287584607857436e+00 2.128748739811957280e-02
1.974592074592074475e-01 1.882980400695825267e+02 1.940024891518359107e+00 2.100888880260718891e-02
1.999533799533799450e-01 1.907010264353907587e+02 1.944152351781943011e+00 2.072070013540314865e-02
2.024475524475524424e-01 1.931040614219959650e+02 1.947849603631674142e+00 2.042360606116855673e-02
2.049417249417249398e-01 1.955071402978999799e+02 1.951309181398799719e+00 2.011827675013145092e-02
2.074358974358974372e-01 1.979102608674414796e+02 1.954736346408874503e+00 1.980536635901983603e-02
2.099300699300699347e-01 2.003134235312518854e+02 1.958348899430533363e+00 1.948551169447216083e-02
2.124242424242424043e-01 2.027166313415193883e+02 1.962376978979260000e+00 1.915933105749339713e-02
2.149184149184149017e-01 2.051198900522300335e+02 1.967062850031430665e+00 1.882742326624062962e-02
2.174125874125873992e-01 2.075232081645898461e+02 1.972660687945993363e+00 1.849036685339548736e-02
2.199067599067598966e-01 2.099265969678806414e+02 1.979436362592144283e+00 1.814871943337306379e-02
2.224009324009323940e-01 2.123300705760383664e+02 1.987667227867436548e+00 1.780301723372364198e-02
2.248951048951048914e-01 2.147336459602843775e+02 1.997641921944895982e+00 1.745377478430086213e-02
2.273892773892773889e-01 2.171373429781786797e+02 2.009660183734401695e+00 1.710148475715191421e-02
2.298834498834498863e-01 2.195411843994984054e+02 2.024032691155282837e+00 1.674661794931815717e-02
2.323776223776223837e-01 2.219451959293809011e+02 2.041080926927819839e+00 1.638962340061781570e-02
2.348717948717948811e-01 2.243494062292074318e+02 2.061137077689403352e+00 1.603092863785593805e-02
2.373659673659673786e-01 2.267538469357286033e+02 2.084543972333077200e+00 1.567094003680795031e-02
2.398601398601398760e-01 2.291585526789709490e+02 2.111655065557891398e+00 1.531004329304708894e-02
2.423543123543123456e-01 2.315635610994857814e+02 2.142834472646365285e+00 1.494860399334152490e-02
2.448484848484848431e-01 2.339689128655378738e+02 2.178457061751698287e+00 1.458696827759199850e-02
2.473426573426573405e-01 2.363746516908491913e+02 2.218908609798960985e+00 1.422546358406153420e-02
2.498368298368298379e-01 2.387808243535473309e+02 2.264586028456729849e+00 1.386439946845505894e-02
2.523310023310023631e-01 2.411874807169875226e+02 2.315897666608575545e+00 1.350406848895322094e-02
2.548251748251748050e-01 2.435946737531457416e+02 2.373263695902155579e+00 1.314474714919507299e-02
2.573193473193473024e-01 2.460024595693019478e+02 2.437116586068359680e+00 1.278669689158417298e-02
2.598135198135197999e-01 2.484108974387575586e+02 2.507901676810642133e+00 1.243016513363399099e-02
2.623076923076922973e-01 2.508200498363530357e+02 2.586077853160587470e+00 1.207538634042770211e-02
2.648018648018647947e-01 2.532299824795740619e+02 2.672118331265546320e+00 1.172258312661242363e-02
2.672960372960372921e-01 2.556407643760581720e+02 2.766511561599060087e+00 1.137196738168910412e-02
2.697902097902097895e-01 2.580524678783269792e+02 2.869762256543372470e+00 1.102374141266512959e-02
2.722843822843822870e-01 2.604651687465973851e+02 2.982392549140773674e+00 1.067809909839842822e-02
2.747785547785547844e-01 2.628789462205279506e+02 3.104943289534543016e+00 1.033522705017967877e-02
2.772727272727272818e-01 2.652938831007753606e+02 3.237975485125553110e+00 9.995305773228760002e-03
2.797668997668997792e-01 2.677100658412360872e+02 3.382071889734932224e+00 9.658510823842709689e-03
2.822610722610722767e-01 2.701275846528470197e+02 3.537838745959207110e+00 9.325013956877127932e-03
2.847552447552447741e-01 2.725465336197960937e+02 3.705907683361856719e+00 8.994984258071110628e-03
2.872494172494172715e-01 2.749670108289752193e+02 3.886937773000717744e+00 8.668589255411003960e-03
2.897435897435897134e-01 2.773891185134438047e+02 4.081617735904933930e+00 8.345996003246654305e-03
2.922377622377622108e-01 2.798129632106068243e+02 4.290668299272072161e+00 8.027372132204130956e-03
2.947319347319347083e-01 2.822386559356923499e+02 4.514844689127202493e+00 7.712886857047287700e-03
2.972261072261072057e-01 2.846663123709683418e+02 4.754939241677830886e+00 7.402711933522509481e-03
2.997202797202797031e-01 2.870960530709322143e+02 5.011784107270684352e+00 7.097022553781829994e-03
3.022144522144522005e-01 2.895280036834335533e+02 5.286254010339915155e+00 6.795998168314079831e-03
3.047086247086246980e-01 2.919622951863411231e+02 5.579269015563792067e+00 6.499823220228478741e-03
3.072027972027971954e-01 2.943990641389120242e+02 5.891797234167606589e+00 6.208687775364602444e-03
3.096969696969696928e-01 2.968384529464437946e+02 6.224857384427339824e+00 5.922788028931368597e-03
3.121911421911421902e-01 2.992806101360814068e+02 6.579521096443635031e+00 5.642326666265014105e-03
3.146853146853146876e-01 3.017256906407542942e+02 6.956914822816088417e+00 5.367513051848798664e-03
3.171794871794871851e-01 3.041738560871466461e+02 7.358221183689653166e+00 5.098563217042399211e-03
3.196736596736596825e-01 3.066252750822978896e+02 7.784679536879499651e+00 4.835699613156770743e-03
3.221678321678321799e-01 3.090801234918915270e+02 8.237585521961037216e+00 4.579150592677801515e-03
3.246620046620046773e-01 3.115385847014993033e+02 8.718289282700800058e+00 4.329149578800319323e-03
3.271561771561771748e-01 3.140008498500025098e+02 9.228192027125734498e+00 4.085933879032509035e-03
3.296503496503496722e-01 3.164671180221494069e+02 9.768740543165312928e+00 3.849743100465576485e-03
3.321445221445221696e-01 3.189375963847762137e+02 1.034141925481485380e+01 3.620817123617759824e-03
3.346386946386946670e-01 3.214125002487235747e+02 1.094773938756388176e+01 3.399393595842815311e-03
3.371328671328671645e-01 3.238920530360907719e+02 1.158922482186700620e+01 3.185704916194050020e-03
3.396270396270396619e-01 3.263764861304015312e+02 1.226739426157695867e+01 2.979974696411046269e-03
3.421212121212121593e-01 3.288660385858406130e+02 1.298373944401422442e+01 2.782413705023903915e-03
3.446153846153846567e-01 3.313609566713178651e+02 1.373969928265875318e+01 2.593215330730837959e-03
3.471095571095571541e-01 3.338614932262014463e+02 1.453663007265931739e+01 2.412550638844421658e-03
3.496037296037296516e-01 3.363679068075867349e+02 1.537577220732858407e+01 2.240563139816882567e-03
3.520979020979020935e-01 3.388804606143787623e+02 1.625821424342492705e+01 2.077363439526115196e-03
3.545920745920745909e-01 3.413994211815506787e+02 1.718485559163248766e+01 1.923023993090260684e-03
3.570862470862470883e-01 3.439250568487858573e+02 1.815636955470240821e+01 1.777574231391151763e-03
3.595804195804195857e-01 3.464576360209818517e+02 1.917316882871496730e+01 1.640996364320659829e-03
3.620745920745920832e-01 3.489974252530539047e+02 2.023537584839355219e+01 1.513222178211130363e-03
3.645687645687645806e-01 3.515446872068932862e+02 2.134280041828581886e+01 1.394131128806428907e-03
3.670629370629370780e-01 3.540996785425263056e+02 2.249492686535454666e+01 1.283549979973279105e-03
3.695571095571095754e-01 3.566626478166606375e+02 2.369091244645807137e+01 1.181254151635638796e-03
3.720512820512820729e-01 3.592338334680518983e+02 2.492959796807588546e+01 1.086970823773352520e-03
3.745454545454545148e-01 3.618134619691879834e+02 2.620953060384970357e+01 1.000383709219279747e-03
3.770396270396270122e-01 3.644017462170460817e+02 2.752899785492189011e+01 9.211392736306862157e-04
3.795337995337995096e-01 3.669988842225650956e+02 2.888607064043017658e+01 8.488540654630885238e-04
3.820279720279720070e-01 3.696050581403455340e+02 3.027865277451119752e+01 7.831227386990082407e-04
3.845221445221445045e-01 3.722204336590384628e+02 3.170453368446865028e+01 7.235263170622551919e-04
3.870163170163170019e-01 3.748451597513865750e+02 3.316144119186201777e+01 6.696402627884815058e-04
3.895104895104894993e-01 3.774793687632575825e+02 3.464709148676379158e+01 6.210419696222223762e-04
3.920046620046619967e-01 3.801231768051299014e+02 3.615923399058213761e+01 5.773173866437561171e-04
3.944988344988344942e-01 3.827766843984323373e+02 3.769568951468044560e+01 5.380665809359695987e-04
3.969930069930069916e-01 3.854399773232196935e+02 3.925438086157820550e+01 5.029081489644359913e-04
3.994871794871794890e-01 3.881131276124942246e+02 4.083335568973733842e+01 4.714824763515414467e-04
4.019813519813519864e-01 3.907961946411840586e+02 4.243080200705909277e+01 4.434539166402193602e-04
4.044755244755244838e-01 3.934892262632721440e+02 4.404505704420582646e+01 4.185120085126690383e-04
4.069696969696969813e-01 3.961922599577006281e+02 4.567461048739106388e+01 3.963718785021889263e-04
4.094638694638694787e-01 3.989053239514723828e+02 4.731810314230782666e+01 3.767739858320938071e-04
4.119580419580419761e-01 4.016284382960567427e+02 4.897432208756103478e+01 3.594833618736491157e-04
4.144522144522144735e-01 4.043616158802556697e+02 5.064219329076178866e+01 3.442884833440770505e-04
4.169463869463869710e-01 4.071048633687822758e+02 5.232077253353060797e+01 3.309998997983216334e-04
4.194405594405594684e-01 4.098581820608259818e+02 5.400923534724243069e+01 3.194487153386813645e-04
4.219347319347319658e-01 4.126215686668242029e+02 5.570686651683940482e+01 3.094850040512386424e-04
4.244289044289044632e-01 4.153950160046150017e+02 5.741304957662156028e+01 3.009762199148663191e-04
4.269230769230769607e-01 4.181785136182514862e+02 5.912725660538409755e+01 2.938056455614610147e-04
4.294172494172494581e-01 4.209720483241366651e+02 6.084903853190552780e+01 2.878709106694620607e-04
4.319114219114219000e-01 4.237756046899763192e+02 6.257801608337560850e+01 2.830825997403284017e-04
4.344055944055943974e-01 4.265891654524378396e+02 6.431387145000118721e+01 2.793629605213391286e-04
4.368997668997668948e-01 4.294127118794827425e+02 6.605634069384943530e+01 2.766447178892964464e-04
4.393939393939393923e-01 4.322462240832063003e+02 6.780520689788889399e+01 2.748699933514831689e-04
4.418881118881118897e-01 4.350896812887218061e+02 6.956029402906989390e+01 2.739893270682121763e-04
4.443822843822843871e-01 4.379430620642535246e+02 7.132146147501478595e+01 2.739607971580650483e-04
4.468764568764568845e-01 4.408063445171734429e+02 7.308859920552434630e+01 2.747492297459237505e-04
4.493706293706293819e-01 4.436795064602736147e+02 7.486162350609183136e+01 2.763254925380385202e-04
4.518648018648018794e-01 4.465625255521251233e+02 7.664047322966102627e+01 2.786658644831923768e-04
4.543589743589743768e-01 4.494553794149563259e+02 7.842510651403503630e+01 2.817514741661364288e-04
4.568531468531468742e-01 4.523580457330816671e+02 8.021549791486667402e+01 2.855677998765396492e-04
4.593473193473193716e-01 4.552705023345557720e+02 8.201163590751266952e+01 2.901042247237253725e-04
4.618414918414918691e-01 4.581927272583887998e+02 8.381352071481737198e+01 2.953536406673911438e-04
4.643356643356643665e-01 4.611246988093699883e+02 8.562116242182105452e+01 3.013120958674325679e-04
4.668298368298368639e-01 4.640663956022758612e+02 8.743457934228362660e+01 3.079784802913409169e-04
4.693240093240093613e-01 4.670177965970059972e+02 8.925379660565867823e+01 3.153542450392891557e-04
4.718181818181818588e-01 4.699788811259873569e+02 9.107884493664235492e+01 3.234431513388931587e-04
4.743123543123543562e-01 4.729496289149974473e+02 9.290975960267053324e+01 3.322510456210224635e-04
4.768065268065267981e-01 4.759300200984101821e+02 9.474657950765798375e+01 3.417856575076485821e-04
4.793006993006992955e-01 4.789200352297190761e+02 9.658934641293731715e+01 3.520564179238987266e-04
4.817948717948717929e-01 4.819196552880852096e+02 9.843810426871485220e+01 3.630742948890846276e-04
4.842890442890442904e-01 4.849288616815371142e+02 1.002928986414650723e+02 3.748516448470987257e-04
4.867832167832167878e-01 4.879476362473792506e+02 1.021537762245544343e+02 3.874020776674159711e-04
4.892773892773892852e-01 4.909759612502706432e+02 1.040207844210067520e+02 4.007403336887369223e-04
4.917715617715617826e-01 4.940138193783801626e+02 1.058939709888716152e+02 4.148821713839427800e-04
4.942657342657342801e-01 4.970611937379604797e+02 1.077733837402033856e+02 4.298442644298989569e-04
4.967599067599067775e-01 5.001180678466348013e+02 1.096590702879793326e+02 4.456441070678720151e-04
4.992540792540792749e-01 5.031844256256491690e+02 1.115510778323320977e+02 4.622999268826974927e-04
5.017482517482517723e-01 5.062602513913035978e+02 1.134494529824568758e+02 4.798306041486167595e-04
5.042424242424242697e-01 5.093455298457433855e+02 1.153542416086260260e+02 4.982555970551445475e-04
5.067365967365967672e-01 5.124402460672681627e+02 1.172654887203197802e+02 5.175948722045465612e-04
5.092307692307692646e-01 5.155443855002877172e+02 1.191832383668833870e+02 5.378688398497335349e-04
5.117249417249417620e-01 5.186579339450362340e+02 1.211075335576006040e+02 5.590982934132593526e-04
5.142191142191142594e-01 5.217808775471415856e+02 1.230384161984816842e+02 5.813043528866370562e-04
5.167132867132867569e-01 5.249132027871215769e+02 1.249759270434263811e+02 6.045084117547619255e-04
5.192074592074592543e-01 5.280548964698832606e+02 1.269201056577232976e+02 6.287320871757705191e-04
5.217016317016317517e-01 5.312059457142698875e+02 1.288709903921333080e+02 6.539971730831115569e-04
5.241958041958041381e-01 5.343663379427093787e+02 1.308286183660208053e+02 6.803255960419507834e-04
5.266899766899766355e-01 5.375360608709963799e+02 1.327930254582159648e+02 7.077393736243673197e-04
5.291841491841491329e-01 5.407151024982412082e+02 1.347642463044476813e+02 7.362605751284747669e-04
5.316783216783216304e-01 5.439034510970102474e+02 1.367423143003631765e+02 7.659112844833463642e-04
5.341724941724941278e-01 5.471010952036760955e+02 1.387272616092610633e+02 7.967135651976849867e-04
5.366666666666666252e-01 5.503080236089939490e+02 1.407191191737991005e+02 8.286894272271079324e-04
5.391608391608391226e-01 5.535242253489153654e+02 1.427179167310175671e+02 8.618607956474738955e-04
5.416550116550116201e-01 5.567496896956479304e+02 1.447236828301276717e+02 8.962494810334775946e-04
5.441491841491841175e-01 5.599844061489678779e+02 1.467364448525739817e+02 9.318771514511756116e-04
5.466433566433566149e-01 5.632283644277871417e+02 1.487562290339506319e+02 9.687653059817686891e-04
5.491375291375291123e-01 5.664815544619777938e+02 1.507830604874137919e+02 1.006935249701468955e-03
5.516317016317016098e-01 5.697439663844565985e+02 1.528169632282690316e+02 1.046408070048092517e-03
5.541258741258741072e-01 5.730155905235207001e+02 1.548579601994750590e+02 1.087204614510737036e-03
5.566200466200466046e-01 5.762964173954450189e+02 1.569060732978186650e+02 1.129345469583494400e-03
5.591142191142191020e-01 5.795864376973254366e+02 1.589613234005722973e+02 1.172850940928167650e-03
5.616083916083915994e-01 5.828856423001680014e+02 1.610237303924587025e+02 1.217741034694627428e-03
5.641025641025640969e-01 5.861940222422288116e+02 1.630933131927704380e+02 1.264035439950760226e-03
5.665967365967365943e-01 5.895115687225826377e+02 1.651700897825346317e+02 1.311753512175581815e-03
5.690909090909090917e-01 5.928382730949308552e+02 1.672540772315965398e+02 1.360914257773554415e-03
5.715850815850815891e-01 5.961741268616320895e+02 1.693452917255486625e+02 1.411536319567733297e-03
5.740792540792540866e-01 5.995191216679580748e+02 1.714437485924212581e+02 1.463637963233996742e-03
5.765734265734265840e-01 6.028732492965596066e+02 1.735494623290715310e+02 1.517237064637126220e-03
5.790675990675990814e-01 6.062365016621465656e+02 1.756624466272175482e+02 1.572351098035176158e-03
5.815617715617715788e-01 6.096088708063676904e+02 1.777827143990785430e+02 1.628997125115411821e-03
5.840559440559440763e-01 6.129903488928897559e+02 1.799102778026614828e+02 1.687191784824489246e-03
5.865501165501165737e-01 6.163809282026631990e+02 1.820451482661136993e+02 1.746951283999236514e-03
5.890442890442890711e-01 6.197806011293790789e+02 1.841873365126621138e+02 1.808291388659096941e-03
5.915384615384615685e-01 6.231893601750980451e+02 1.863368525838103267e+02 1.871227416092386938e-03
5.940326340326340659e-01 6.266071979460558623e+02 1.884937058627531599e+02 1.935774227569989027e-03
5.965268065268065634e-01 6.300341071486341207e+02 1.906579050970856315e+02 2.001946221722580507e-03
5.990209790209790608e-01 6.334700805854953387e+02 1.928294584209700133e+02 2.069757328543933572e-03
6.015151515151515582e-01 6.369151111518682455e+02 1.950083733767815204e+02 2.139221003982071361e-03
6.040093240093240556e-01 6.403691918319874503e+02 1.971946569362028754e+02 2.210350225125394270e-03
6.065034965034965531e-01 6.438323156956773801e+02 1.993883155207940092e+02 2.283157485915678422e-03
6.089976689976690505e-01 6.473044758950745745e+02 2.015893550220230850e+02 2.357654793398574963e-03
6.114918414918415479e-01 6.507856656614858366e+02 2.037977808207698729e+02 2.433853664475013352e-03
6.139860139860140453e-01 6.542758783023756450e+02 2.060135978063051709e+02 2.511765123134492624e-03
6.164801864801865428e-01 6.577751071984777127e+02 2.082368103947557643e+02 2.591399698149105240e-03
6.189743589743590402e-01 6.612833458010293270e+02 2.104674225470553495e+02 2.672767421208095684e-03
6.214685314685315376e-01 6.648005876291180130e+02 2.127054377863989885e+02 2.755877825473700572e-03
6.239627039627040350e-01 6.683268262671450657e+02 2.149508592151997561e+02 2.840739944539222555e-03
6.264568764568765324e-01 6.718620553623900378e+02 2.172036895315667664e+02 2.927362311771278258e-03
6.289510489510490299e-01 6.754062686226834558e+02 2.194639310453060261e+02 3.015752960019386919e-03
6.314452214452215273e-01 6.789594598141782171e+02 2.217315856933715281e+02 3.105919421676564714e-03
6.339393939393940247e-01 6.825216227592142104e+02 2.240066550552113824e+02 3.197868729070196120e-03
6.364335664335665221e-01 6.860927513342779775e+02 2.262891403670718944e+02 3.291607415178391446e-03
6.389277389277390196e-01 6.896728394680496876e+02 2.285790425363877318e+02 3.387141514644856875e-03
6.414219114219115170e-01 6.932618811395338980e+02 2.308763621555175689e+02 3.484476565085841207e-03
6.439160839160840144e-01 6.968598703762745572e+02 2.331810995151048189e+02 3.583617608673371133e-03
6.464102564102565118e-01 7.004668012526468601e+02 2.354932546170306580e+02 3.684569193981517866e-03
6.489044289044290093e-01 7.040826678882264105e+02 2.378128271869761363e+02 3.787335378083747650e-03
6.513986013986015067e-01 7.077074644462271635e+02 2.401398166866009092e+02 3.891919728854390664e-03
6.538927738927740041e-01 7.113411851320151982e+02 2.424742223253160773e+02 3.998325327706372077e-03
6.563869463869465015e-01 7.149838241916837660e+02 2.448160430717645113e+02 4.106554772024540757e-03
6.588811188811189989e-01 7.186353759106968937e+02 2.471652776648467977e+02 4.216610178500091420e-03
6.613752913752913853e-01 7.222958346125902835e+02 2.495219246244678004e+02 4.328493186140589151e-03
6.638694638694638828e-01 7.259651946577383796e+02 2.518859822619203044e+02 4.442204959675765015e-03
6.663636363636363802e-01 7.296434504421706606e+02 2.542574486899354156e+02 4.557746193106121911e-03
6.688578088578088776e-01 7.333305963964480725e+02 2.566363218324172522e+02 4.675117113421539856e-03
6.713519813519813750e-01 7.370266269845903935e+02 2.590225994338565556e+02 4.794317484481097798e-03
6.738461538461538725e-01 7.407315367030531661e+02 2.614162790684428614e+02 4.915346611046271866e-03
6.763403263403263699e-01 7.444453200797534009e+02 2.638173581488912873e+02 5.038203342860271203e-03
6.788344988344988673e-01 7.481679716731423468e+02 2.662258339349023117e+02 5.162886079368487688e-03
6.813286713286714757e-01 7.518994860713216895e+02 2.686417035414937686e+02 5.289392773533918742e-03
6.838228438228437511e-01 7.556398578912021549e+02 2.710649639468922487e+02 5.417720936885171007e-03
6.863170163170162485e-01 7.593890817777058828e+02 2.734956120002435682e+02 5.547867644083634246e-03
6.888111888111887460e-01 7.631471524030025648e+02 2.759336444290455006e+02 5.679829537715464990e-03
6.913053613053612434e-01 7.669140644657862822e+02 2.783790578463173802e+02 5.813602833224713363e-03
6.937995337995337408e-01 7.706898126905908839e+02 2.808318487575253357e+02 5.949183323937897588e-03
6.962937062937062382e-01 7.744743918271336725e+02 2.832920135672632682e+02 6.086566386185960666e-03
6.987878787878787357e-01 7.782677966496959243e+02 2.857595485856969617e+02 6.225746984520936014e-03
7.012820512820512331e-01 7.820700219565343332e+02 2.882344500347759890e+02 6.366719677021440496e-03
7.037762237762237305e-01 7.858810625693220118e+02 2.907167140542222228e+02 6.509478620684150743e-03
7.062703962703962279e-01 7.897009133326172332e+02 2.932063367072999540e+02 6.654017576894558951e-03
7.087645687645687254e-01 7.935295691133642322e+02 2.957033139863676183e+02 6.800329916969669389e-03
7.112587412587412228e-01 7.973670248004118548e+02 2.982076418182230100e+02 6.948408627793755885e-03
7.137529137529137202e-01 8.012132753040660873e+02 3.007193160692462470e+02 7.098246317511302736e-03
7.162470862470862176e-01 8.050683155556622523e+02 3.032383325503430456e+02 7.249835221267647914e-03
7.187412587412587150e-01 8.089321405071571007e+02 3.057646870216788102e+02 7.403167207139686040e-03
7.212354312354312125e-01 8.128047451307517122e+02 3.082983751973034714e+02 7.558233781613458990e-03
7.237296037296037099e-01 8.166861244185245141e+02 3.108393927494303739e+02 7.715026096126089555e-03
7.262237762237762073e-01 8.205762733820905623e+02 3.133877353126994194e+02 7.873534952653931177e-03
7.287179487179487047e-01 8.244751870522793524e+02 3.159433984881807191e+02 8.033750809855078057e-03
7.312121212121212022e-01 8.283828604788284338e+02 3.185063778472256786e+02 8.195663789160109389e-03
7.337062937062936996e-01 8.322992887300935081e+02 3.210766689351515879e+02 8.359263680907332711e-03
7.362004662004661970e-01 8.362244668927779685e+02 3.236542672747622191e+02 8.524539950521386675e-03
7.386946386946386944e-01 8.401583900716755124e+02 3.262391683697098301e+02 8.691481744732554304e-03
7.411888111888111919e-01 8.441010533894271930e+02 3.288313677077031798e+02 8.860077897833216684e-03
7.436829836829836893e-01 8.480524519862924535e+02 3.314308607635648514e+02 9.030316937969734906e-03
7.461771561771561867e-01 8.520125810199346006e+02 3.340376430021398164e+02 9.202187093468473106e-03
7.486713286713286841e-01 8.559814356652169636e+02 3.366517098810612652e+02 9.375676299191613647e-03
7.511655011655011815e-01 8.599590111140109912e+02 3.392730568533786482e+02 9.550772202920932569e-03
7.536596736596736790e-01 8.639453025750166262e+02 3.419016793700436097e+02 9.727462171769365312e-03
7.561538461538461764e-01 8.679403052735918891e+02 3.445375728822688188e+02 9.905733298614834148e-03
7.586480186480186738e-01 8.719440144515923521e+02 3.471807328437554361e+02 1.008557240855700345e-02
7.611421911421911712e-01 8.759564253672197083e+02 3.498311547127909762e+02 1.026696606539268843e-02
7.636363636363636687e-01 8.799775332948818232e+02 3.524888339542270046e+02 1.044990057810859206e-02
7.661305361305361661e-01 8.840073335250538094e+02 3.551537660413386561e+02 1.063436200739020440e-02
7.686247086247086635e-01 8.880458213641560405e+02 3.578259464575623383e+02 1.082033617214262639e-02
7.711188811188811609e-01 8.920929921344320519e+02 3.605053706981221353e+02 1.100780865602165627e-02
7.736130536130536584e-01 8.961488411738366722e+02 3.631920342715441166e+02 1.119676481399752184e-02
7.761072261072261558e-01 9.002133638359277938e+02 3.658859327010788434e+02 1.138718977880897459e-02
7.786013986013986532e-01 9.042865554897679203e+02 3.685870615259767646e+02 1.157906846766000412e-02
7.810955710955711506e-01 9.083684115198240079e+02 3.712954163027126242e+02 1.177238558867072481e-02
7.835897435897436480e-01 9.124589273258835647e+02 3.740109926060755470e+02 1.196712564745829911e-02
7.860839160839161455e-01 9.165580983229598360e+02 3.767337860301805676e+02 1.216327295368753621e-02
7.885780885780886429e-01 9.206659199412175667e+02 3.794637921893749422e+02 1.236081162761785805e-02
7.910722610722611403e-01 9.247823876258883047e+02 3.822010067190642530e+02 1.255972560664373426e-02
7.935664335664336377e-01 9.289074968371999148e+02 3.849454252764391526e+02 1.275999865182586047e-02
7.960606060606061352e-01 9.330412430503024552e+02 3.876970435411258222e+02 1.296161435441094655e-02
7.985547785547786326e-01 9.371836217551989421e+02 3.904558572157483241e+02 1.316455614234025850e-02
8.010489510489511300e-01 9.413346284566798658e+02 3.932218620264108608e+02 1.336880728674045941e-02
8.035431235431236274e-01 9.454942586742589583e+02 3.959950537231048315e+02 1.357435090839858964e-02
8.060372960372961249e-01 9.496625079421093005e+02 3.987754280800340325e+02 1.378116998421653056e-02
8.085314685314686223e-01 9.538393718090032962e+02 4.015629808958776152e+02 1.398924735364334357e-02
8.110256410256411197e-01 9.580248458382550325e+02 4.043577079939687451e+02 1.419856572508475592e-02
8.135198135198136171e-01 9.622189256076584343e+02 4.071596052224177242e+02 1.440910768228390038e-02
8.160139860139861145e-01 9.664216067094341724e+02 4.099686684541604791e+02 1.462085569067565760e-02
8.185081585081586120e-01 9.706328847501704331e+02 4.127848935868542526e+02 1.483379210372084978e-02
8.210023310023311094e-01 9.748527553507682342e+02 4.156082765431648340e+02 1.504789916915262073e-02
8.234965034965036068e-01 9.790812141463859462e+02 4.184388132701128598e+02 1.526315903529330137e-02
8.259906759906761042e-01 9.833182567863833583e+02 4.212764997392208670e+02 1.547955375723142867e-02
8.284848484848486017e-01 9.875638789342684731e+02 4.241213319461867854e+02 1.569706530300981825e-02
8.309790209790210991e-01 9.918180762676378208e+02 4.269733059105946609e+02 1.591567555976134557e-02
8.334731934731935965e-01 9.960808444781272328e+02 4.298324176755603503e+02 1.613536633980210827e-02
8.359673659673660939e-01 1.000352179271347836e+03 4.326986633073451003e+02 1.635611938667693582e-02
8.384615384615385913e-01 1.004632076366835577e+03 4.355720388949128505e+02 1.657791638115886645e-02
8.409557109557110888e-01 1.008920531497991988e+03 4.384525405494453025e+02 1.680073894719746191e-02
8.434498834498835862e-01 1.013217540412025073e+03 4.413401644038194718e+02 1.702456865781530257e-02
8.459440559440560836e-01 1.017523098869890191e+03 4.442349066120420957e+02 1.724938704095032443e-02
8.484382284382285810e-01 1.021837202646231049e+03 4.471367633486451041e+02 1.747517558524273526e-02
8.509324009324010785e-01 1.026159847529316494e+03 4.500457308080501662e+02 1.770191574576268634e-02
8.534265734265735759e-01 1.030491029320982079e+03 4.529618052038901510e+02 1.792958894967876596e-02
