# n_fm^-3 Ebind_MeV Esym_MeV Psnm_MeVfm^-3 K_MeV L_MeV
9.462500000000001465e-02 -1.367027788074892669e+01 2.188949756093251153e+01 -6.915562461899327218e-01 1.154455854403192774e+02 4.847019360675396626e+01
9.710000000000001963e-02 -1.385707475812603207e+01 2.230832312393622630e+01 -6.950837388341284395e-01 1.193893994171402682e+02 4.884878117216996429e+01
9.957499999999999685e-02 -1.403525448412619880e+01 2.271957468692716020e+01 -6.967550376425037939e-01 1.233491470082105224e+02 4.917771602107790585e+01
1.020500000000000018e-01 -1.420496837878727092e+01 2.312321874467213689e+01 -6.965102065841222156e-01 1.273300777039457614e+02 4.945724448944424267e+01
1.045250000000000068e-01 -1.436636200680482034e+01 2.351922636167074643e+01 -6.942888933663766693e-01 1.313376570413161062e+02 4.968766033000410687e+01
1.070000000000000118e-01 -1.451957513599938920e+01 2.390757310529884805e+01 -6.900301540929660860e-01 1.353775180320103573e+02 4.986930253319307838e+01
1.094750000000000167e-01 -1.466474173038636764e+01 2.428823897082746441e+01 -6.836722973979192375e-01 1.394554151772019281e+02 5.000255336768570658e+01
1.119500000000000217e-01 -1.480198997314494136e+01 2.466120830106666162e+01 -6.751527473331151441e-01 1.435771809472201141e+02 5.008783663737654024e+01
1.144249999999999989e-01 -1.493144231539247357e+01 2.502646970286561512e+01 -6.644079242564941978e-01 1.477486849391770818e+02 5.012561616018576416e+01
1.169000000000000039e-01 -1.505321554714453214e+01 2.538401596254191261e+01 -6.513731429455731359e-01 1.519757955903674826e+02 5.011639446659997787e+01
1.193750000000000089e-01 -1.516742088727824012e+01 2.573384396180394162e+01 -6.359825271492525189e-01 1.562643443021178484e+02 5.006071171222245653e+01
1.218500000000000139e-01 -1.527416408971305373e+01 2.607595459563231799e+01 -6.181689397838567857e-01 1.606200920774317638e+02 4.995914480472712427e+01
1.243250000000000188e-01 -1.537354556332650191e+01 2.641035269325900714e+01 -5.978639279807822504e-01 1.650486985757954415e+02 4.981230673089056893e+01
1.268000000000000238e-01 -1.546566050342346443e+01 2.673704694315670949e+01 -5.749976822001769960e-01 1.695556934070235116e+02 4.962084608059339530e+01
1.292750000000000010e-01 -1.555059903282051437e+01 2.705604982285663596e+01 -5.494990086355926451e-01 1.741464496583527364e+02 4.938544675838501519e+01
1.317500000000000060e-01 -1.562844635084672973e+01 2.736737753415523855e+01 -5.212953141469398588e-01 1.788261596094867798e+02 4.910682786828876090e+01
1.342250000000000110e-01 -1.569928288873006750e+01 2.767104994416727237e+01 -4.903126029811346598e-01 1.835998124506934062e+02 4.878574376610568919e+01
1.367000000000000159e-01 -1.576318447004359768e+01 2.796709053258380351e+01 -4.564754845536498351e-01 1.884721739811012924e+02 4.842298426267167599e+01
1.391750000000000209e-01 -1.582022247501470247e+01 2.825552634528950335e+01 -4.197071916092340871e-01 1.934477681581372508e+02 4.801937496726208821e+01
1.416500000000000259e-01 -1.587046400765393628e+01 2.853638795450572019e+01 -3.799296079513680979e-01 1.985308604250760141e+02 4.757577776066622732e+01
1.441250000000000309e-01 -1.591397206477813597e+01 2.880970942545257429e+01 -3.370633054411484864e-01 2.037254428022373531e+02 4.709309137811429480e+01
1.466000000000000081e-01 -1.595080570610366522e+01 2.907552828945031109e+01 -2.910275890909872487e-01 2.090352204567454066e+02 4.657225210026989970e+01
1.490750000000000131e-01 -1.598102022469277017e+01 2.933388552344332822e+01 -2.417405501044243010e-01 2.144635998732926225e+02 4.601423452419383153e+01
1.515500000000000180e-01 -1.600466731712867841e+01 2.958482553556749650e+01 -1.891191260537823382e-01 2.200136785786258429e+02 4.542005240855276327e+01
1.540250000000000230e-01 -1.602179525283975181e+01 2.982839615672681077e+01 -1.330791676723777073e-01 2.256882360424969818e+02 4.479075958563507953e+01
1.565000000000000280e-01 -1.603244904210953337e+01 3.006464863776712804e+01 -7.353551171246408558e-02 2.314897260525523279e+02 4.412745090808623871e+01
1.589750000000000330e-01 -1.603667060233465236e+01 3.029363765192388769e+01 -1.040205934128834997e-02 2.374202703554362586e+02 4.343126323684315082e+01
1.614500000000000102e-01 -1.603449892215257933e+01 3.051542130227910121e+01 5.640814042976671772e-02 2.434816533439594366e+02 4.270337644236079910e+01
1.639250000000000151e-01 -1.602597022313602793e+01 3.073006113368229464e+01 1.269828027797075265e-01 2.496753180391895626e+02 4.194501441249441598e+01
1.664000000000000201e-01 -1.601111811875421154e+01 3.093762214888953821e+01 2.014103150437449585e-01 2.560023631594817175e+02 4.115744604941772877e+01
1.688750000000000251e-01 -1.598997377037699152e+01 3.113817282828289024e+01 2.797796410240209752e-01 2.624635411613639349e+02 4.034198624480504236e+01
1.713500000000000301e-01 -1.596256604010022784e+01 3.133178515290983768e+01 3.621802222857013476e-01 2.690592572751639295e+02 3.949999682742853224e+01
1.738250000000000073e-01 -1.592892164023669466e+01 3.151853463023945423e+01 4.487018764729953091e-01 2.757895696955330891e+02 3.863288744949485931e+01
1.763000000000000123e-01 -1.588906527930589618e+01 3.169850032214133861e+01 5.394346934926659287e-01 2.826541905705085469e+02 3.774211642085396079e+01
1.787750000000000172e-01 -1.584301980440375246e+01 3.187176487467739605e+01 6.344689296873582407e-01 2.896524877792149937e+02 3.682919147346986932e+01
1.812500000000000222e-01 -1.579080633985950044e+01 3.203841454913742837e+01 7.338949004875701121e-01 2.967834878349067367e+02 3.589567043339658881e+01
1.837250000000000272e-01 -1.573244442208192595e+01 3.219853925379521797e+01 8.378028719042447392e-01 3.040458795574978126e+02 3.494316180423823681e+01
1.862000000000000322e-01 -1.566795213053421776e+01 3.235223257595464474e+01 9.462829512279711253e-01 3.114380184273736063e+02 3.397332523933486215e+01
1.886750000000000094e-01 -1.559734621478241934e+01 3.249959181364968686e+01 1.059424977292451331e+00 3.189579318374870809e+02 3.298787189253561536e+01
1.911500000000000143e-01 -1.552064221758450913e+01 3.264071800657705325e+01 1.177318410649405678e+00 3.266033251889720077e+02 3.198856465486145950e+01
1.936250000000000193e-01 -1.543785459398043258e+01 3.277571596578425073e+01 1.300052223986682520e+00 3.343715885872730382e+02 3.097721823837418142e+01
1.961000000000000243e-01 -1.534899682637558271e+01 3.290469430144247553e+01 1.427714793118781245e+00 3.422598042603515864e+02 2.995569912395013645e+01
1.985750000000000293e-01 -1.525408153560488245e+01 3.302776544846919649e+01 1.560393788863564168e+00 3.502647548088452254e+02 2.892592534428295892e+01
2.010500000000000342e-01 -1.515312058797849204e+01 3.314504568917037375e+01 1.698176070111145464e+00 3.583829319782619223e+02 2.788986611544547856e+01
2.035250000000000115e-01 -1.504612519830982365e+01 3.325665517286852690e+01 1.841147578377160698e+00 3.666105460388087067e+02 2.684954129505323905e+01
2.060000000000000164e-01 -1.493310602895269312e+01 3.336271793158205412e+01 1.989393234128272070e+00 3.749435359426318541e+02 2.580702064104061932e+01
2.084750000000000214e-01 -1.481407328484965547e+01 3.346336189159531216e+01 2.142996835148068158e+00 3.833775799208200965e+02 2.476442293133499462e+01
2.109500000000000264e-01 -1.468903680462847205e+01 3.355871888055293084e+01 2.302040957208930649e+00 3.919081065714473198e+02 2.372391486142723949e+01
2.134250000000000314e-01 -1.455800614776910606e+01 3.364892462931209138e+01 2.466606857294550537e+00 4.005303065830551077e+02 2.268770974769446980e+01
2.159000000000000363e-01 -1.442099067787978584e+01 3.373411876849340274e+01 2.636774379615872022e+00 4.092391448660681590e+02 2.165806606280605706e+01
2.183750000000000135e-01 -1.427799964211214956e+01 3.381444481923163892e+01 2.812621864638344960e+00 4.180293731320889492e+02 2.063728574404259675e+01
2.208500000000000185e-01 -1.412904224676674403e+01 3.389005017766418604e+01 2.994226061338110867e+00 4.268955428885533365e+02 1.962771231725203336e+01
2.233250000000000235e-01 -1.397412772912036871e+01 3.396108609305308335e+01 3.181662042877945851e+00 4.358320187320628634e+02 1.863172881145407800e+01
2.258000000000000285e-01 -1.381326542553802028e+01 3.402770763893766315e+01 3.375003125891794298e+00 4.448329919973833739e+02 1.765175547302847292e+01
2.282750000000000334e-01 -1.364646483590593107e+01 3.409007367733340743e+01 3.574320793542341335e+00 4.538924946382921348e+02 1.669024728222901288e+01
2.307500000000000384e-01 -1.347373568445357250e+01 3.414834681543828054e+01 3.779684622508995062e+00 4.630044134776472902e+02 1.574969126303246902e+01
2.332250000000000156e-01 -1.329508797700998457e+01 3.420269335483721562e+01 3.991162214041196421e+00 4.721625045004283265e+02 1.483260361201733524e+01
2.357000000000000206e-01 -1.311053205475741379e+01 3.425328323288850640e+01 4.208819129201316400e+00 4.813604072456361109e+02 1.394152660477293715e+01
2.381750000000000256e-01 -1.292007864455115396e+01 3.430028995601615094e+01 4.432718828406336797e+00 4.905916595220610930e+02 1.307902534624400204e+01
2.406500000000000306e-01 -1.272373890585720346e+01 3.434389052509509099e+01 4.662922615353863875e+00 4.998497119230177645e+02 1.224768433064231132e+01
2.431250000000000355e-01 -1.252152447438652416e+01 3.438426535242404469e+01 4.899489585413590476e+00 5.091279424106189140e+02 1.145010379147359814e+01
2.456000000000000405e-01 -1.231344750248990749e+01 3.442159817036370129e+01 5.142476578538065723e+00 5.184196710521465548e+02 1.068889592894860918e+01
2.480750000000000177e-01 -1.209952069638541161e+01 3.445607593175126482e+01 5.391938136737763898e+00 5.277181744103609162e+02 9.966680957168927435e+00
2.505499999999999949e-01 -1.187975735028908275e+01 3.448788870177286725e+01 5.647926466145463564e+00 5.370166998407528354e+02 9.286082984761028669e+00
2.530249999999999999e-01 -1.165417137753502175e+01 3.451722954150921652e+01 5.910491403682470946e+00 5.463084797612605144e+02 8.649725773336241375e+00
2.555000000000000049e-01 -1.142277733874720980e+01 3.454429438313243850e+01 6.179680388319269468e+00 5.555867455949356781e+02 8.060228363144569030e+00
2.579750000000000099e-01 -1.118559046715847671e+01 3.456928189688764519e+01 6.455538436879493247e+00 5.648447414207926158e+02 7.520200554432331153e+00
2.604500000000000148e-01 -1.094262669114186792e+01 3.459239334975638513e+01 6.738108124538769061e+00 5.740757373744551160e+02 7.032238311766999317e+00
2.629250000000000198e-01 -1.069390265405490936e+01 3.461383245635938977e+01 7.027429569527413378e+00 5.832730427575205567e+02 6.598919069348326616e+00
2.654000000000000248e-01 -1.043943573146088966e+01 3.463380522182798416e+01 7.323540422528793670e+00 5.924300186033314048e+02 6.222796923920784096e+00
2.678750000000000298e-01 -1.017924404583266096e+01 3.465251977709966269e+01 7.626475860305902188e+00 6.015400900367683334e+02 5.906397794721668149e+00
2.703500000000000347e-01 -9.913346478810012741e+00 3.467018620684446972e+01 7.936268583613468763e+00 6.105967580939146728e+02 5.652214518340745286e+00
2.728250000000000397e-01 -9.641762681105547017e+00 3.468701637023915652e+01 8.252948819270898184e+00 6.195936109565232073e+02 5.462701896556473535e+00
2.753000000000000447e-01 -9.364513080148753943e+00 3.470322371487825563e+01 8.576544326289621267e+00 6.285243349635194363e+02 5.340271742419462342e+00
2.777750000000000496e-01 -9.081618885552074971e+00 3.471902308427836203e+01 8.907080405926933508e+00 6.373827248731856798e+02 5.287287900367475757e+00
2.802500000000000546e-01 -8.793102092492176780e+00 3.473463051907447863e+01 9.244579915537883608e+00 6.461626936518628099e+02 5.306061280733092467e+00
2.827250000000000041e-01 -8.498985483097385440e+00 3.475026305256813686e+01 9.589063286086968674e+00 6.548582817658891599e+02 5.398844934203821389e+00
2.852000000000000091e-01 -8.199292625925977518e+00 3.476613850082861035e+01 9.940548543168347351e+00 6.634636658136089409e+02 5.567829139917122916e+00
2.876750000000000140e-01 -7.894047873633326162e+00 3.478247524780258004e+01 1.029905133138510109e+01 6.719731665994434024e+02 5.815136586755213166e+00
2.901500000000000190e-01 -7.583276358908506154e+00 3.479949202605028802e+01 1.066458494192391981e+01 6.803812566629172807e+02 6.142817608754690184e+00
2.926250000000000240e-01 -7.267003988780516011e+00 3.481740769327714702e+01 1.103716034316306605e+01 6.886825672158462339e+02 6.552845502643890541e+00
2.951000000000000290e-01 -6.945257437369491527e+00 3.483644100539027022e+01 1.141678621414223471e+01 6.968718943021478935e+02 7.047111990785715818e+00
2.975750000000000339e-01 -6.618064137185911022e+00 3.485681038654992392e+01 1.180346898072542672e+01 7.049442046305698568e+02 7.627422773342626527e+00
3.000500000000000389e-01 -6.285452269052939300e+00 3.487873369656397671e+01 1.219721285428073543e+01 7.128946406459336913e+02 8.295493218281679404e+00
3.025250000000000439e-01 -5.947450750742632408e+00 3.490242799631550952e+01 1.259801987269992196e+01 7.207185248637828181e+02 9.052944240669576814e+00
3.050000000000000488e-01 -5.604089224414451564e+00 3.492810931179281653e+01 1.300588994358588479e+01 7.284113640330195949e+02 9.901298336212608575e+00
3.074750000000000538e-01 -5.255398042932711178e+00 3.495599239715075868e+01 1.342082088942760265e+01 7.359688524394241540e+02 1.084197576823938647e+01
3.099500000000000588e-01 -4.901408255147316595e+00 3.498629049731227525e+01 1.384280849458770035e+01 7.433868743420891860e+02 1.187629100002053661e+01
3.124250000000000083e-01 -4.542151590221237711e+00 3.501921511097567929e+01 1.427184655393261892e+01 7.506615064504871953e+02 1.300544932104340745e+01
3.149000000000000132e-01 -4.177660441083958176e+00 3.505497575418903722e+01 1.470792692293031223e+01 7.577890197662864011e+02 1.423054367434336598e+01
3.173750000000000182e-01 -3.807967847074905876e+00 3.509377972533791024e+01 1.515103956904567895e+01 7.647658803560135539e+02 1.555255175944646240e+01
3.198500000000000232e-01 -3.433107475871338465e+00 3.513583187204043412e+01 1.560117262427399965e+01 7.715887501002050612e+02 1.697233336019463223e+01
3.223250000000000282e-01 -3.053113604756504174e+00 3.518133436046162643e+01 1.605831243866401792e+01 7.782544869901892071e+02 1.849062792535944055e+01
3.248000000000000331e-01 -2.668021101308681864e+00 3.523048644762980075e+01 1.652244363455218945e+01 7.847601447469339746e+02 2.010805242331101894e+01
3.272750000000000381e-01 -2.277865403571468050e+00 3.528348425731650195e+01 1.699354916170165097e+01 7.911029719779812694e+02 2.182509946720331584e+01
3.297500000000000431e-01 -1.882682499778070451e+00 3.534052055998450470e+01 1.747161035267953366e+01 7.972804110726484623e+02 2.364213572920693096e+01
3.322250000000000481e-01 -1.482508907688838917e+00 3.540178455740199581e+01 1.795660697877622169e+01 8.032900966424681428e+02 2.555940062953566283e+01
3.347000000000000530e-01 -1.077381653602174083e+00 3.546746167229915159e+01 1.844851730612145957e+01 8.091298534906187570e+02 2.757700533084966565e+01
3.371750000000000580e-01 -6.673382511024783525e-01 3.553773334376560911e+01 1.894731815191283886e+01 8.147976943735668556e+02 2.969493200975490410e+01
3.396500000000000075e-01 -2.524166795933524554e-01 3.561277682857139837e+01 1.945298494062814143e+01 8.202918173551679502e+02 3.191303345596016428e+01
3.421250000000000124e-01 1.673446373220031091e-01 3.569276500931053420e+01 1.996549176010984183e+01 8.256106029203832577e+02 3.423103294039593436e+01
3.446000000000000174e-01 5.919068535712312951e-01 3.577786620921196459e+01 2.048481141740489875e+01 8.307526105610638751e+02 3.664852439257427363e+01
3.470750000000000224e-01 1.021230722397490354e+00 3.586824401467254120e+01 2.101091549426035954e+01 8.357165754185911055e+02 3.916497292272453734e+01
3.495500000000000274e-01 1.455276618155494361e+00 3.596405710548076939e+01 2.154377440217405137e+01 8.405014046996313937e+02 4.177971557086236487e+01
3.520250000000000323e-01 1.894004558080609968e+00 3.606545909317897269e+01 2.208335743690895470e+01 8.451061736093198533e+02 4.449196239611721637e+01
3.545000000000000373e-01 2.337374223979736598e+00 3.617259836804335293e+01 2.262963283238798340e+01 8.495301211858677561e+02 4.730079784614504490e+01
3.569750000000000423e-01 2.785344983817822140e+00 3.628561795480418795e+01 2.318256781388663512e+01 8.537726459231392937e+02 5.020518243754372634e+01
3.594500000000000473e-01 3.237875913148513973e+00 3.640465537769934201e+01 2.374212865045802801e+01 8.578333017249968862e+02 5.320395467959836111e+01
3.619250000000000522e-01 3.694925816371778637e+00 3.652984253463820608e+01 2.430828070655769579e+01 8.617117931957917563e+02 5.629583328552418919e+01
3.644000000000000572e-01 4.156453247777676552e+00 3.666130558125288275e+01 2.488098849260012457e+01 8.654079705870656198e+02 5.947941967203111346e+01
3.668750000000000622e-01 4.622416532345823725e+00 3.679916482459114491e+01 2.546021571485488266e+01 8.689218254797606278e+02 6.275320068943865692e+01
3.693500000000000116e-01 5.092773786277462023e+00 3.694353462694302692e+01 2.604592532408634042e+01 8.722534859002566918e+02 6.611555161754507992e+01
3.718250000000000166e-01 5.567482937238082741e+00 3.709452331970133798e+01 2.663807956326070325e+01 8.754032112454548269e+02 6.956473937826496012e+01
3.743000000000000216e-01 6.046501744276952195e+00 3.725223312751221272e+01 2.723664001415278335e+01 8.783713875476018984e+02 7.309892600585811806e+01
3.767750000000000266e-01 6.529787817417741280e+00 3.741676010278887787e+01 2.784156764283329721e+01 8.811585225075087919e+02 7.671617229534983551e+01
3.792500000000000315e-01 7.017298636886152963e+00 3.758819407048169836e+01 2.845282284401679362e+01 8.837652404903038814e+02 8.041444166107167746e+01
3.817250000000000365e-01 7.508991571972501333e+00 3.776661858331826238e+01 2.907036548423906197e+01 8.861922775599680335e+02 8.419160422241512265e+01
3.842000000000000415e-01 8.004823899498319406e+00 3.795211088747556971e+01 2.969415494385168586e+01 8.884404767892092423e+02 8.804544101686417434e+01
3.866750000000000465e-01 8.504752821889724146e+00 3.814474189846096408e+01 3.032415015781293732e+01 8.905107831119356661e+02 9.197364834032430281e+01
3.891500000000000514e-01 9.008735484833437113e+00 3.834457618717566874e+01 3.096030965526864520e+01 8.924042383847481688e+02 9.597384234747774201e+01
3.916250000000000564e-01 9.516728994508753203e+00 3.855167197651142885e+01 3.160259159791490902e+01 8.941219770970465106e+02 1.000435636912889663e+02
3.941000000000000614e-01 1.002869043439045527e+01 3.876608114750921885e+01 3.225095381713629195e+01 8.956652212731606824e+02 1.041802822565247766e+02
3.965750000000000663e-01 1.054457688161357964e+01 3.898784925568744342e+01 3.290535384992102763e+01 8.970352756643611656e+02 1.083814020729683847e+02
3.990500000000000158e-01 1.106434542288718603e+01 3.921701555694096442e+01 3.356574897355835674e+01 8.982335235192961136e+02 1.126442662729010067e+02
4.015250000000000208e-01 1.158795316996565816e+01 3.945361304305816219e+01 3.423209623911651533e+01 8.992614219353117733e+02 1.169661620962326225e+02
4.040000000000000258e-01 1.211535727466082335e+01 3.969766848629476641e+01 3.490435250371717757e+01 9.001204973814556070e+02 1.213443259654009125e+02
4.064750000000000307e-01 1.264651494340319005e+01 3.994920249316437832e+01 3.558247446161004746e+01 9.008123414994718132e+02 1.257759486138835143e+02
4.089500000000000357e-01 1.318138345134207157e+01 4.020822956683577587e+01 3.626641867406499387e+01 9.013386068568768223e+02 1.302581802041196966e+02
4.114250000000000407e-01 1.371992015599357728e+01 4.047475817805690212e+01 3.695614159809218791e+01 9.017010027328757360e+02 1.347881354716530211e+02
4.139000000000000457e-01 1.426208251042703523e+01 4.074879084417241870e+01 3.765159961401053579e+01 9.019012913051808482e+02 1.393628988681552698e+02
4.163750000000000506e-01 1.480782807600076012e+01 4.103032421606718572e+01 3.835274905187827699e+01 9.019412835516727682e+02 1.439795296581371247e+02
4.188500000000000556e-01 1.535711453464398346e+01 4.131934917244844030e+01 3.905954621680757555e+01 9.018228356210323682e+02 1.486350669785753098e+02
4.213250000000000606e-01 1.590989970068642378e+01 4.161585092136657948e+01 3.977194741318493243e+01 9.015478453340706437e+02 1.533265349028846174e+02
4.238000000000000655e-01 1.646614153225050359e+01 4.191980910857793674e+01 4.048990896781299398e+01 9.011182481090983174e+02 1.580509473555197530e+02
4.262750000000000150e-01 1.702579814219234322e+01 4.223119793207116857e+01 4.121338725200587305e+01 9.005360140414145462e+02 1.628053130157002215e+02
4.287500000000000200e-01 1.758882780861381434e+01 4.254998626294051434e+01 4.194233870265333053e+01 8.998031445141114091e+02 1.675866401008592845e+02
4.312250000000000250e-01 1.815518898494281075e+01 4.287613777152636629e+01 4.267671984228195470e+01 8.989216686244044467e+02 1.723919410984661909e+02
4.337000000000000299e-01 1.872484030958594303e+01 4.320961105930545187e+01 4.341648729813772434e+01 8.978936405667584495e+02 1.772182373271194820e+02
4.361750000000000349e-01 1.929774061516661732e+01 4.355035979502129351e+01 4.416159782031633085e+01 8.967211365939382404e+02 1.820625633598893955e+02
4.386500000000000399e-01 1.987384893735099922e+01 4.389833285570327348e+01 4.491200829896274627e+01 8.954062519189892555e+02 1.869219715046309602e+02
4.411250000000000449e-01 2.045312452326993480e+01 4.425347447183114014e+01 4.566767578057243782e+01 8.939510981938237819e+02 1.917935358544575877e+02
4.436000000000000498e-01 2.103552683954330860e+01 4.461572437547624759e+01 4.642855748341531807e+01 8.923578009853972617e+02 1.966743564132266329e+02
4.460750000000000548e-01 2.162101557991877598e+01 4.498501795262876612e+01 4.719461081211017017e+01 8.906284969764526522e+02 2.015615630476592344e+02
4.485500000000000598e-01 2.220955067252680237e+01 4.536128639762193870e+01 4.796579337137717403e+01 8.887653317636762722e+02 2.064523191467567642e+02
4.510250000000000647e-01 2.280109228676406019e+01 4.574445687045765396e+01 4.874206297899348783e+01 8.867704577341647791e+02 2.113438252822734569e+02
4.535000000000000697e-01 2.339560083981461958e+01 4.613445265606826240e+01 4.952337767797718016e+01 8.846460316262982815e+02 2.162333226157053048e+02
4.559750000000000192e-01 2.399303700281359397e+01 4.653119332539901620e+01 5.030969574802770694e+01 8.823942125248541970e+02 2.211180961251517658e+02
4.584500000000000242e-01 2.459336170666495036e+01 4.693459489765276516e+01 5.110097571624680768e+01 8.800171599257359958e+02 2.259954777026709394e+02
4.609250000000000291e-01 2.519653614752076010e+01 4.734457000379231317e+01 5.189717636716568450e+01 8.775170319359062887e+02 2.308628489916712283e+02
4.634000000000000341e-01 2.580252179193087159e+01 4.776102805019657893e+01 5.269825675210438476e+01 8.748959834764833658e+02 2.357176441734230252e+02
4.658750000000000391e-01 2.641128038167380510e+01 4.818387538334809506e+01 5.350417619788595402e+01 8.721561644079081361e+02 2.405573525030972064e+02
4.683500000000000441e-01 2.702277393827307606e+01 4.861301545374927002e+01 5.431489431493281472e+01 8.692997182191685397e+02 2.453795205916836153e+02
4.708250000000000490e-01 2.763696476721247564e+01 4.904834897996660459e+01 5.513037100476583419e+01 8.663287804786360766e+02 2.501817546324710122e+02
4.733000000000000540e-01 2.825381546185781190e+01 4.948977411172957375e+01 5.595056646693205948e+01 8.632454772125971658e+02 2.549617223479119446e+02
4.757750000000000590e-01 2.887328890709102325e+01 4.993718659220842682e+01 5.677544120538334482e+01 8.600519238113931806e+02 2.597171548397593028e+02
