# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3
3.720512820512820729e-01 3.662383809443785481e+02 3.906748313998366484e+01
3.745454545454545148e-01 3.689589053721105074e+02 4.009107745720285010e+01
3.770396270396270122e-01 3.716862746326709157e+02 4.112318396144649313e+01
3.795337995337995096e-01 3.744204986690529040e+02 4.216347561206639938e+01
3.820279720279720070e-01 3.771615851893789113e+02 4.321163906693297463e+01
3.845221445221445045e-01 3.799095397991380878e+02 4.426737437565115130e+01
3.870163170163170019e-01 3.826643661278604327e+02 4.533039463042892692e+01
3.895104895104894993e-01 3.854260659501651958e+02 4.640042558433389530e+01
3.920046620046619967e-01 3.881946393011829173e+02 4.747720524536339326e+01
3.944988344988344942e-01 3.909700845864002758e+02 4.856048345356431639e+01
3.969930069930069916e-01 3.937523986860143168e+02 4.965002144735969836e+01
3.994871794871794890e-01 3.965415770539220830e+02 5.074559142428853420e+01
4.019813519813519864e-01 3.993376138114870741e+02 5.184697610051481576e+01
4.044755244755244838e-01 4.021405018362522696e+02 5.295396827271292040e+01
4.069696969696969813e-01 4.049502328457776912e+02 5.406637038528936046e+01
4.094638694638694787e-01 4.077667974767931014e+02 5.518399410533119465e+01
4.119580419580419761e-01 4.105901853598617777e+02 5.630665990718279090e+01
4.144522144522144735e-01 4.134203851897524942e+02 5.743419666813539237e+01
4.169463869463869710e-01 4.162573847917205967e+02 5.856644127634942265e+01
4.194405594405594684e-01 4.191011711838984297e+02 5.970323825182951794e+01
4.219347319347319658e-01 4.219517306359845747e+02 6.084443938101933469e+01
4.244289044289044632e-01 4.248090487244292035e+02 6.198990336535694468e+01
4.269230769230769607e-01 4.276731103842965354e+02 6.313949548396569611e+01
4.294172494172494581e-01 4.305438999579867527e+02 6.429308727049837557e+01
4.319114219114219000e-01 4.334214012409891552e+02 6.545055620403975638e+01
4.344055944055943974e-01 4.363055975248339564e+02 6.661178541386752272e+01
4.368997668997668948e-01 4.391964716374019417e+02 6.777666339780226679e+01
4.393939393939393923e-01 4.420940059807417697e+02 6.894508375381118981e+01
4.418881118881118897e-01 4.449981825665434485e+02 7.011694492448502558e+01
4.443822843822843871e-01 4.479089830494037869e+02 7.129214995397464349e+01
4.468764568764568845e-01 4.508263887580141045e+02 7.247060625694702196e+01
4.493706293706293819e-01 4.537503807243933238e+02 7.365222539910989497e+01
4.518648018648018794e-01 4.566809397112883744e+02 7.483692288883425192e+01
4.543589743589743768e-01 4.596180462378439415e+02 7.602461797941678867e+01
4.568531468531468742e-01 4.625616806036554749e+02 7.721523348150658705e+01
4.593473193473193716e-01 4.655118229112979407e+02 7.840869558524263994e+01
4.618414918414918691e-01 4.684684530874230859e+02 7.960493369164906596e+01
4.643356643356643665e-01 4.714315509025175288e+02 8.080388025283787101e+01
4.668298368298368639e-01 4.744010959893976178e+02 8.200547062060161352e+01
4.693240093240093613e-01 4.773770678605237663e+02 8.320964290296629429e+01
4.718181818181818588e-01 4.803594459242029870e+02 8.441633782831242172e+01
4.743123543123543562e-01 4.833482094997505669e+02 8.562549861667156392e+01
4.768065268065267981e-01 4.863433378316739208e+02 8.683707085782705803e+01
4.793006993006992955e-01 4.893448101029381974e+02 8.805100239586758448e+01
4.817948717948717929e-01 4.923526054473724685e+02 8.926724321984413280e+01
4.842890442890442904e-01 4.953667029612660713e+02 9.048574536021833126e+01
4.867832167832167878e-01 4.983870817142090459e+02 9.170646279078069085e+01
4.892773892773892852e-01 5.014137207592191317e+02 9.292935133575051054e+01
4.917715617715617826e-01 5.044465991422035813e+02 9.415436858178009061e+01
4.942657342657342801e-01 5.074856959107922307e+02 9.538147379458865771e+01
4.967599067599067775e-01 5.105309901225840008e+02 9.661062783998588088e+01
4.992540792540792749e-01 5.135824608528417912e+02 9.784179310903385840e+01
5.017482517482517723e-01 5.166400872016694166e+02 9.907493344713266481e+01
5.042424242424242697e-01 5.197038483007015657e+02 1.003100140868062056e+02
5.067365967365967672e-01 5.227737233193396378e+02 1.015470015839914311e+02
5.092307692307692646e-01 5.258496914705573317e+02 1.027858637576372587e+02
5.117249417249417620e-01 5.289317320163065688e+02 1.040265696324302098e+02
5.142191142191142594e-01 5.320198242725433602e+02 1.052690893844823563e+02
5.167132867132867569e-01 5.351139476139026101e+02 1.065133942898092698e+02
5.192074592074592543e-01 5.382140814780378832e+02 1.077594566754558940e+02
5.217016317016317517e-01 5.413202053696502389e+02 1.090072498731185959e+02
5.241958041958041381e-01 5.444322988642238670e+02 1.102567481751307810e+02
5.266899766899766355e-01 5.475503416114871698e+02 1.115079267926836906e+02
5.291841491841491329e-01 5.506743133386133877e+02 1.127607618161709553e+02
5.316783216783216304e-01 5.538041938531810047e+02 1.140152301774725458e+02
5.341724941724941278e-01 5.569399630459048467e+02 1.152713096142491622e+02
5.366666666666666252e-01 5.600816008931545866e+02 1.165289786359034991e+02
5.391608391608391226e-01 5.632290874592708860e+02 1.177882164912972343e+02
5.416550116550116201e-01 5.663824028986944086e+02 1.190490031380539477e+02
5.441491841491841175e-01 5.695415274579171410e+02 1.203113192133805285e+02
5.466433566433566149e-01 5.727064414772670489e+02 1.215751460063214466e+02
5.491375291375291123e-01 5.758771253925383462e+02 1.228404654313731186e+02
5.516317016317016098e-01 5.790535597364720388e+02 1.241072600033853064e+02
5.541258741258741072e-01 5.822357251401037956e+02 1.253755128136778154e+02
5.566200466200466046e-01 5.854236023339771009e+02 1.266452075073155044e+02
5.591142191142191020e-01 5.886171721492410143e+02 1.279163282614739927e+02
5.616083916083915994e-01 5.918164155186275366e+02 1.291888597648451764e+02
5.641025641025640969e-01 5.950213134773306365e+02 1.304627871980187308e+02
5.665967365967365943e-01 5.982318471637761377e+02 1.317380962148029937e+02
5.690909090909090917e-01 6.014479978203055452e+02 1.330147729244219477e+02
5.715850815850815891e-01 6.046697467937656256e+02 1.342928038745540391e+02
5.740792540792540866e-01 6.078970755360202247e+02 1.355721760351627552e+02
5.765734265734265840e-01 6.111299656043806863e+02 1.368528767830819959e+02
5.790675990675990814e-01 6.143683986619674897e+02 1.381348938873152861e+02
5.815617715617715788e-01 6.176123564779994695e+02 1.394182154950162271e+02
5.840559440559440763e-01 6.208618209280233486e+02 1.407028301181087500e+02
5.865501165501165737e-01 6.241167739940809724e+02 1.419887266205239769e+02
5.890442890442890711e-01 6.273771977648223128e+02 1.432758942060145273e+02
5.915384615384615685e-01 6.306430744355649267e+02 1.445643224065207733e+02
5.940326340326340659e-01 6.339143863083039605e+02 1.458540010710647437e+02
5.965268065268065634e-01 6.371911157916796355e+02 1.471449203551351275e+02
5.990209790209790608e-01 6.404732454008969853e+02 1.484370707105535416e+02
6.015151515151515582e-01 6.437607577576105768e+02 1.497304428757857409e+02
6.040093240093240556e-01 6.470536355897673957e+02 1.510250278666798636e+02
6.065034965034965531e-01 6.503518617314193762e+02 1.523208169676145474e+02
6.089976689976690505e-01 6.536554191224996657e+02 1.536178017230338071e+02
6.114918414918415479e-01 6.569642908085697854e+02 1.549159739293454550e+02
6.139860139860140453e-01 6.602784599405407562e+02 1.562153256271733994e+02
6.164801864801865428e-01 6.635979097743643251e+02 1.575158490939435012e+02
6.189743589743590402e-01 6.669226236707028193e+02 1.588175368367830345e+02
6.214685314685315376e-01 6.702525850945735328e+02 1.601203815857255961e+02
6.239627039627040350e-01 6.735877776149764031e+02 1.614243762871984984e+02
6.264568764568765324e-01 6.769281849044971295e+02 1.627295140977898882e+02
6.289510489510490299e-01 6.802737907388957410e+02 1.640357883782704107e+02
6.314452214452215273e-01 6.836245789966774282e+02 1.653431926878662921e+02
6.339393939393940247e-01 6.869805336586473459e+02 1.666517207787688335e+02
6.364335664335665221e-01 6.903416388074524548e+02 1.679613665908659925e+02
6.389277389277390196e-01 6.937078786271106310e+02 1.692721242466914759e+02
6.414219114219115170e-01 6.970792374025248819e+02 1.705839880465777867e+02
6.439160839160840144e-01 7.004556995189908548e+02 1.718969524640025384e+02
6.464102564102565118e-01 7.038372494616904760e+02 1.732110121411219836e+02
6.489044289044290093e-01 7.072238718151796775e+02 1.745261618844803309e+02
6.513986013986015067e-01 7.106155512628658926e+02 1.758423966608885962e+02
6.538927738927740041e-01 7.140122725864781614e+02 1.771597115934657154e+02
6.563869463869465015e-01 7.174140206655309839e+02 1.784781019578288976e+02
6.588811188811189989e-01 7.208207804767826019e+02 1.797975631784353823e+02
6.613752913752913853e-01 7.242325370936874833e+02 1.811180908250593120e+02
6.638694638694638828e-01 7.276492756858432358e+02 1.824396806094055421e+02
6.663636363636363802e-01 7.310709815184347917e+02 1.837623283818469133e+02
6.688578088578088776e-01 7.344976399516726815e+02 1.850860301282854721e+02
6.713519813519813750e-01 7.379292364402319890e+02 1.864107819671274058e+02
6.738461538461538725e-01 7.413657565326850545e+02 1.877365801463684249e+02
6.763403263403263699e-01 7.448071858709328126e+02 1.890634210407854994e+02
6.788344988344988673e-01 7.482535101896351080e+02 1.903913011492273029e+02
6.813286713286714757e-01 7.517047153156407830e+02 1.917202170920006665e+02
6.838228438228437511e-01 7.551607871674123089e+02 1.930501656083493742e+02
6.863170163170162485e-01 7.586217117544556459e+02 1.943811435540183084e+02
6.888111888111887460e-01 7.620874751767451016e+02 1.957131478989030029e+02
6.913053613053612434e-01 7.655580636241492130e+02 1.970461757247754520e+02
6.937995337995337408e-01 7.690334633758590144e+02 1.983802242230879358e+02
6.962937062937062382e-01 7.725136607998148293e+02 1.997152906928466791e+02
6.987878787878787357e-01 7.759986423521326060e+02 2.010513725385589794e+02
7.012820512820512331e-01 7.794883945765342332e+02 2.023884672682382302e+02
7.037762237762237305e-01 7.829829041037780826e+02 2.037265724914778673e+02
7.062703962703962279e-01 7.864821576510880732e+02 2.050656859175832381e+02
7.087645687645687254e-01 7.899861420215876251e+02 2.064058053537585238e+02
7.112587412587412228e-01 7.934948441037355451e+02 2.077469287033495959e+02
7.137529137529137202e-01 7.970082508707604347e+02 2.090890539641378609e+02
7.162470862470862176e-01 8.005263493801003278e+02 2.104321792266838145e+02
7.187412587412587150e-01 8.040491267728418734e+02 2.117763026727160991e+02
7.212354312354312125e-01 8.075765702731652027e+02 2.131214225735666616e+02
7.237296037296037099e-01 8.111086671877876597e+02 2.144675372886474918e+02
7.262237762237762073e-01 8.146454049054111692e+02 2.158146452639682309e+02
7.287179487179487047e-01 8.181867708961736980e+02 2.171627450306917240e+02
7.312121212121212022e-01 8.217327527111013978e+02 2.185118352037267186e+02
7.337062937062936996e-01 8.252833379815638182e+02 2.198619144803554377e+02
7.362004662004661970e-01 8.288385144187327569e+02 2.212129816388931260e+02
7.386946386946386944e-01 8.323982698130437257e+02 2.225650355373809077e+02
7.411888111888111919e-01 8.359625920336598028e+02 2.239180751123067239e+02
7.436829836829836893e-01 8.395314690279378738e+02 2.252720993773559996e+02
7.461771561771561867e-01 8.431048888209003280e+02 2.266271074221884305e+02
7.486713286713286841e-01 8.466828395147070978e+02 2.279830984112401495e+02
7.511655011655011815e-01 8.502653092881317889e+02 2.293400715825517580e+02
7.536596736596736790e-01 8.538522863960428140e+02 2.306980262466160241e+02
7.561538461538461764e-01 8.574437591688820248e+02 2.320569617852523265e+02
7.586480186480186738e-01 8.610397160121549405e+02 2.334168776504950813e+02
7.611421911421911712e-01 8.646401454059151774e+02 2.347777733635090556e+02
7.636363636363636687e-01 8.682450359042602486e+02 2.361396485135165335e+02
7.661305361305361661e-01 8.718543761348231556e+02 2.375025027567465656e+02
7.686247086247086635e-01 8.754681547982730763e+02 2.388663358153972922e+02
7.711188811188811609e-01 8.790863606678155975e+02 2.402311474766165418e+02
7.736130536130536584e-01 8.827089825886972676e+02 2.415969375914949637e+02
7.761072261072261558e-01 8.863360094777139011e+02 2.429637060740738548e+02
7.786013986013986532e-01 8.899674303227216114e+02 2.443314529003662301e+02
7.810955710955711506e-01 8.936032341821498903e+02 2.457001781073873019e+02
7.835897435897436480e-01 8.972434101845198029e+02 2.470698817922036028e+02
7.860839160839161455e-01 9.008879475279644566e+02 2.484405641109805458e+02
7.885780885780886429e-01 9.045368354797502661e+02 2.498122252780513861e+02
7.910722610722611403e-01 9.081900633758077674e+02 2.511848655649996545e+02
7.935664335664336377e-01 9.118476206202553840e+02 2.525584852997244809e+02
7.960606060606061352e-01 9.155094966849384264e+02 2.539330848655437194e+02
7.985547785547786326e-01 9.191756811089582015e+02 2.553086647002923257e+02
8.010489510489511300e-01 9.228461634982171518e+02 2.566852252954232085e+02
8.035431235431236274e-01 9.265209335249555807e+02 2.580627671951242519e+02
8.060372960372961249e-01 9.301999809272982702e+02 2.594412909954345992e+02
8.085314685314686223e-01 9.338832955088012113e+02 2.608207973433704865e+02
8.110256410256411197e-01 9.375708671380027681e+02 2.622012869360523837e+02
8.135198135198136171e-01 9.412626857479780256e+02 2.635827605198402352e+02
8.160139860139861145e-01 9.449587413358901813e+02 2.649652188894747269e+02
8.185081585081586120e-01 9.486590239625553522e+02 2.663486628872148003e+02
8.210023310023311094e-01 9.523635237519999919e+02 2.677330934019889810e+02
8.234965034965036068e-01 9.560722308910277434e+02 2.691185113685431247e+02
8.259906759906761042e-01 9.597851356287847011e+02 2.705049177665930529e+02
8.284848484848486017e-01 9.635022282763304702e+02 2.718923136199809392e+02
8.309790209790210991e-01 9.672234992062099082e+02 2.732806999958349934e+02
8.334731934731935965e-01 9.709489388520283910e+02 2.746700780037285199e+02
8.359673659673660939e-01 9.746785377080292392e+02 2.760604487948427277e+02
8.384615384615385913e-01 9.784122863286738720e+02 2.774518135611330649e+02
8.409557109557110888e-01 9.821501753282248046e+02 2.788441735344934500e+02
8.434498834498835862e-01 9.858921953803304632e+02 2.802375299859278357e+02
8.459440559440560836e-01 9.896383372176125022e+02 2.816318842247152929e+02
8.484382284382285810e-01 9.933885916312570998e+02 2.830272375975829391e+02
8.509324009324010785e-01 9.971429494706045489e+02 2.844235914878789799e+02
8.534265734265735759e-01 1.000901401642747828e+03 2.858209473147427389e+02
8.559207459207460733e-01 1.004663939112126172e+03 2.872193065322792336e+02
8.584149184149185707e-01 1.008430552900127168e+03 2.886186706287344350e+02
8.609090909090910682e-01 1.012201234084685780e+03 2.900190411256709240e+02
8.634032634032635656e-01 1.015975973799890767e+03 2.914204195771413879e+02
8.658974358974358410e-01 1.019754763235587916e+03 2.928228075688675744e+02
8.683916083916083384e-01 1.023537593636991687e+03 2.942262067174385152e+02
8.708857808857808358e-01 1.027324456304292653e+03 2.956306186693983022e+02
8.733799533799533332e-01 1.031115342592270054e+03 2.970360451005618643e+02
8.758741258741258306e-01 1.034910243909909013e+03 2.984424877150997304e+02
8.783682983682983281e-01 1.038709151720014916e+03 2.998499482447431319e+02
8.808624708624708255e-01 1.042512057538830504e+03 3.012584284479640928e+02
8.833566433566433229e-01 1.046318952935661400e+03 3.026679301091544403e+02
8.858508158508158203e-01 1.050129829532493659e+03 3.040784550378085669e+02
8.883449883449883178e-01 1.053944679003620422e+03 3.054900050677057379e+02
8.908391608391608152e-01 1.057763493075269707e+03 3.069025820560925695e+02
8.933333333333333126e-01 1.061586263525230834e+03 3.083161878828677800e+02
8.958275058275058100e-01 1.065412982182483574e+03 3.097308244497662599e+02
8.983216783216783075e-01 1.069243640926834360e+03 3.111464936795468930e+02
9.008158508158508049e-01 1.073078231688545202e+03 3.125631975151766255e+02
9.033100233100233023e-01 1.076916746447974447e+03 3.139809379190219261e+02
9.058041958041957997e-01 1.080759177235209336e+03 3.153997168720371747e+02
9.082983682983682971e-01 1.084605516129709258e+03 3.168195363729571454e+02
9.107925407925407946e-01 1.088455755259943999e+03 3.182403984374876700e+02
9.132867132867132920e-01 1.092309886803037671e+03 3.196623050975035767e+02
9.157808857808857894e-01 1.096167902984414013e+03 3.210852584002419690e+02
9.182750582750582868e-01 1.100029796077440778e+03 3.225092604075040299e+02
9.207692307692307843e-01 1.103895558403077757e+03 3.239343131948529049e+02
9.232634032634032817e-01 1.107765182329528216e+03 3.253604188508205084e+02
9.257575757575757791e-01 1.111638660271887602e+03 3.267875794761088173e+02
9.282517482517482765e-01 1.115515984691796575e+03 3.282157971828028167e+02
9.307459207459207740e-01 1.119397148097097670e+03 3.296450740935775343e+02
9.332400932400932714e-01 1.123282143041486961e+03 3.310754123409160457e+02
9.357342657342657688e-01 1.127170962124177095e+03 3.325068140663233862e+02
9.382284382284382662e-01 1.131063597989550999e+03 3.339392814195506958e+02
9.407226107226107636e-01 1.134960043326825826e+03 3.353728165578177141e+02
9.432167832167832611e-01 1.138860290869713253e+03 3.368074216450409608e+02
9.457109557109557585e-01 1.142764333396085703e+03 3.382430988510648717e+02
9.482051282051282559e-01 1.146672163727638690e+03 3.396798503509007787e+02
9.506993006993007533e-01 1.150583774729558172e+03 3.411176783239651513e+02
9.531934731934732508e-01 1.154499159310192226e+03 3.425565849533246592e+02
9.556876456876457482e-01 1.158418310420714761e+03 3.439965724249462369e+02
9.581818181818182456e-01 1.162341221054802418e+03 3.454376429269522077e+02
9.606759906759907430e-01 1.166267884248303972e+03 3.468797986488773404e+02
9.631701631701632405e-01 1.170198293078916322e+03 3.483230417809385813e+02
9.656643356643357379e-01 1.174132440665858439e+03 3.497673745132998420e+02
9.681585081585082353e-01 1.178070320169550769e+03 3.512127990353529299e+02
9.706526806526807327e-01 1.182011924791291676e+03 3.526593175349958642e+02
9.731468531468532301e-01 1.185957247772939809e+03 3.541069321979228448e+02
9.756410256410257276e-01 1.189906282396593269e+03 3.555556452069177453e+02
9.781351981351982250e-01 1.193859021984274477e+03 3.570054587411559055e+02
9.806293706293707224e-01 1.197815459897614119e+03 3.584563749755109257e+02
9.831235431235432198e-01 1.201775589537537371e+03 3.599083960798674866e+02
9.856177156177157173e-01 1.205739404343949445e+03 3.613615242184456520e+02
9.881118881118882147e-01 1.209706897795428858e+03 3.628157615491255683e+02
9.906060606060607121e-01 1.213678063408912521e+03 3.642711102227870015e+02
9.931002331002332095e-01 1.217652894739390831e+03 3.657275723826513172e+02
9.955944055944057069e-01 1.221631385379599351e+03 3.671851501636317039e+02
9.980885780885782044e-01 1.225613528959715950e+03 3.686438456916941959e+02
1.000582750582750702e+00 1.229599319147052483e+03 3.701036610832237557e+02
1.003076923076923199e+00 1.233588749645757616e+03 3.715645984444000192e+02
1.005571095571095697e+00 1.237581814196512141e+03 3.730266598705812839e+02
1.008065268065268194e+00 1.241578506576230893e+03 3.744898474456991835e+02
1.010559440559440691e+00 1.245578820597765571e+03 3.759541632416558627e+02
1.013053613053613189e+00 1.249582750109606422e+03 3.774196093177380362e+02
1.015547785547785686e+00 1.253590288995587798e+03 3.788861877200361619e+02
1.018041958041958184e+00 1.257601431174596200e+03 3.803539004808703794e+02
1.020536130536130681e+00 1.261616170600276291e+03 3.818227496182302048e+02
1.023030303030303179e+00 1.265634501260741445e+03 3.832927371352245700e+02
1.025524475524475676e+00 1.269656417178284300e+03 3.847638650195331138e+02
1.028018648018648173e+00 1.273681912409088454e+03 3.862361352428792429e+02
1.030512820512820671e+00 1.277710981042944468e+03 3.877095497605014316e+02
1.033006993006993168e+00 1.281743617202963151e+03 3.891841105106441887e+02
1.035501165501165666e+00 1.285779815045293844e+03 3.906598194140531177e+02
1.037995337995338163e+00 1.289819568758842252e+03 3.921366783734810610e+02
1.040489510489510661e+00 1.293862872564991903e+03 3.936146892732072615e+02
1.042983682983683158e+00 1.297909720717323125e+03 3.950938539785641979e+02
1.045477855477855655e+00 1.301960107501339280e+03 3.965741743354756750e+02
1.047972027972027931e+00 1.306014027234187779e+03 3.980556521700062262e+02
1.050466200466200428e+00 1.310071474264390417e+03 3.995382892879202927e+02
1.052960372960372926e+00 1.314132442971569390e+03 4.010220874742513502e+02
1.055454545454545423e+00 1.318196927766174895e+03 4.025070484928841097e+02
1.057948717948717920e+00 1.322264923089218428e+03 4.039931740861461549e+02
1.060442890442890418e+00 1.326336423412005615e+03 4.054804659744098672e+02
1.062937062937062915e+00 1.330411423235867915e+03 4.069689258557067433e+02
1.065431235431235413e+00 1.334489917091901361e+03 4.084585554053511487e+02
1.067925407925407910e+00 1.338571899540701224e+03 4.099493562755772018e+02
1.070419580419580408e+00 1.342657365172102118e+03 4.114413300951844121e+02
1.072913752913752905e+00 1.346746308604920387e+03 4.129344784691950281e+02
1.075407925407925402e+00 1.350838724486693081e+03 4.144288029785235494e+02
1.077902097902097900e+00 1.354934607493423073e+03 4.159243051796565283e+02
1.080396270396270397e+00 1.359033952329326667e+03 4.174209866043430566e+02
1.082890442890442895e+00 1.363136753726577126e+03 4.189188487592961110e+02
1.085384615384615392e+00 1.367243006445056608e+03 4.204178931259086767e+02
1.087878787878787890e+00 1.371352705272105140e+03 4.219181211599731114e+02
1.090372960372960387e+00 1.375465845022272333e+03 4.234195342914217122e+02
1.092867132867132884e+00 1.379582420537072267e+03 4.249221339240689304e+02
1.095361305361305382e+00 1.383702426684738612e+03 4.264259214353697303e+02
1.097855477855477879e+00 1.387825858359982476e+03 4.279308981761894870e+02
1.100349650349650377e+00 1.391952710483749343e+03 4.294370654705803645e+02
1.102843822843822874e+00 1.396082978002981463e+03 4.309444246155737801e+02
1.105337995337995372e+00 1.400216655890379798e+03 4.324529768809801453e+02
1.107832167832167869e+00 1.404353739144168003e+03 4.339627235091999182e+02
1.110326340326340366e+00 1.408494222787857098e+03 4.354736657150472183e+02
1.112820512820512864e+00 1.412638101870013770e+03 4.369858046855827070e+02
1.115314685314685361e+00 1.416785371464031414e+03 4.384991415799557899e+02
1.117808857808857859e+00 1.420936026667895931e+03 4.400136775292597804e+02
1.120303030303030356e+00 1.425090062603964498e+03 4.415294136363958160e+02
1.122797202797202853e+00 1.429247474418733873e+03 4.430463509759488261e+02
1.125291375291375351e+00 1.433408257282622571e+03 4.445644905940700369e+02
1.127785547785547848e+00 1.437572406389743719e+03 4.460838335083763013e+02
1.130279720279720346e+00 1.441739916957685637e+03 4.476043807078497139e+02
1.132773892773892843e+00 1.445910784227296745e+03 4.491261331527582001e+02
1.135268065268065341e+00 1.450085003462463646e+03 4.506490917745754246e+02
1.137762237762237838e+00 1.454262569949898761e+03 4.521732574759206500e+02
1.140256410256410335e+00 1.458443478998926366e+03 4.536986311304976880e+02
1.142750582750582833e+00 1.462627725941270228e+03 4.552252135830552788e+02
1.145244755244755330e+00 1.466815306130846466e+03 4.567530056493426400e+02
1.147738927738927828e+00 1.471006214943550049e+03 4.582820081160878090e+02
1.150233100233100325e+00 1.475200447777054023e+03 4.598122217409751897e+02
1.152727272727272823e+00 1.479398000050601240e+03 4.613436472526402099e+02
1.155221445221445320e+00 1.483598867204802900e+03 4.628762853506650004e+02
1.157715617715617817e+00 1.487803044701438012e+03 4.644101367055880019e+02
1.160209790209790315e+00 1.492010528023250799e+03 4.659452019589204497e+02
1.162703962703962812e+00 1.496221312673758348e+03 4.674814817231722373e+02
1.165198135198135310e+00 1.500435394177050284e+03 4.690189765818331580e+02
1.167692307692307807e+00 1.504652768077597784e+03 4.705576870896106811e+02
1.170186480186480305e+00 1.508873429940057122e+03 4.720976137721971782e+02
1.172680652680652802e+00 1.513097375349083677e+03 4.736387571265086649e+02
1.175174825174825299e+00 1.517324599909140943e+03 4.751811176207062886e+02
1.177668997668997797e+00 1.521555099244313851e+03 4.767246956942682345e+02
1.180163170163170294e+00 1.525788868998123462e+03 4.782694917580715810e+02
1.182657342657342792e+00 1.530025904833341656e+03 4.798155061944788145e+02
1.185151515151515067e+00 1.534266202431812189e+03 4.813627393574320195e+02
1.187645687645687564e+00 1.538509757494269024e+03 4.829111915725545146e+02
1.190139860139860062e+00 1.542756565740157612e+03 4.844608631372589684e+02
1.192634032634032559e+00 1.547006622907460041e+03 4.860117543208607458e+02
1.195128205128205057e+00 1.551259924752517236e+03 4.875638653647029059e+02
1.197622377622377554e+00 1.555516467049857965e+03 4.891171964822800646e+02
1.200116550116550052e+00 1.559776245592028317e+03 4.906717478593737383e+02
1.202610722610722549e+00 1.564039256189417074e+03 4.922275196541916671e+02
1.205104895104895046e+00 1.568305494670094049e+03 4.937845119975137322e+02
1.207599067599067544e+00 1.572574956879638876e+03 4.953427249928433866e+02
1.210093240093240041e+00 1.576847638680979117e+03 4.969021587165627807e+02
1.212587412587412539e+00 1.581123535954224963e+03 4.984628132180968123e+02
1.215081585081585036e+00 1.585402644596509845e+03 5.000246885200779161e+02
1.217575757575757534e+00 1.589684960521830817e+03 5.015877846185222211e+02
1.220069930069930031e+00 1.593970479660887804e+03 5.031521014830015588e+02
1.222564102564102528e+00 1.598259197960931942e+03 5.047176390568301372e+02
1.225058275058275026e+00 1.602551111385606646e+03 5.062843972572475764e+02
1.227552447552447523e+00 1.606846215914795494e+03 5.078523759756123468e+02
1.230046620046620021e+00 1.611144507544474664e+03 5.094215750775637161e+02
1.232540792540792518e+00 1.615445982286556045e+03 5.109919944033422325e+02
1.235034965034965015e+00 1.619750636168746496e+03 5.125636337678148493e+02
1.237529137529137513e+00 1.624058465234396408e+03 5.141364929607981367e+02
1.240023310023310010e+00 1.628369465542356693e+03 5.157105717472417155e+02
1.242517482517482508e+00 1.632683633166834397e+03 5.172858698674419884e+02
1.245011655011655005e+00 1.637000964197252870e+03 5.188623870372557576e+02
1.247505827505827503e+00 1.641321454738110333e+03 5.204401229483260067e+02
1.250000000000000000e+00 1.645645100908840050e+03 5.220190772683005207e+02
