# n_fm^-3 epsilon_MeVfm^-3 P_MeVfm^-3
1.061521476201555785e-02 9.993392358997155611e+00 8.734403314697485043e-03
1.101821415305090368e-02 1.037312337146730812e+01 9.113537236783920276e-03
1.143651314120377842e-02 1.076728539272692409e+01 9.513477561058357110e-03
1.187069256524755576e-02 1.117642711509357234e+01 9.936338272024898555e-03
1.232135531510361766e-02 1.160111814729437185e+01 1.038452703594358595e-02
1.278912716899817566e-02 1.204194982041277662e+01 1.086078409160020665e-02
1.327465766240114309e-02 1.249953602599152624e+01 1.136822558700239204e-02
1.377862098995370418e-02 1.297451408768971604e+01 1.191039177281748816e-02
1.430171694163691505e-02 1.346754566795884855e+01 1.249130049005598223e-02
1.484467187448136605e-02 1.397931771127927902e+01 1.311550640876585870e-02
1.540823972116708157e-02 1.451054342556923693e+01 1.378816650101581318e-02
1.599320303691426429e-02 1.506196330346491585e+01 1.451511224494799954e-02
1.660037408611848495e-02 1.563434618524824238e+01 1.530292907726795576e-02
1.723059597023931730e-02 1.622849036528938882e+01 1.615904362079244316e-02
1.788474379850842413e-02 1.684522474396150571e+01 1.709181921975660989e-02
1.856372590308277837e-02 1.748541002707856151e+01 1.811066031728053929e-02
1.926848510033042639e-02 1.814993997500747014e+01 1.922612619767566020e-02
2.000000000000000042e-02 1.883974270370420356e+01 2.045005460123377680e-02
2.066666666666666652e-02 1.946843503418360655e+01 2.162730950420363452e-02
2.133333333333333262e-02 2.009716632682654591e+01 2.286641507832180148e-02
2.199999999999999872e-02 2.072593733945364747e+01 2.417009492122213291e-02
2.266666666666666829e-02 2.135474886535519445e+01 2.554099550168352495e-02
2.333333333333333440e-02 2.198360172786654232e+01 2.698168467215718638e-02
2.400000000000000050e-02 2.261249677552739712e+01 2.849465054251000551e-02
2.466666666666666660e-02 2.324143487775248218e+01 3.008230067003856562e-02
2.533333333333333270e-02 2.387041692095176870e+01 3.174696152806161242e-02
2.600000000000000228e-02 2.449944380504930663e+01 3.349087821755598882e-02
2.666666666666666491e-02 2.512851644035423959e+01 3.531621439479078889e-02
2.733333333333333448e-02 2.575763574474589745e+01 3.722505238846006426e-02
2.800000000000000058e-02 2.638680264113807539e+01 3.921939348582409446e-02
2.866666666666666669e-02 2.701601805519419486e+01 4.130115836727256406e-02
2.933333333333333279e-02 2.764528291326605469e+01 4.347218767408453366e-02
2.999999999999999889e-02 2.827459814053490916e+01 4.573424269302885092e-02
3.066666666666666846e-02 2.890396465933387304e+01 4.808900614575696564e-02
3.133333333333333109e-02 2.953338338763476756e+01 5.053808307062050698e-02
3.200000000000000067e-02 3.016285523768322108e+01 5.308300178709472739e-02
3.266666666666666330e-02 3.079238111476839634e+01 5.572521493309076646e-02
3.333333333333333287e-02 3.142196191611509803e+01 5.846610056687880086e-02
3.400000000000000244e-02 3.205159852988743552e+01 6.130696332582082769e-02
3.466666666666666508e-02 3.268129183429339690e+01 6.424903563598159673e-02
3.533333333333333465e-02 3.331104269678233010e+01 6.729347896537170304e-02
3.600000000000000422e-02 3.394085197332699266e+01 7.044138511593614482e-02
3.666666666666666685e-02 3.457072050778300110e+01 7.369377754908480738e-02
3.733333333333332948e-02 3.520064913131932371e+01 7.705161273990765447e-02
3.799999999999999906e-02 3.583063866191378821e+01 8.051578155608993259e-02
3.866666666666666863e-02 3.646068990390841691e+01 8.408711065767358883e-02
3.933333333333333126e-02 3.709080364761980064e+01 8.776636391389386338e-02
4.000000000000000083e-02 3.772098066899982882e+01 9.155424382322606414e-02
4.066666666666667040e-02 3.835122172934330820e+01 9.545139300180069397e-02
4.133333333333333304e-02 3.898152757503832078e+01 9.945839555754015793e-02
4.199999999999999567e-02 3.961189893735591028e+01 1.035757786013420390e-01
4.266666666666666524e-02 4.024233653227665286e+01 1.078040136904576257e-01
4.333333333333333481e-02 4.087284106035053810e+01 1.121435182891170057e-01
4.399999999999999745e-02 4.150341320658822042e+01 1.165946572276574250e-01
4.466666666666666702e-02 4.213405364038106171e+01 1.211577441593329890e-01
4.533333333333333659e-02 4.276476301544668246e+01 1.258330430130580602e-01
4.599999999999999922e-02 4.339554196980087397e+01 1.306207694393734797e-01
4.666666666666666186e-02 4.402639112574996005e+01 1.355210922502501913e-01
4.733333333333333143e-02 4.465731108990607368e+01 1.405341348486724706e-01
4.800000000000000100e-02 4.528830245321969983e+01 1.456599766502772453e-01
4.866666666666666363e-02 4.591936579103180094e+01 1.508986544919944106e-01
4.933333333333333320e-02 4.655050166314165239e+01 1.562501640292514038e-01
5.000000000000000278e-02 4.718171061388882492e+01 1.617144611213288952e-01
5.066666666666666541e-02 4.781299317225131063e+01 1.672914632003603408e-01
5.133333333333332804e-02 4.844434985195433541e+01 1.729810506276591164e-01
5.200000000000000455e-02 4.907578115159197552e+01 1.787830680337426925e-01
5.266666666666666718e-02 4.970728755475990113e+01 1.846973256417579201e-01
5.333333333333332982e-02 5.033886953019744936e+01 1.907236005748087770e-01
5.399999999999999245e-02 5.097052753193881358e+01 1.968616381457547748e-01
5.466666666666666896e-02 5.160226199947344838e+01 2.031111531285996752e-01
5.533333333333333159e-02 5.223407335791247164e+01 2.094718310125929794e-01
5.599999999999999423e-02 5.286596201816383456e+01 2.159433292369441482e-01
5.666666666666667074e-02 5.349792837711249405e+01 2.225252784059960631e-01
5.733333333333333337e-02 5.412997281780697278e+01 2.292172834859887431e-01
5.799999999999999600e-02 5.476209570965014706e+01 2.360189249820709989e-01
5.866666666666667251e-02 5.539429740859595341e+01 2.429297600944718416e-01
5.933333333333333515e-02 5.602657825734920038e+01 2.499493238556847463e-01
5.999999999999999778e-02 5.665893858556935214e+01 2.570771302467318997e-01
6.066666666666666041e-02 5.729137871007781513e+01 2.643126732931754264e-01
6.133333333333333692e-02 5.792389893506745580e+01 2.716554281410198946e-01
6.199999999999999956e-02 5.855649955231511683e+01 2.791048521112434733e-01
6.266666666666666219e-02 5.918918084139616553e+01 2.866603857348010154e-01
6.333333333333333870e-02 5.982194306990032828e+01 2.943214537658729313e-01
6.400000000000000133e-02 6.045478649364997636e+01 3.020874661751264401e-01
6.466666666666666397e-02 6.108771135691829812e+01 3.099578191224446888e-01
6.533333333333332660e-02 6.172071789264918351e+01 3.179318959092581331e-01
6.600000000000000311e-02 6.235380632267805368e+01 3.260090679091666721e-01
6.666666666666666574e-02 6.298697685795189471e+01 3.341886954800466492e-01
6.733333333333332837e-02 6.362022969875097544e+01 3.424701288542079114e-01
6.800000000000000488e-02 6.425356503490904458e+01 3.508527090097198209e-01
6.866666666666666752e-02 6.488698304603468614e+01 3.593357685203305563e-01
6.933333333333333015e-02 6.552048390173101211e+01 3.679186323873691045e-01
6.999999999999999278e-02 6.615406776181592363e+01 3.766006188495638618e-01
7.066666666666666929e-02 6.678773477654054602e+01 3.853810401759787396e-01
7.133333333333333193e-02 6.742148508680787700e+01 3.942592034369995502e-01
7.199999999999999456e-02 6.805531882438931746e+01 4.032344112586063178e-01
7.266666666666667107e-02 6.868923611214087543e+01 4.123059625560328012e-01
7.333333333333333370e-02 6.932323706421767895e+01 4.214731532493720678e-01
7.399999999999999634e-02 6.995732178628756515e+01 4.307352769605700127e-01
7.466666666666665897e-02 7.059149037574231045e+01 4.400916256927091541e-01
7.533333333333333548e-02 7.122574292190815015e+01 4.495414904906770426e-01
7.599999999999999811e-02 7.186007950625408114e+01 4.590841620845624305e-01
7.666666666666666075e-02 7.249450020259915561e+01 4.687189315146755297e-01
7.733333333333333726e-02 7.312900507731662003e+01 4.784450907413613230e-01
7.799999999999999989e-02 7.376359418953740033e+01 4.882619332355357389e-01
7.866666666666666252e-02 7.439826759135141288e+01 4.981687545549227103e-01
7.933333333333332515e-02 7.503302532800621805e+01 5.081648529011586479e-01
8.000000000000000167e-02 7.566786743810408211e+01 5.182495296638702786e-01
8.066666666666666430e-02 7.630279395379740492e+01 5.284220899462445109e-01
8.133333333333332693e-02 7.693780490098036751e+01 5.386818430776674216e-01
8.200000000000000344e-02 7.757290029948079280e+01 5.490281031086775565e-01
8.266666666666666607e-02 7.820808016324760104e+01 5.594601892927731912e-01
8.333333333333332871e-02 7.884334450053715670e+01 5.699774265527909334e-01
8.400000000000000522e-02 7.947869331409700067e+01 5.805791459335418736e-01
8.466666666666666785e-02 8.011412660134753594e+01 5.912646850393671327e-01
8.533333333333333048e-02 8.074964435456095657e+01 6.020333884594768481e-01
8.600000000000000699e-02 8.138524656103817279e+01 6.128846081783688726e-01
8.666666666666666963e-02 8.202093320328356185e+01 6.238177039740810947e-01
8.733333333333333226e-02 8.265670425917649311e+01 6.348320438037429181e-01
8.799999999999999489e-02 8.329255970214192928e+01 6.459270041752875890e-01
8.866666666666667140e-02 8.392849950131700609e+01 6.571019705087521867e-01
8.933333333333333404e-02 8.456452362171665982e+01 6.683563374842380611e-01
8.999999999999999667e-02 8.520063202439594363e+01 6.796895093786432529e-01
9.066666666666667318e-02 8.583682466661070976e+01 6.911009003914443394e-01
9.133333333333333581e-02 8.647310150197516521e+01 7.025899349586801623e-01
9.199999999999999845e-02 8.710946248061740960e+01 7.141560480570975367e-01
9.266666666666667496e-02 8.774590754933301184e+01 7.257986854970444046e-01
9.333333333333333759e-02 8.838243665173577313e+01 7.375173042050351402e-01
9.400000000000000022e-02 8.901904972840630137e+01 7.493113724973519130e-01
9.466666666666666285e-02 8.965574671703798515e+01 7.611803703432592494e-01
9.533333333333333937e-02 9.029252755258134755e+01 7.731237896190339409e-01
9.600000000000000200e-02 9.092939216738558628e+01 7.851411343531227160e-01
9.666666666666666463e-02 9.156634049133802478e+01 7.972319209618194957e-01
9.733333333333334114e-02 9.220337245200107645e+01 8.093956784778297830e-01
9.800000000000000377e-02 9.284048797474734727e+01 8.216319487689907053e-01
9.866666666666666641e-02 9.347768698289236511e+01 8.339402867500770311e-01
9.933333333333332904e-02 9.411496939782524862e+01 8.463202605860991046e-01
1.000000000000000056e-01 9.475233513913670436e+01 8.587714518895832594e-01
1.006666666666666682e-01 9.538978412474570234e+01 8.712934559082323727e-01
1.013333333333333308e-01 9.602731627102335210e+01 8.838858817082814179e-01
1.020000000000000073e-01 9.666493149291513021e+01 8.965483523494686136e-01
1.026666666666666700e-01 9.730262970406042200e+01 9.092805050541760137e-01
1.033333333333333326e-01 9.794041081691112538e+01 9.220819913700322168e-01
1.039999999999999952e-01 9.857827474284711400e+01 9.349524773270012634e-01
1.046666666666666717e-01 9.921622139229025095e+01 9.478916435889374048e-01
1.053333333333333344e-01 9.985425067481631345e+01 9.608991855986857011e-01
1.059999999999999970e-01 1.004923624992653828e+02 9.739748137189732091e-01
1.066666666666666735e-01 1.011305567738494489e+02 9.871182533683051652e-01
1.073333333333333361e-01 1.017688334062594038e+02 1.000329245150817448e+00
1.079999999999999988e-01 1.024071923037685252e+02 1.013607544983829545e+00
1.086666666666666614e-01 1.030456333733362015e+02 1.026952924218313301e+00
1.093333333333333379e-01 1.036841565217078767e+02 1.040365169758533437e+00
1.100000000000000006e-01 1.043227616555144692e+02 1.053844084174738516e+00
1.106666666666666632e-01 1.049614486813700012e+02 1.067389485813759142e+00
1.113333333333333397e-01 1.056002175059668673e+02 1.081001208907114153e+00
1.120000000000000023e-01 1.062390680361699111e+02 1.094679103673725562e+00
1.126666666666666650e-01 1.068780001791092644e+02 1.108423036420024044e+00
1.133333333333333276e-01 1.075170138422702877e+02 1.122232889640248032e+00
1.140000000000000041e-01 1.081561089335837380e+02 1.136108562110079490e+00
1.146666666666666667e-01 1.087952853615126543e+02 1.150049968980283221e+00
1.153333333333333294e-01 1.094345430351392139e+02 1.164057041867297082e+00
1.160000000000000059e-01 1.100738818642490315e+02 1.178129728942451937e+00
1.166666666666666685e-01 1.107133017594141506e+02 1.192267995019267168e+00
1.173333333333333311e-01 1.113528026320756936e+02 1.206471821638456676e+00
1.179999999999999938e-01 1.119923843946236843e+02 1.220741207152461483e+00
1.186666666666666703e-01 1.126320469604765293e+02 1.235076166808239728e+00
1.193333333333333329e-01 1.132717902441585238e+02 1.249476732829326142e+00
1.199999999999999956e-01 1.139116141613766757e+02 1.263942954496844129e+00
1.206666666666666721e-01 1.145515186290958241e+02 1.278474898230129941e+00
1.213333333333333347e-01 1.151915035656127060e+02 1.293072647666503538e+00
1.219999999999999973e-01 1.158315688906291143e+02 1.307736303740888895e+00
1.226666666666666738e-01 1.164717145253228239e+02 1.322465984766442393e+00
1.233333333333333365e-01 1.171119403924191573e+02 1.337261826512717189e+00
1.239999999999999991e-01 1.177522464162600357e+02 1.352123982286826953e+00
1.246666666666666617e-01 1.183926325228721055e+02 1.367052623013403245e+00
1.253333333333333244e-01 1.190330986400347655e+02 1.382047937315749708e+00
1.260000000000000009e-01 1.196736446973459636e+02 1.397110131597495863e+00
1.266666666666666496e-01 1.203142706262880068e+02 1.412239430125538764e+00
1.273333333333333262e-01 1.209549763602917665e+02 1.427436075113927672e+00
1.280000000000000027e-01 1.215957618348008822e+02 1.442700326808456168e+00
1.286666666666666514e-01 1.222366269873333806e+02 1.458032463574301163e+00
1.293333333333333279e-01 1.228775717575446151e+02 1.473432781983541773e+00
1.300000000000000044e-01 1.235185960872876620e+02 1.488901596905142233e+00
1.306666666666666532e-01 1.241596999206737735e+02 1.504439241597658405e+00
1.313333333333333297e-01 1.248008832041317220e+02 1.520046067802714340e+00
1.320000000000000062e-01 1.254421458864668608e+02 1.535722445841671835e+00
1.326666666666666550e-01 1.260834879189192179e+02 1.551468764714128978e+00
1.333333333333333315e-01 1.267249092552202541e+02 1.567285432200360651e+00
1.339999999999999802e-01 1.273664098516506442e+02 1.583172874964277055e+00
1.346666666666666567e-01 1.280079896670955009e+02 1.599131538661847873e+00
1.353333333333333333e-01 1.286496486631008622e+02 1.615161888050216987e+00
1.359999999999999820e-01 1.292913868039278782e+02 1.631264407102251290e+00
1.366666666666666585e-01 1.299332040566081901e+02 1.647439599122995313e+00
1.373333333333333350e-01 1.305751003909971644e+02 1.663687986870235003e+00
1.379999999999999838e-01 1.312170757798281784e+02 1.680010112678799850e+00
1.386666666666666603e-01 1.318591301987655982e+02 1.696406538588727031e+00
1.393333333333333368e-01 1.325012636264571597e+02 1.712877846477802946e+00
1.399999999999999856e-01 1.331434760445871177e+02 1.729424638197189390e+00
1.406666666666666621e-01 1.337857674379276602e+02 1.746047535713393994e+00
1.413333333333333386e-01 1.344281377943910343e+02 1.762747181252522166e+00
1.419999999999999873e-01 1.350705871050807616e+02 1.779524237451163948e+00
1.426666666666666639e-01 1.357131153643433095e+02 1.796379387510756764e+00
1.433333333333333126e-01 1.363557225698187665e+02 1.813313335357424894e+00
1.439999999999999891e-01 1.369984087224914902e+02 1.830326805808132784e+00
1.446666666666666656e-01 1.376411738267412375e+02 1.847420544739439174e+00
1.453333333333333144e-01 1.382840178903933577e+02 1.864595319264838791e+00
1.459999999999999909e-01 1.389269409247694114e+02 1.881851917915508654e+00
1.466666666666666397e-01 1.395699429447370505e+02 1.899191150828202002e+00
1.473333333333333162e-01 1.402130239687611208e+02 1.916613849938170855e+00
1.479999999999999927e-01 1.408561840189530017e+02 1.934120869179114077e+00
1.486666666666666414e-01 1.414994231211216231e+02 1.951713084688523114e+00
1.493333333333333179e-01 1.421427413048231756e+02 1.969391395020436253e+00
1.499999999999999944e-01 1.427861386034120130e+02 1.987156721363988243e+00
1.506666666666666432e-01 1.434296150540906751e+02 2.005010007769219005e+00
1.513333333333333197e-01 1.440731706979608759e+02 2.022952221379767046e+00
1.519999999999999962e-01 1.447168055800737534e+02 2.040984352672546187e+00
1.526666666666666450e-01 1.453605197494810852e+02 2.059107415705053956e+00
1.533333333333333215e-01 1.460043132592866186e+02 2.077322448369322672e+00
1.539999999999999980e-01 1.466481861666969166e+02 2.095630512654500510e+00
1.546666666666666468e-01 1.472921385330730857e+02 2.114032694916962551e+00
1.553333333333333233e-01 1.479361704239831852e+02 2.132530106157279892e+00
1.559999999999999720e-01 1.485802819092536708e+02 2.151123882307097279e+00
1.566666666666666485e-01 1.492244730630228275e+02 2.169815184522696949e+00
1.573333333333333250e-01 1.498687439637925820e+02 2.188605199488486086e+00
1.579999999999999738e-01 1.505130946944830157e+02 2.207495139727435607e+00
1.586666666666666503e-01 1.511575253424855703e+02 2.226486243921469210e+00
1.593333333333333268e-01 1.518020359997170488e+02 2.245579777240957142e+00
1.599999999999999756e-01 1.524466267626751517e+02 2.264777031682046804e+00
1.606666666666666521e-01 1.530912977324926487e+02 2.284079326415265232e+00
1.613333333333333286e-01 1.537360490149939096e+02 2.303488008141429511e+00
1.619999999999999774e-01 1.543808807207514064e+02 2.323004451458316133e+00
1.626666666666666539e-01 1.550257929651419033e+02 2.342630059237906792e+00
1.633333333333333304e-01 1.556707858684044936e+02 2.362366263011773437e+00
1.639999999999999791e-01 1.563158595556992907e+02 2.382214523367546910e+00
1.646666666666666556e-01 1.569610141571654083e+02 2.402176330356639689e+00
1.653333333333333321e-01 1.576062498079813849e+02 2.422253203910151420e+00
1.659999999999999809e-01 1.582515666484250687e+02 2.442446694267987439e+00
1.666666666666666574e-01 1.588969648239352068e+02 2.462758382416639247e+00
1.673333333333333062e-01 1.595424444851729220e+02 2.483189880539347083e+00
1.679999999999999827e-01 1.601880057880851780e+02 2.503742832476381519e+00
1.686666666666666592e-01 1.608336488939676485e+02 2.524418914197532615e+00
1.693333333333333079e-01 1.614793739695294903e+02 2.545219834285896710e+00
1.699999999999999845e-01 1.621251811869592245e+02 2.566147334431914118e+00
1.706666666666666610e-01 1.627710707239903911e+02 2.587203189941709613e+00
1.713333333333333097e-01 1.634170427639695049e+02 2.608389210254541180e+00
1.719999999999999862e-01 1.640630974959238415e+02 2.629707239475031599e+00
1.726666666666666627e-01 1.647092351146313547e+02 2.651159156915058546e+00
1.733333333333333115e-01 1.653554558206903664e+02 2.672746877650716613e+00
1.739999999999999880e-01 1.660017598205919569e+02 2.694472353088830374e+00
1.746666666666666645e-01 1.666481473267914737e+02 2.716337571548891550e+00
1.753333333333333133e-01 1.672946185577833660e+02 2.738344558856141475e+00
1.759999999999999898e-01 1.679411737381749674e+02 2.760495378948136569e+00
1.766666666666666385e-01 1.685878130987634336e+02 2.782792134494091130e+00
1.773333333333333151e-01 1.692345368766127365e+02 2.805236967528112135e+00
1.779999999999999916e-01 1.698813453151318527e+02 2.827832060094868094e+00
1.786666666666666403e-01 1.705282386641548840e+02 2.850579634909255144e+00
1.793333333333333168e-01 1.711752171800223721e+02 2.873481956029455553e+00
1.799999999999999933e-01 1.718222811256630962e+02 2.896541329543609322e+00
1.824941724941724908e-01 1.742438771118665670e+02 2.984245707211757193e+00
1.849883449883449882e-01 1.766666877079610742e+02 3.074310403330939856e+00
1.874825174825174856e-01 1.790907292751842022e+02 3.166873001667123155e+00
1.899766899766899830e-01 1.815160196331684404e+02 3.262080738009640601e+00
1.924708624708624527e-01 1.839425781332745373e+02 3.360091125831545344e+00
1.949650349650349501e-01 1.863704257364814225e+02 3.461072620490333041e+00
1.974592074592074475e-01 1.887995850960296593e+02 3.565205321164018226e+00
1.999533799533799450e-01 1.912300806449860602e+02 3.672681708844474535e+00
2.024475524475524424e-01 1.936619386888551446e+02 3.783707417823584329e+00
2.049417249417249398e-01 1.960951875033216254e+02 3.898502037024916156e+00
2.074358974358974372e-01 1.985298574371420557e+02 4.017299936270233296e+00
2.099300699300699347e-01 2.009659810201441701e+02 4.140351111076980395e+00
2.124242424242424043e-01 2.034035930761994848e+02 4.267922037882067698e+00
2.149184149184149017e-01 2.058427308409470697e+02 4.400296529619747155e+00
2.174125874125873992e-01 2.082834340839251865e+02 4.537776579385722542e+00
2.199067599067598966e-01 2.107257452346410957e+02 4.680683177455136956e+00
2.224009324009323940e-01 2.131697095119563414e+02 4.829357084228167452e+00
2.248951048951048914e-01 2.156153750559990101e+02 4.984159538764770581e+00
2.273892773892773889e-01 2.180627930616180663e+02 5.145472879499162211e+00
2.298834498834498863e-01 2.205120179121927606e+02 5.313701050544262117e+00
2.323776223776223837e-01 2.229631073123772467e+02 5.489269963824630061e+00
2.348717948717948811e-01 2.254161224181160605e+02 5.672627684240307389e+00
2.373659673659673786e-01 2.278711279620121104e+02 5.864244402308353088e+00
2.398601398601398760e-01 2.303281923718597000e+02 6.064612156498887074e+00
2.423543123543123456e-01 2.327873878798939984e+02 6.274244265981101520e+00
2.448484848484848431e-01 2.352487906200491921e+02 6.493674434021807329e+00
2.473426573426573405e-01 2.377124807102827049e+02 6.723455483138702782e+00
2.498368298368298379e-01 2.401785423168170723e+02 6.964157685598667769e+00
2.523310023310023631e-01 2.426470636970019541e+02 7.216366657285680830e+00
2.548251748251748050e-01 2.451181372174009709e+02 7.480680789622817350e+00
2.573193473193473024e-01 2.475918593437112918e+02 7.757708203280897052e+00
2.598135198135197999e-01 2.500683305992077123e+02 8.048063218980342270e+00
2.623076923076922973e-01 2.525476554886216434e+02 8.352362354696181157e+00
2.648018648018647947e-01 2.550299423847010871e+02 8.671219874727849941e+00
2.672960372960372921e-01 2.575153033751775524e+02 9.005242934443185021e+00
2.697902097902097895e-01 2.600038540684878967e+02 9.355026382436514965e+00
2.722843822843822870e-01 2.624957133573562373e+02 9.721147302716278915e+00
2.747785547785547844e-01 2.649910031402248478e+02 1.010415939615303849e+01
2.772727272727272818e-01 2.674898480014999791e+02 1.050458731739632157e+01
2.797668997668997792e-01 2.699923748526384770e+02 1.092292109578972159e+01
2.822610722610722767e-01 2.724987125371662273e+02 1.135961077686246590e+01
2.847552447552447741e-01 2.750089914037897643e+02 1.181506142335239673e+01
2.872494172494172715e-01 2.775233428527398019e+02 1.228962861082503544e+01
2.897435897435897134e-01 2.800418988613537863e+02 1.278361454251498230e+01
2.922377622377622108e-01 2.825647914955993656e+02 1.329726489129535238e+01
2.947319347319347083e-01 2.850921524147265700e+02 1.383076645437558305e+01
2.972261072261072057e-01 2.876241123764874033e+02 1.438424567966044165e+01
2.997202797202797031e-01 2.901608007503570548e+02 1.495776809320292067e+01
3.022144522144522005e-01 2.927023450459400351e+02 1.555133862661617172e+01
3.047086247086246980e-01 2.952488704632557983e+02 1.616490281353035385e+01
3.072027972027971954e-01 2.978004994709003199e+02 1.679834879686234217e+01
3.096969696969696928e-01 3.003573514172210821e+02 1.745151006530501192e+01
3.121911421911421902e-01 3.029195421786570819e+02 1.812416881907722299e+01
3.146853146853146876e-01 3.054871838483452393e+02 1.881605985227228928e+01
3.171794871794871851e-01 3.080603844670214357e+02 1.952687483226909748e+01
3.196736596736596825e-01 3.106392477972013921e+02 2.025626685539285177e+01
3.221678321678321799e-01 3.132238731406503689e+02 2.100385516175505529e+01
3.246620046620046773e-01 3.158143551982672648e+02 2.176922990013128967e+01
3.271561771561771748e-01 3.184107839707588141e+02 2.255195684487073038e+01
3.296503496503496722e-01 3.210132446978491316e+02 2.335158198014582354e+01
3.321445221445221696e-01 3.236218178332904927e+02 2.416763588137427732e+01
3.346386946386946670e-01 3.262365790525907414e+02 2.499963783847490717e+01
3.371328671328671645e-01 3.288575992901523932e+02 2.584709968004571579e+01
3.396270396270396619e-01 3.314849448024158391e+02 2.670952927098226226e+01
3.421212121212121593e-01 3.341186772535856448e+02 2.758643366812332687e+01
3.446153846153846567e-01 3.367588538206039743e+02 2.847732192893878178e+01
3.471095571095571541e-01 3.394055273141697739e+02 2.938170757699869640e+01
3.496037296037296516e-01 3.420587463127955061e+02 3.029911073495047091e+01
3.520979020979020935e-01 3.447185553071198001e+02 3.122905994110123373e+01
3.545920745920745909e-01 3.473849948519394957e+02 3.217109366957880923e+01
3.570862470862470883e-01 3.500581017236815455e+02 3.312476157662298704e+01
3.595804195804195857e-01 3.527379090812974596e+02 3.408962549701607969e+01
3.620745920745920832e-01 3.554244466288096760e+02 3.506526021521576553e+01
3.645687645687645806e-01 3.581177407779875921e+02 3.605125403556388619e+01
3.670629370629370780e-01 3.608178148098556335e+02 3.704720917520901224e+01
3.695571095571095754e-01 3.635246890339427637e+02 3.805274200222588377e+01
