# n_fm^-3 Ebind_MeV Esym_MeV Psnm_MeVfm^-3 K_MeV L_MeV
1.614500000000000102e-01 -1.496904938673390006e+01 3.356707007587940694e+01 1.838656106775715671e-01 3.198367451394730665e+02 6.305507703105429584e+01
1.639250000000000151e-01 -1.494742162824877596e+01 3.388054453193015547e+01 2.800171926339771744e-01 3.282423105111902828e+02 6.048057819617797293e+01
1.664000000000000201e-01 -1.491747974793111098e+01 3.417584209981531274e+01 3.813401287160615993e-01 3.366949495384025681e+02 5.765735507023784834e+01
1.688750000000000251e-01 -1.487926146267068361e+01 3.445226710323960617e+01 4.879167864375801855e-01 3.451928868654140956e+02 5.458245399928938468e+01
1.713500000000000301e-01 -1.483280478483595743e+01 3.470914216849823219e+01 5.998283877389098961e-01 3.537343708842911951e+02 5.125389052617131824e+01
1.738250000000000073e-01 -1.477814799024724834e+01 3.494581200763518325e+01 7.171550205168841785e-01 3.623176722158332268e+02 4.767073179055891075e+01
1.763000000000000123e-01 -1.471532958854800199e+01 3.516164731709262981e+01 8.399756496701513697e-01 3.709410820854735675e+02 4.383317611317243490e+01
1.787750000000000172e-01 -1.464438829580842594e+01 3.535604876649357209e+01 9.683681276606534993e-01 3.796029108779419516e+02 3.974262851617910997e+01
1.812500000000000222e-01 -1.456536300919890436e+01 3.552845104832852030e+01 1.102409204589207548e+00 3.883014865677662328e+02 3.540177089081078776e+01
1.837250000000000272e-01 -1.447829278357403382e+01 3.567832695667198806e+01 1.242174537789907163e+00 3.970351531141249097e+02 3.081462548551464664e+01
1.862000000000000322e-01 -1.438321680986427964e+01 3.580519145954691140e+01 1.387738700946584913e+00 4.058022693392879887e+02 2.598661033312556512e+01
1.886750000000000094e-01 -1.428017439510801978e+01 3.590860572707831011e+01 1.539175192734575148e+00 4.146012073842109658e+02 2.092458527998208950e+01
1.911500000000000143e-01 -1.416920494403461817e+01 3.598818107508670039e+01 1.696556444994172352e+00 4.234303512692032427e+02 1.563688728472896905e+01
1.936250000000000193e-01 -1.405034794209541360e+01 3.604358278185101483e+01 1.859953830445277845e+00 4.322880958246245768e+02 1.013335372422016789e+01
1.961000000000000243e-01 -1.392364293981722767e+01 3.607453373432473143e+01 2.029437669947299128e+00 4.411728452375239158e+02 4.425332543454008061e+00
1.985750000000000293e-01 -1.378912953841825129e+01 3.608081785934565744e+01 2.205077239317176918e+00 4.500830119285590740e+02 -1.474321780479644683e+00
2.010500000000000342e-01 -1.364684737657989899e+01 3.606228329525741572e+01 2.386940775713469520e+00 4.590170154201741184e+02 -7.551267389836503696e+00
2.035250000000000115e-01 -1.349683611830005248e+01 3.601884525952854688e+01 2.575095483597465318e+00 4.679732811736025155e+02 -1.378970995104458908e+01
2.060000000000000164e-01 -1.333913544176459709e+01 3.595048857019060051e+01 2.769607540285676350e+00 4.769502395986879719e+02 -2.017245380695137769e+01
2.084750000000000214e-01 -1.317378502914698402e+01 3.585726978000685250e+01 2.970542101100988930e+00 4.859463249461913961e+02 -2.668096962796272820e+01
2.109500000000000264e-01 -1.300082455730023412e+01 3.573931888612230523e+01 3.177963304141144363e+00 4.949599744721658681e+02 -3.329547850226166616e+01
2.134250000000000314e-01 -1.282029368925338986e+01 3.559684058100835813e+01 3.391934274675065808e+00 5.039896274738604234e+02 -3.999505213768221523e+01
2.159000000000000363e-01 -1.263223206647728603e+01 3.543011501578295253e+01 3.612517129182350573e+00 5.130337243779817982e+02 -4.675772857311674358e+01
2.183750000000000135e-01 -1.243667930185881687e+01 3.523949805138519054e+01 3.839772979050508184e+00 5.220907061413023484e+02 -5.356064251973774049e+01
2.208500000000000185e-01 -1.223367497333538267e+01 3.502542097957199729e+01 4.073761933953477410e+00 5.311590133453545377e+02 -6.038016904454737954e+01
2.233250000000000235e-01 -1.202325861814006203e+01 3.478838970217304194e+01 4.314543104874871915e+00 5.402370855108946444e+02 -6.719207921906225067e+01
2.258000000000000285e-01 -1.180546972763181657e+01 3.452898336304248517e+01 4.562174606945916366e+00 5.493233605971693123e+02 -7.397170592566428127e+01
2.282750000000000334e-01 -1.158034774263978761e+01 3.424785243566574877e+01 4.816713561859899073e+00 5.584162743180055486e+02 -8.069411785614681776e+01
2.307500000000000384e-01 -1.134793204932122990e+01 3.394571627526396185e+01 5.078216100135762190e+00 5.675142597146380012e+02 -8.733429957323788528e+01
2.332250000000000156e-01 -1.110826197546009553e+01 3.362336015269352174e+01 5.346737363091051520e+00 5.766157465829062403e+02 -9.386733527243258379e+01
2.357000000000000206e-01 -1.086137678720592703e+01 3.328163179375677316e+01 5.622331504597468665e+00 5.857191611582666155e+02 -1.002685938570529913e+02
2.381750000000000256e-01 -1.060731568619917198e+01 3.292143745492458606e+01 5.905051692627637294e+00 5.948229257894930697e+02 -1.065139127946032573e+02
2.406500000000000306e-01 -1.034611780706075024e+01 3.254373757265424416e+01 6.194950110606697535e+00 6.039254585714695622e+02 -1.125797783130689282e+02
2.431250000000000355e-01 -1.007782221522495547e+01 3.214954202913375525e+01 6.492077958593000631e+00 6.130251731258327936e+02 -1.184434994678175173e+02
2.456000000000000405e-01 -9.802467905072148824e+00 3.173990508269270094e+01 6.796485454300380979e+00 6.221204783908261788e+02 -1.240833737558428282e+02
2.480750000000000177e-01 -9.520093798363404858e+00 3.131592001489458710e+01 7.108221834028540798e+00 6.312097786215149426e+02 -1.294788420805768112e+02
2.505499999999999949e-01 -9.230738742918674689e+00 3.087871355016040553e+01 7.427335353288100350e+00 6.402914731235201771e+02 -1.346106310908397461e+02
2.530249999999999999e-01 -8.934441511554155113e+00 3.042944010549572198e+01 7.753873287631819267e+00 6.493639563354490747e+02 -1.394608811451251995e+02
2.555000000000000049e-01 -8.631240801226795156e+00 2.996927592980883048e+01 8.087881933132109680e+00 6.584256178931498198e+02 -1.440132584137099627e+02
2.579750000000000099e-01 -8.321175232386622156e+00 2.949941319206080337e+01 8.429406606908827371e+00 6.674748425444896611e+02 -1.482530499283603262e+02
2.604500000000000148e-01 -8.004283348508010931e+00 2.902105407737431264e+01 8.778491647583081203e+00 6.765100104274009709e+02 -1.521672407305085812e+02
2.629250000000000198e-01 -7.680603615790232652e+00 2.853540494784755666e+01 9.135180415699551304e+00 6.855294972550357215e+02 -1.557445725784592128e+02
2.654000000000000248e-01 -7.350174422999543822e+00 2.804367062295020219e+01 9.499515294127405696e+00 6.945316743228416954e+02 -1.589755839571594151e+02
2.678750000000000298e-01 -7.013034081452246937e+00 2.754704883055549658e+01 9.871537688463519089e+00 7.035149089566624525e+02 -1.618526315251635879e+02
2.703500000000000347e-01 -6.669220825114393847e+00 2.704672487580500473e+01 1.025128802744907830e+01 7.124775648940216115e+02 -1.643698933768432937e+02
2.728250000000000397e-01 -6.318772810801760897e+00 2.654386657025665386e+01 1.063880576341659889e+01 7.214180023155528261e+02 -1.665233547995866559e+02
2.753000000000000447e-01 -5.961728118479868499e+00 2.603961945870862849e+01 1.103412937278432082e+01 7.303345785420052607e+02 -1.683107774365506941e+02
2.777750000000000496e-01 -5.598124751641421426e+00 2.553510237566780816e+01 1.143729635661134125e+01 7.392256484780175469e+02 -1.697316530449512015e+02
2.802500000000000546e-01 -5.228000637746504253e+00 2.503140335746060430e+01 1.184834324122743965e+01 7.480895647266348760e+02 -1.707871431355843868e+02
2.827250000000000041e-01 -4.851393628731784702e+00 2.452957593080175158e+01 1.226730557895524498e+01 7.569246784175143148e+02 -1.714800059739935989e+02
2.852000000000000091e-01 -4.468341501560644247e+00 2.403063579231042013e+01 1.269421794893452216e+01 7.657293397454661772e+02 -1.718145125572185918e+02
2.876750000000000140e-01 -4.078881958812189623e+00 2.353555788830731998e+01 1.312911395806298742e+01 7.745018983292960684e+02 -1.717963531927301517e+02
2.901500000000000190e-01 -3.683052629303915637e+00 2.304527389861786446e+01 1.357202624206843211e+01 7.832407039689447856e+02 -1.714325363738737735e+02
2.926250000000000240e-01 -3.280891068732330496e+00 2.256067012329993560e+01 1.402298646672062432e+01 7.919441072808469926e+02 -1.707312816319504805e+02
2.951000000000000290e-01 -2.872434760329724668e+00 2.208258576639157411e+01 1.448202532919879104e+01 8.006104602862235424e+02 -1.697019080037515550e+02
2.975750000000000339e-01 -2.457721115525487221e+00 2.161181160684385105e+01 1.494917255962070612e+01 8.092381170941530399e+02 -1.683547197551058900e+02
3.000500000000000389e-01 -2.036787474610378013e+00 2.114908904255413802e+01 1.542445692274958446e+01 8.178254347038269998e+02 -1.667008907996723792e+02
3.025250000000000439e-01 -1.609671107391591249e+00 2.069510949113160336e+01 1.590790621988389830e+01 8.263707736237219024e+02 -1.647523492423071616e+02
3.050000000000000488e-01 -1.176409213836564049e+00 2.025051412725851563e+01 1.639954729094142749e+01 8.348724986554192355e+02 -1.625216633488361424e+02
3.074750000000000538e-01 -7.370389247020057155e-01 1.981589393531002941e+01 1.689940601674686604e+01 8.433289797482065069e+02 -1.600219300370687847e+02
3.099500000000000588e-01 -2.915973021346189853e-01 1.939179005355768126e+01 1.740750732152923774e+01 8.517385925831978284e+02 -1.572666669794622578e+02
3.124250000000000083e-01 1.598786597483012883e-01 1.897869438533064468e+01 1.792387517563776100e+01 8.600997194942385704e+02 -1.542697090867085308e+02
3.149000000000000132e-01 6.173520343137397504e-01 1.857705045207551464e+01 1.844853259848315474e+01 8.684107503540527659e+02 -1.510451101817522783e+02
3.173750000000000182e-01 1.080785961901256087e+00 1.818725446218078190e+01 1.898150166170955799e+01 8.766700832419670633e+02 -1.476070503954568380e+02
3.198500000000000232e-01 1.550143649350843589e+00 1.780965657053946316e+01 1.952280349260246339e+01 8.848761252113106366e+02 -1.439697497831736257e+02
3.223250000000000282e-01 2.025388369569895985e+00 1.744456230291163479e+01 2.007245827773988367e+01 8.930272933103169635e+02 -1.401473884509381662e+02
3.248000000000000331e-01 2.506483461145194269e+00 1.709223412132190845e+01 2.063048526688805850e+01 9.011220154046581001e+02 -1.361540333865466437e+02
3.272750000000000381e-01 2.993392328005029412e+00 1.675289310621273486e+01 2.119690277714613558e+01 9.091587307622479557e+02 -1.320035721639247299e+02
3.297500000000000431e-01 3.486078439124980832e+00 1.642672073328287041e+01 2.177172819734460063e+01 9.171358910948100629e+02 -1.277096534330153048e+02
3.322250000000000481e-01 3.984505328287582415e+00 1.611386072360629029e+01 2.235497799269757024e+01 9.250519613928811395e+02 -1.232856341855143256e+02
3.347000000000000530e-01 4.488636593895193982e+00 1.581442094727610126e+01 2.294666770971213055e+01 9.329054205941146165e+02 -1.187445335885637121e+02
3.371750000000000580e-01 4.998435898833918145e+00 1.552847536232415493e+01 2.354681198135506293e+01 9.406947626110560350e+02 -1.140989932185353837e+02
3.396500000000000075e-01 5.513866970395270073e+00 1.525606597193515768e+01 2.415542453247786625e+01 9.484184970429123496e+02 -1.093612433834208133e+02
3.421250000000000124e-01 6.034893600254235935e+00 1.499720478501621201e+01 2.477251818550070084e+01 9.560751497994222063e+02 -1.045430752075911727e+02
3.446000000000000174e-01 6.561479644500877839e+00 1.475187576633040720e+01 2.539810486635326470e+01 9.636632641881868722e+02 -9.965581821653270822e+01
3.470750000000000224e-01 7.093589023731169618e+00 1.452003676395620246e+01 2.603219561067390941e+01 9.711814016219278756e+02 -9.471032297201021777e+01
3.495500000000000274e-01 7.631185723197745574e+00 1.430162140371766455e+01 2.667480057026119766e+01 9.786281422109253754e+02 -8.971694838981032660e+01
3.520250000000000323e-01 8.174233793012831484e+00 1.409654094120355694e+01 2.732592901978114242e+01 9.860020857155798240e+02 -8.468555342896490856e+01
3.545000000000000373e-01 8.722697348414612861e+00 1.390468606344980884e+01 2.798558936372324979e+01 9.933018522090538909e+02 -7.962549265457150227e+01
3.569750000000000423e-01 9.276540570086694970e+00 1.372592863406662289e+01 2.865378914360292129e+01 1.000526082691125794e+03 -7.454561536291737411e+01
3.594500000000000473e-01 9.835727704537475802e+00 1.356012337601003281e+01 2.933053504540885115e+01 1.007673439983875028e+03 -6.945426789241535914e+01
3.619250000000000522e-01 1.040022306453238343e+01 1.340710948808669301e+01 3.001583290728979136e+01 1.014742609284882860e+03 -6.435929870634302574e+01
3.644000000000000572e-01 1.096999102958841377e+01 1.326671219174404825e+01 3.070968772747357889e+01 1.021732298775082427e+03 -5.926806596514506964e+01
3.668750000000000622e-01 1.154499604651368827e+01 1.313874420586251901e+01 3.141210367242024404e+01 1.028641240480293391e+03 -5.418744720514482083e+01
3.693500000000000116e-01 1.212520263001295007e+01 1.302300714809569726e+01 3.212308408519982095e+01 1.035468190576629240e+03 -4.912385084523717893e+01
3.718250000000000166e-01 1.271057536333546523e+01 1.291929286189435544e+01 3.284263149407524907e+01 1.042211930094594663e+03 -4.408322924529645093e+01
3.743000000000000216e-01 1.330107889898090434e+01 1.282738466909417951e+01 3.357074762132384649e+01 1.048871265746918198e+03 -3.907109298987352730e+01
3.767750000000000266e-01 1.389667795945342732e+01 1.274705854868759403e+01 3.430743339224670763e+01 1.055445030124963750e+03 -3.409252621252610993e+01
3.792500000000000315e-01 1.449733733806829150e+01 1.267808424244520182e+01 3.505268894438177085e+01 1.061932082139845988e+03 -2.915220271532407992e+01
3.817250000000000365e-01 1.510302189979984178e+01 1.262022628901643984e+01 3.580651363691356437e+01 1.068331307831085041e+03 -2.425440266597047767e+01
3.842000000000000415e-01 1.571369658218191034e+01 1.257324498801111545e+01 3.656890606026519208e+01 1.074641620873822376e+03 -1.940302969799160238e+01
3.866750000000000465e-01 1.632932639625005322e+01 1.253689729629992300e+01 3.733986404587182051e+01 1.080861962599116396e+03 -1.460162825627645233e+01
3.891500000000000514e-01 1.694987642753017099e+01 1.251093765854100326e+01 3.811938467612264958e+01 1.086991302440605750e+03 -9.853401057734927804e+00
3.916250000000000564e-01 1.757531183706078082e+01 1.249511877453386077e+01 3.890746429446971888e+01 1.093028638830182672e+03 -5.161226470942798628e+00
3.941000000000000614e-01 1.820559786246417389e+01 1.248919230603016928e+01 3.970409851568808790e+01 1.098972999136419958e+03 -5.276758159466586884e-01
3.965750000000000663e-01 1.884069981905122404e+01 1.249290952536788168e+01 4.050928223628528713e+01 1.104823439795520926e+03 4.044969617274592366e+00
3.990500000000000158e-01 1.948058310096041623e+01 1.250602190917838286e+01 4.132300964505043339e+01 1.110579046928194430e+03 8.554701870158680777e+00
4.015250000000000208e-01 2.012521318233484635e+01 1.252828167944822724e+01 4.214527423373158399e+01 1.116238936687960631e+03 1.299976997864867911e+01
4.040000000000000258e-01 2.077455561852752908e+01 1.255944229511890953e+01 4.297606880783865790e+01 1.121802255300656498e+03 1.737866409731780237e+01
4.064750000000000307e-01 2.142857604734444976e+01 1.259925889667737309e+01 4.381538549755515533e+01 1.127268178946519129e+03 2.169010011525855219e+01
4.089500000000000357e-01 2.208724019030535146e+01 1.264748870680518067e+01 4.466321576876134714e+01 1.132635914509285158e+03 2.593300480596623458e+01
4.114250000000000407e-01 2.275051385393987857e+01 1.270389138947562202e+01 4.551955043414932334e+01 1.137904699617559345e+03 3.010650150476482523e+01
4.139000000000000457e-01 2.341836293110577571e+01 1.276822937031095151e+01 4.638437966442745619e+01 1.143073802353188512e+03 3.420989639211611433e+01
4.163750000000000506e-01 2.409075340232857343e+01 1.284026812068362489e+01 4.725769299960455783e+01 1.148142521639351571e+03 3.824266534804398532e+01
4.188500000000000556e-01 2.476765133716287437e+01 1.291977640801560057e+01 4.813947936034674058e+01 1.153110187321689637e+03 4.220444139739838363e+01
4.213250000000000606e-01 2.544902289557273889e+01 1.300652651463302689e+01 4.902972705939293974e+01 1.157976160251105739e+03 4.609500278238461846e+01
4.238000000000000655e-01 2.613483432932866890e+01 1.310029442757516804e+01 4.992842381302864396e+01 1.162739832114944647e+03 4.991426157807958219e+01
4.262750000000000150e-01 2.682505198342175845e+01 1.320086000119232494e+01 5.083555675260123508e+01 1.167400625346014976e+03 5.366225292571541416e+01
4.287500000000000200e-01 2.751964229748602975e+01 1.330800709504905299e+01 5.175111243613571332e+01 1.171957993359282682e+03 5.733912489062805662e+01
4.312250000000000250e-01 2.821857180723770853e+01 1.342152368881806623e+01 5.267507685972435638e+01 1.176411420360700504e+03 6.094512878672640710e+01
4.337000000000000299e-01 2.892180714591972901e+01 1.354120197590730257e+01 5.360743546938397230e+01 1.180760421229370195e+03 6.448061010776484636e+01
4.361750000000000349e-01 2.962931504575703912e+01 1.366683843790225339e+01 5.454817317252712883e+01 1.185004541368109585e+03 6.794600003311113312e+01
4.386500000000000399e-01 3.034106233941554365e+01 1.379823390129191552e+01 5.549727434961988592e+01 1.189143356593872795e+03 7.134180738574227121e+01
4.411250000000000449e-01 3.105701596146582233e+01 1.393519357796033020e+01 5.645472286580519494e+01 1.193176473004035188e+03 7.466861110521227829e+01
4.436000000000000498e-01 3.177714294985003107e+01 1.407752709103088051e+01 5.742050208251555432e+01 1.197103526860738157e+03 7.792705323031540843e+01
4.460750000000000548e-01 3.250141044734755269e+01 1.422504848740582162e+01 5.839459486906935126e+01 1.200924184256666422e+03 8.111783231869780764e+01
4.485500000000000598e-01 3.322978570304405821e+01 1.437757623820535002e+01 5.937698361424247651e+01 1.204638140729737188e+03 8.424169730090653729e+01
4.510250000000000647e-01 3.396223607379067744e+01 1.453493322834104973e+01 6.036765023781089212e+01 1.208245121433991017e+03 8.729944177235343261e+01
4.535000000000000697e-01 3.469872902566669381e+01 1.469694673634710114e+01 6.136657620205232888e+01 1.211744880743348631e+03 9.029189866112199070e+01
4.559750000000000192e-01 3.543923213543166639e+01 1.486344840538812662e+01 6.237374252320637424e+01 1.215137201647785332e+03 9.321993530487952739e+01
4.584500000000000242e-01 3.618371309197380015e+01 1.503427420660983671e+01 6.338912978288158229e+01 1.218421895668198886e+03 9.608444886394771345e+01
4.609250000000000291e-01 3.693213969774478755e+01 1.520926439540997066e+01 6.441271813940761604e+01 1.221598802873646719e+03 9.888636206275857887e+01
4.634000000000000341e-01 3.768447987019101220e+01 1.538826346170242587e+01 6.544448733912309990e+01 1.224667791043795205e+03 1.016266192904525809e+02
4.658750000000000391e-01 3.844070164316997307e+01 1.557112007479980065e+01 6.648441672759338417e+01 1.227628755340463613e+03 1.043061829789728421e+02
4.683500000000000441e-01 3.920077316835227066e+01 1.575768702363492935e+01 6.753248526075896052e+01 1.230481618362614881e+03 1.069260302679893897e+02
4.708250000000000490e-01 3.996466271661472547e+01 1.594782115292979441e+01 6.858867151599747558e+01 1.233226329491694969e+03 1.094871499233395582e+02
4.733000000000000540e-01 4.073233867941348763e+01 1.614138329586667453e+01 6.965295370310633416e+01 1.235862864470297154e+03 1.119905395302679239e+02
