# n_fm^-3 Ebind_MeV Esym_MeV Psnm_MeVfm^-3 K_MeV L_MeV
5.255000000000000643e-02 -7.078670014568615443e+00 1.050158760582236361e+01 -4.104112562924271401e-01 2.703941859036884310e+01 3.067327572706733463e+01
5.502500000000000446e-02 -7.443117105666942734e+00 1.098480847148600148e+01 -4.416447655192996535e-01 3.085899889684667841e+01 3.234101410713702052e+01
5.750000000000000250e-02 -7.800619739104604378e+00 1.147137721557749401e+01 -4.728240145412598849e-01 3.487500376871909680e+01 3.402847086906797358e+01
5.997500000000000747e-02 -8.150936516363913142e+00 1.196127763555490908e+01 -5.037981513112796961e-01 3.908500022663972828e+01 3.573403005933821674e+01
6.245000000000000551e-02 -8.493851974714971220e+00 1.245447266531335018e+01 -5.344165937910929642e-01 4.348654143955734952e+01 3.745591370121768193e+01
6.492500000000001048e-02 -8.829173248543270347e+00 1.295090545952623629e+01 -5.645291206096842984e-01 4.807716651153569387e+01 3.919217254332651379e+01
6.740000000000001545e-02 -9.156727278741527698e+00 1.345050015390000908e+01 -5.939859518688450635e-01 5.285440095838409746e+01 4.094067582132296934e+01
6.987500000000000655e-02 -9.476358462743178279e+00 1.395316236019660749e+01 -6.226378213824403929e-01 5.781575771446765799e+01 4.269910015157269356e+01
7.234999999999999765e-02 -9.787926661828123542e+00 1.445877944191567721e+01 -6.503360414156702518e-01 6.295873851088845896e+01 4.446491766042083071e+01
7.482500000000000262e-02 -1.009130550046461394e+01 1.496722060677150878e+01 -6.769325608086518287e-01 6.828083547327796055e+01 4.623538344004838763e+01
7.730000000000000759e-02 -1.038638090615643250e+01 1.547833684487030403e+01 -7.022800172299099586e-01 7.377953293259199086e+01 4.800752242145561155e+01
7.977500000000001257e-02 -1.067304984870293083e+01 1.599196073607813062e+01 -7.262317841950221009e-01 7.945230931599640201e+01 4.977811575584197357e+01
8.225000000000001754e-02 -1.095121924591626339e+01 1.650790614599395667e+01 -7.486420133979407865e-01 8.529663905659681689e+01 5.154368679990368207e+01
8.472499999999999476e-02 -1.122080500910180945e+01 1.702596782689686350e+01 -7.693656728285702684e-01 9.130999447271192082e+01 5.330048681001495936e+01
8.719999999999999973e-02 -1.148173120660248969e+01 1.754592093780893691e+01 -7.882585810928759429e-01 9.748984765860426194e+01 5.504448046258310256e+01
8.967500000000000471e-02 -1.173392932758315510e+01 1.806752049620033063e+01 -8.051774383039571603e-01 1.038336722156927863e+02 5.677133132964409157e+01
9.215000000000000968e-02 -1.197733763136864127e+01 1.859050077270063284e+01 -8.199798538731499775e-01 1.103389448605222327e+02 5.847638745865154419e+01
9.462500000000001465e-02 -1.221190057020010045e+01 1.911457463951856539e+01 -8.325243714900238956e-01 1.170031470501097601e+02 6.015466722504073971e+01
9.710000000000001963e-02 -1.243756827519507624e+01 1.963943288283344657e+01 -8.426704915632683424e-01 1.238237663278648881e+02 6.180084564564130289e+01
9.957499999999999685e-02 -1.265429609705449820e+01 2.016474348931576444e+01 -8.502786913589091000e-01 1.307982975155929637e+02 6.340924137058770071e+01
1.020500000000000018e-01 -1.286204419433011026e+01 2.069015091709374587e+01 -8.552104430543465696e-01 1.379242438662849963e+02 6.497380459203581893e+01
1.045250000000000068e-01 -1.306077716319919091e+01 2.121527536170047057e+01 -8.573282299243771831e-01 1.451991179869524728e+02 6.648810614035762967e+01
1.070000000000000118e-01 -1.325046370358393233e+01 2.173971202813502757e+01 -8.564955608026139089e-01 1.526204425639100748e+02 6.794532807329248669e+01
1.094750000000000167e-01 -1.343107631724342355e+01 2.226303042077461214e+01 -8.525769830570482100e-01 1.601857510038448709e+02 6.933825608451437006e+01
1.119500000000000217e-01 -1.360259103405530823e+01 2.278477366357187606e+01 -8.454380941711434616e-01 1.678925879217014483e+02 7.065927410137103948e+01
1.144249999999999989e-01 -1.376498716325806981e+01 2.330445786398374253e+01 -8.349455521159399041e-01 1.757385093701154517e+02 7.190036147135454314e+01
1.169000000000000039e-01 -1.391824706685667934e+01 2.382157153490885904e+01 -8.209670846381840192e-01 1.837210829974341948e+02 7.305309317090161869e+01
1.193750000000000089e-01 -1.406235595278781147e+01 2.433557509009142450e+01 -8.033714975897083832e-01 1.918378880921782184e+02 7.410864350165537928e+01
1.218500000000000139e-01 -1.419730168571015838e+01 2.484590042938200227e+01 -7.820286824210711529e-01 2.000865154240115089e+02 7.505779377048106937e+01
1.243250000000000188e-01 -1.432307461362461254e+01 2.535195063150541017e+01 -7.568096229428533661e-01 2.084645669582166079e+02 7.589094448149906214e+01
1.268000000000000238e-01 -1.443966740868006582e+01 2.585309977299329276e+01 -7.275864014649187084e-01 2.169696554301290519e+02 7.659813258062236230e+01
1.292750000000000010e-01 -1.454707492080228803e+01 2.634869289300404205e+01 -6.942322043366004891e-01 2.255994038909064159e+02 7.716905433634111944e+01
1.317500000000000060e-01 -1.464529404286236058e+01 2.683804612499454834e+01 -6.566213272983247862e-01 2.343514450281203949e+02 7.759309440828813820e+01
1.342250000000000110e-01 -1.473432358632533123e+01 2.732044701652340279e+01 -6.146291800499028568e-01 2.432234204037750089e+02 7.785936169713396282e+01
1.367000000000000159e-01 -1.481416416639785893e+01 2.779515505999377467e+01 -5.681322908995269927e-01 2.522129796815015084e+02 7.795673255315647054e+01
1.391750000000000209e-01 -1.488481809581355719e+01 2.826140245699676257e+01 -5.170083110388361547e-01 2.613177796192076698e+02 7.787390186782045021e+01
1.416500000000000259e-01 -1.494628928650138278e+01 2.871839513961945656e+01 -4.611360186990509646e-01 2.705354831171336514e+02 7.759944256701756160e+01
1.441250000000000309e-01 -1.499858315845199286e+01 2.916531407179082436e+01 -4.003953232193850909e-01 2.798637581642628902e+02 7.712187395274587232e+01
1.466000000000000081e-01 -1.504170655516134048e+01 2.960131685356242315e+01 -3.346672690851733023e-01 2.893002765849655589e+02 7.642973926992215183e+01
1.490750000000000131e-01 -1.507566766512718459e+01 3.002553965020399929e+01 -2.638340399832372896e-01 2.988427128874404275e+02 7.551169276627152271e+01
1.515500000000000180e-01 -1.510047594888794720e+01 3.043709946677287448e+01 -1.877789629231756408e-01 3.084887430491602345e+02 7.435659640348816879e+01
1.540250000000000230e-01 -1.511614207116929265e+01 3.083509678689654976e+01 -1.063865124658889272e-01 3.182360431765367252e+02 7.295362622078363302e+01
1.565000000000000280e-01 -1.512267783773665997e+01 3.121861859200769729e+01 -1.954231509719761561e-02 3.280822881532051269e+02 7.129238818065533678e+01
1.589750000000000330e-01 -1.512009613659324714e+01 3.158674177410473760e+01 7.286684622056327498e-02 3.380251503352104123e+02 6.936304312686597484e+01
1.614500000000000102e-01 -1.510841088319625669e+01 3.193853695124234804e+01 1.709530272889310254e-01 3.480622981747861218e+02 6.715644025968644826e+01
1.639250000000000151e-01 -1.508763696938285648e+01 3.227307269035424042e+01 2.748271176783987357e-01 3.581913947341560061e+02 6.466425827691057293e+01
1.664000000000000201e-01 -1.505779021575301613e+01 3.258942013658261061e+01 3.845988354784992680e-01 3.684100964224673476e+02 6.187915305762068385e+01
1.688750000000000251e-01 -1.501888732724262354e+01 3.288665804218761934e+01 5.003767217722270289e-01 3.787160516211781101e+02 5.879491048471869874e+01
1.713500000000000301e-01 -1.497094585166280467e+01 3.316387818128896470e+01 6.222681348189098571e-01 3.891068991589753523e+02 5.540660269435286267e+01
1.738250000000000073e-01 -1.491398414100808623e+01 3.342019112911894041e+01 7.503792439358107913e-01 3.995802670958361773e+02 5.171074572449784057e+01
1.763000000000000123e-01 -1.484802131533081138e+01 3.365473237628635417e+01 8.848150230682279016e-01 4.101337714027853281e+02 4.770545624740846335e+01
1.787750000000000172e-01 -1.477307722900218323e+01 3.386666874005612016e+01 1.025679244040787808e+00 4.207650145147832177e+02 4.339060477773376334e+01
1.812500000000000222e-01 -1.468917243921407589e+01 3.405520502561238061e+01 1.173074469491126592e+00 4.314715842456936343e+02 3.876796248053474159e+01
1.837250000000000272e-01 -1.459632817655369763e+01 3.421959088125822745e+01 1.327102045481524328e+00 4.422510525234262104e+02 3.384133846821443825e+01
1.862000000000000322e-01 -1.449456631751399982e+01 3.435912778230066067e+01 1.487862093793751228e+00 4.531009741042454948e+02 2.861670432903377304e+01
1.886750000000000094e-01 -1.438390935882830490e+01 3.447317606999563822e+01 1.655453503913264512e+00 4.640188856378798619e+02 2.310230247931663428e+01
1.911500000000000143e-01 -1.426438039348090570e+01 3.456116196325135093e+01 1.829973924707189781e+00 4.750023045369139822e+02 1.730873491940729636e+01
1.936250000000000193e-01 -1.413600308830586982e+01 3.462258445407631768e+01 2.011519755811406185e+00 4.860487279677586230e+02 1.124902902852514330e+01
1.961000000000000243e-01 -1.399880166305661078e+01 3.465702199112516269e+01 2.200186138733386088e+00 4.971556319914521964e+02 4.938677164277021525e+00
1.985750000000000293e-01 -1.385280087085288869e+01 3.466413885143000329e+01 2.396066947692077065e+00 5.083204707060468763e+02 -1.604352895831105297e+00
2.010500000000000342e-01 -1.369802597991520088e+01 3.464369109711473271e+01 2.599254780205995985e+00 5.195406754640717963e+02 -8.359639271899887092e+00
2.035250000000000115e-01 -1.353450275649674950e+01 3.459553201333682182e+01 2.809840947451363036e+00 5.308136542388782573e+02 -1.530436117432249077e+01
2.060000000000000164e-01 -1.336225744894261425e+01 3.451961692471511611e+01 3.027915464411648827e+00 5.421367910587989627e+02 -2.241338952508243310e+01
2.084750000000000214e-01 -1.318131677278336156e+01 3.441600729141261894e+01 3.253567039836354979e+00 5.535074454275959397e+02 -2.965941387758170578e+01
2.109500000000000264e-01 -1.299170789681681981e+01 3.428487399199891428e+01 3.486883066039638379e+00 5.649229519751863791e+02 -3.701310569373366377e+01
2.134250000000000314e-01 -1.279345843008582051e+01 3.412649970954648637e+01 3.727949608557821648e+00 5.763806201764692787e+02 -4.444331729083561555e+01
2.159000000000000363e-01 -1.258659640971256977e+01 3.394128034772163005e+01 3.976851395697366343e+00 5.878777340961770506e+02 -5.191731487622542573e+01
2.183750000000000135e-01 -1.237115028950802298e+01 3.372972541799590118e+01 4.233671807996643111e+00 5.994115522991987746e+02 -5.940104313495495347e+01
2.208500000000000185e-01 -1.214714892932499879e+01 3.349245735437222748e+01 4.498492867636286974e+00 6.109793078779493953e+02 -6.685941808485402760e+01
2.233250000000000235e-01 -1.191462158507454205e+01 3.323020972933839801e+01 4.771395227820960372e+00 6.225782084605644968e+02 -7.425664404852670941e+01
2.258000000000000285e-01 -1.167359789938473114e+01 3.294382436352897514e+01 5.052458162170950118e+00 6.342054364881391848e+02 -8.155654982830455424e+01
2.282750000000000334e-01 -1.142410789282939731e+01 3.263424734131048410e+01 5.341759554148040934e+00 6.458581495306445959e+02 -8.872293857658101501e+01
2.307500000000000384e-01 -1.116618195569935779e+01 3.230252396422392991e+01 5.639375886553921191e+00 6.575334806715408149e+02 -9.571994538422346466e+01
2.332250000000000156e-01 -1.089985084026432105e+01 3.194979269392601040e+01 5.945382231126927763e+00 6.692285390003991097e+02 -1.025123962516129978e+02
2.357000000000000206e-01 -1.062514565348874385e+01 3.157727815517618097e+01 6.259852238277403558e+00 6.809404102352906420e+02 -1.090661619541252776e+02
2.381750000000000256e-01 -1.034209785016776095e+01 3.118628328694973817e+01 6.582858127066259613e+00 6.926661575458415427e+02 -1.153485003264885336e+02
2.406500000000000306e-01 -1.005073922643555306e+01 3.077818074554583916e+01 6.914470675070191419e+00 7.044028222110918023e+02 -1.213283808120796863e+02
2.431250000000000355e-01 -9.751101913626484929e+00 3.035440367614594948e+01 7.254759209016668819e+00 7.161474246605495182e+02 -1.269767853730556340e+02
2.456000000000000405e-01 -9.443218372447972797e+00 2.991643598106031732e+01 7.603791595219917099e+00 7.278969655584488692e+02 -1.322669804836073126e+02
2.480750000000000177e-01 -9.127121387431998301e+00 2.946580221931390042e+01 7.961634230522264488e+00 7.396484266751836003e+02 -1.371747557370555342e+02
2.505499999999999949e-01 -8.802844061647647322e+00 2.900405727717584625e+01 8.328352033531331244e+00 7.513987723673634491e+02 -1.416786252188980768e+02
2.530249999999999999e-01 -8.470419811638748797e+00 2.853277595066021632e+01 8.704008436220902922e+00 7.631449508669434181e+02 -1.457599889412754237e+02
2.555000000000000049e-01 -8.129882362554440078e+00 2.805354257802317264e+01 9.088665375923994816e+00 7.748838953738730879e+02 -1.494032524489303171e+02
2.579750000000000099e-01 -7.781265743470612506e+00 2.756794085656731852e+01 9.482383287753918921e+00 7.866125258247570855e+02 -1.525959037355082728e+02
2.604500000000000148e-01 -7.424604282853692894e+00 2.707754396899675697e+01 9.885221097476147634e+00 7.983277504901149086e+02 -1.553285476692153395e+02
2.629250000000000198e-01 -7.059932604160962910e+00 2.658390513510751418e+01 1.029723621486505181e+01 8.100264674409912686e+02 -1.575948989362127293e+02
2.654000000000000248e-01 -6.687285621549449388e+00 2.608854869184642311e+01 1.071848452756793790e+01 8.217055661721290107e+02 -1.593917354648100968e+02
2.678750000000000298e-01 -6.306698535680425266e+00 2.559296179103465363e+01 1.114902039550656809e+01 8.333619295653147674e+02 -1.607188149631971612e+02
2.703500000000000347e-01 -5.918206829599625962e+00 2.509858678913330721e+01 1.158889664584043544e+01 8.449924358231413635e+02 -1.615787579467560420e+02
2.728250000000000397e-01 -5.521846264666237403e+00 2.460681438725382009e+01 1.203816456851089356e+01 8.565939600208696447e+02 -1.619769010363656321e+02
2.753000000000000447e-01 -5.117652876533611561e+00 2.411897756450212071e+01 1.249687391239604040e+01 8.681633762574579123e+02 -1.619211247517436050e+02
2.777750000000000496e-01 -4.705662971152833052e+00 2.363634633116817696e+01 1.296507288209141961e+01 8.796975597768843045e+02 -1.614216602281748010e+02
2.802500000000000546e-01 -4.285913120787313346e+00 2.316012331420425596e+01 1.344280813533720220e+01 8.911933887584300464e+02 -1.604908793592651364e+02
2.827250000000000041e-01 -3.858440160032046151e+00 2.269144017258553347e+01 1.393012478111108976e+01 9.026477464866453602e+02 -1.591430729452942501e+02
2.852000000000000091e-01 -3.423281181820584607e+00 2.223135482765466264e+01 1.442706637840194617e+01 9.140575235574843873e+02 -1.573942211626035146e+02
2.876750000000000140e-01 -2.980473533409849551e+00 2.178084948212867289e+01 1.493367493567831161e+01 9.254196198888025719e+02 -1.552617605196676891e+02
2.901500000000000190e-01 -2.530054812333332848e+00 2.134082939145947222e+01 1.544999091106558353e+01 9.367309469142124954e+02 -1.527643511726602128e+02
2.926250000000000240e-01 -2.072062862316442988e+00 2.091212234294242478e+01 1.597605321324300576e+01 9.479884298354685370e+02 -1.499216480108393341e+02
2.951000000000000290e-01 -1.606535769138872638e+00 2.049547879182551924e+01 1.651189920306791237e+01 9.591890096169282742e+02 -1.467540786141179581e+02
2.975750000000000339e-01 -1.133511856445579724e+00 2.009157259806510964e+01 1.705756469593853808e+01 9.703296453685661618e+02 -1.432826307015338898e+02
3.000500000000000389e-01 -6.530296814952407658e-01 1.970100230469611802e+01 1.761308396489823735e+01 9.814073164655367236e+02 -1.395286512112331820e+02
3.025250000000000439e-01 -1.651280308345803860e-01 1.932429289635361158e+01 1.817848974448531862e+01 9.924190246377941094e+02 -1.355136587523377045e+02
3.050000000000000488e-01 3.301540840877805749e-01 1.896189797632207430e+01 1.875381323533468958e+01 1.003361796306272367e+03 -1.312591707155486063e+02
3.074750000000000538e-01 8.327774314009275258e-01 1.861420230067933090e+01 1.933908410952500390e+01 1.014232684547553163e+03 -1.267865459426642758e+02
3.099500000000000588e-01 1.342702563354691847e+00 1.828152461001458207e+01 1.993433051667932432e+01 1.025028771392103636e+03 -1.221168434410973731e+02
3.124250000000000083e-01 1.859889820962052909e+00 1.796412070146071827e+01 2.053957909080821764e+01 1.035747169756499261e+03 -1.172706973316666819e+02
3.149000000000000132e-01 2.384299338716004968e+00 1.766218668700186711e+01 2.115485495789675952e+01 1.046385025633213218e+03 -1.122682079123694194e+02
3.173750000000000182e-01 2.915891049399192525e+00 1.737586238753436163e+01 2.178018174422629727e+01 1.056939520140077548e+03 -1.071288484629886852e+02
3.198500000000000232e-01 3.454624688985063585e+00 1.710523481630023213e+01 2.241558158542466117e+01 1.067407871288304250e+03 -1.018713872004384484e+02
3.223250000000000282e-01 4.000459801619967948e+00 1.685034170946425292e+01 2.306107513623669547e+01 1.077787336300574452e+03 -9.651382362458146247e+01
3.248000000000000331e-01 4.553355744705072539e+00 1.661117506610846917e+01 2.371668158100237633e+01 1.088075213176233547e+03 -9.107333840067074959e+01
3.272750000000000381e-01 5.113271694061495509e+00 1.638768466401749535e+01 2.438241864483217114e+01 1.098268842510163950e+03 -8.556625575521080407e+01
3.297500000000000431e-01 5.680166649182638139e+00 1.617978152246444523e+01 2.505830260546696309e+01 1.108365609658086896e+03 -8.000801736963202870e+01
3.322250000000000481e-01 6.253999438578716763e+00 1.598734128673199706e+01 2.574434830580582911e+01 1.118362946076095113e+03 -7.441316671257892779e+01
3.347000000000000530e-01 6.834728725204286093e+00 1.581020751365789678e+01 2.644056916708706240e+01 1.128258330985027897e+03 -6.879534268670141728e+01
3.371750000000000580e-01 7.422313011965570695e+00 1.564819484086089574e+01 2.714697720270748960e+01 1.138049293258150328e+03 -6.316728154340422918e+01
3.396500000000000075e-01 8.016710647315335336e+00 1.550109202601315417e+01 2.786358303265740233e+01 1.147733412749068293e+03 -5.754082603116609107e+01
3.421250000000000124e-01 8.617879830920742279e+00 1.536866484542022704e+01 2.859039589855620989e+01 1.157308321656637872e+03 -5.192694076304519513e+01
3.446000000000000174e-01 9.225778619409652492e+00 1.525065884440109798e+01 2.932742367926681482e+01 1.166771705938418108e+03 -4.633573286207722219e+01
3.470750000000000224e-01 9.840364932184797908e+00 1.514680193415374987e+01 3.007467290707074881e+01 1.176121306756611375e+03 -4.077647702560870613e+01
3.495500000000000274e-01 1.046159655730934901e+01 1.505680683232228390e+01 3.083214878437433981e+01 1.185354921549565688e+03 -3.525764414612397246e+01
3.520250000000000323e-01 1.108943115745637442e+01 1.498037334642351226e+01 3.159985520092942579e+01 1.194470405189572830e+03 -2.978693278915950771e+01
3.545000000000000373e-01 1.172382627591480286e+01 1.491719050080573439e+01 3.237779475155736009e+01 1.203465671142864267e+03 -2.437130283566624200e+01
3.569750000000000423e-01 1.236473934265848129e+01 1.486693850952972085e+01 3.316596875432537672e+01 1.212338692177892426e+03 -1.901701066294230102e+01
3.594500000000000473e-01 1.301212768045775192e+01 1.482929059858889786e+01 3.396437726917520195e+01 1.221087501557353789e+03 -1.372964536650689027e+01
3.619250000000000522e-01 1.366594851104457575e+01 1.480391468186318349e+01 3.477301911696719117e+01 1.229710193788335346e+03 -8.514165516868516193e+00
3.644000000000000572e-01 1.432615896131801492e+01 1.479047489615653532e+01 3.559189189892003924e+01 1.238204925211584168e+03 -3.374936046877416995e+00
3.668750000000000622e-01 1.499271606958518532e+01 1.478863300108012169e+01 3.642099201642145090e+01 1.246569914728342837e+03 1.684235050658894117e+00
3.693500000000000116e-01 1.566557679183847540e+01 1.479804965004706219e+01 3.726031469117862116e+01 1.254803444250978828e+03 6.660060560094594351e+00
3.718250000000000166e-01 1.634469800805459272e+01 1.481838553911763512e+01 3.810985398569312110e+01 1.262903859435804634e+03 1.154973864019662955e+01
3.743000000000000216e-01 1.703003652852135019e+01 1.484930244035520275e+01 3.896960282402380926e+01 1.270869570000037811e+03 1.635091837244334911e+01
3.767750000000000266e-01 1.772154910017980001e+01 1.489046412665311792e+01 3.983955301282088612e+01 1.278699049854457371e+03 2.106166645421184214e+01
3.792500000000000315e-01 1.841919241297875942e+01 1.494153719491548316e+01 4.071969526260136263e+01 1.286390837382128893e+03 2.568043512758225688e+01
3.817250000000000365e-01 1.912292310623604408e+01 1.500219179431432082e+01 4.161001920924258002e+01 1.293943535724381036e+03 3.020603148739913379e+01
3.842000000000000415e-01 1.983269777500129294e+01 1.507210226650945373e+01 4.251051343566757623e+01 1.301355813047076936e+03 3.463758818526604699e+01
3.866750000000000465e-01 2.054847297641856585e+01 1.515094770401158542e+01 4.342116549369893619e+01 1.308626402131807708e+03 3.897453560017220298e+01
3.891500000000000514e-01 2.127020523608064195e+01 1.523841243329107797e+01 4.434196192605497799e+01 1.315754100340949208e+03 4.321657551102223493e+01
3.916250000000000564e-01 2.199785105436512822e+01 1.533418642839340862e+01 4.527288828846707247e+01 1.322737769979730501e+03 4.736365623498419808e+01
3.941000000000000614e-01 2.273136691276124566e+01 1.543796566096480660e+01 4.621392917189115224e+01 1.329576337639226949e+03 5.141594927216941358e+01
3.965750000000000663e-01 2.347070928016898961e+01 1.554945239210586649e+01 4.716506822479141192e+01 1.336268793791276266e+03 5.537382737568155022e+01
3.990500000000000158e-01 2.421583461917089153e+01 1.566835541112524055e+01 4.812628817547579274e+01 1.342814192958844615e+03 5.923784406914410994e+01
4.015250000000000208e-01 2.496669939227331270e+01 1.579439022624717026e+01 4.909757085445698976e+01 1.349211653123722044e+03 6.300871454447289466e+01
4.040000000000000258e-01 2.572326006811363186e+01 1.592727921163175964e+01 5.007889721689144835e+01 1.355460354964734279e+03 6.668729789984303125e+01
4.064750000000000307e-01 2.648547312762207184e+01 1.606675171519454892e+01 5.107024736470287962e+01 1.361559541653052520e+03 7.027458063488055018e+01
4.089500000000000357e-01 2.725329507014180308e+01 1.621254413087046586e+01 5.207160056919428825e+01 1.367508518270863533e+03 7.377166138855699273e+01
4.114250000000000407e-01 2.802668241949959338e+01 1.636439993940562587e+01 5.308293529313925774e+01 1.373306650889061302e+03 7.717973687342664846e+01
4.139000000000000457e-01 2.880559173002200168e+01 1.652206972081068415e+01 5.410422921300840926e+01 1.378953366190270799e+03 8.050008888179087307e+01
4.163750000000000506e-01 2.958997959249404630e+01 1.668531114176115793e+01 5.513545924106625762e+01 1.384448150816055886e+03 8.373407234760192352e+01
4.188500000000000556e-01 3.037980264006102971e+01 1.685388892074714562e+01 5.617660154735500555e+01 1.389790550246768589e+03 8.688310441777311155e+01
4.213250000000000606e-01 3.117501755406135544e+01 1.702757477382353457e+01 5.722763158155316887e+01 1.394980168126470062e+03 8.994865444282407907e+01
4.238000000000000655e-01 3.197558106979408876e+01 1.720614734317795325e+01 5.828852409469010354e+01 1.400016665487174123e+03 9.293223483496625192e+01
4.262750000000000150e-01 3.278144998221455353e+01 1.738939211095825144e+01 5.935925316069966584e+01 1.404899759771986055e+03 9.583539274513518080e+01
4.287500000000000200e-01 3.359258115155580526e+01 1.757710130019976091e+01 6.043979219780089807e+01 1.409629223993002824e+03 9.865970250846977763e+01
4.312250000000000250e-01 3.440893150887313823e+01 1.776907376492670920e+01 6.153011398969033507e+01 1.414204885631199659e+03 1.014067588022652870e+02
4.337000000000000299e-01 3.523045806150889803e+01 1.796511487089658488e+01 6.263019070653126619e+01 1.418626625716606441e+03 1.040781704372795531e+02
4.361750000000000349e-01 3.605711789847271120e+01 1.816503636861937920e+01 6.373999392572994793e+01 1.422894377878695195e+03 1.066755547968046614e+02
4.386500000000000399e-01 3.688886819574008769e+01 1.836865626005169005e+01 6.485949465248404522e+01 1.427008127096806902e+03 1.092005328109878235e+02
4.411250000000000449e-01 3.772566622145939164e+01 1.857579866005476177e+01 6.598866334009488810e+01 1.430967908791809350e+03 1.116547244598434645e+02
4.436000000000000498e-01 3.856746934107195557e+01 1.878629365389411987e+01 6.712746991003024277e+01 1.434773807737677771e+03 1.140397447806307980e+02
4.460750000000000548e-01 3.941423502233942600e+01 1.899997715168695578e+01 6.827588377172986611e+01 1.438425956874265694e+03 1.163572002886492953e+02
4.485500000000000598e-01 4.026592084027731744e+01 1.921669074065368221e+01 6.943387384214406666e+01 1.441924536164542587e+03 1.186086858108277937e+02
4.510250000000000647e-01 4.112248448199409268e+01 1.943628153600947428e+01 7.060140856499606343e+01 1.445269771608584051e+03 1.207957817042837974e+02
4.535000000000000697e-01 4.198388375143110807e+01 1.965860203118540284e+01 7.177845592976251510e+01 1.448461933918906652e+03 1.229200514142099507e+02
4.559750000000000192e-01 4.285007657400922199e+01 1.988350994799061056e+01 7.296498349036153286e+01 1.451501337322778454e+03 1.249830393371043726e+02
4.584500000000000242e-01 4.372102100116717338e+01 2.011086808723282005e+01 7.416095838354760872e+01 1.454388338734363060e+03 1.269862689708609906e+02
4.609250000000000291e-01 4.459667521481003405e+01 2.034054418029930389e+01 7.536634734699993032e+01 1.457123336204508178e+03 1.289312413283614944e+02
4.634000000000000341e-01 4.547699753164602043e+01 2.057241074209380116e+01 7.658111673710601508e+01 1.459706767803554612e+03 1.308194335858430861e+02
4.658750000000000391e-01 4.636194640742803585e+01 2.080634492569559768e+01 7.780523254643173914e+01 1.462139110565662122e+03 1.326522979461420562e+02
4.683500000000000441e-01 4.725148044108618706e+01 2.104222837903747489e+01 7.903866042087543065e+01 1.464420879512731062e+03 1.344312606872034905e+02
4.708250000000000490e-01 4.814555837876116584e+01 2.127994710383990551e+01 8.028136567650187772e+01 1.466552625979696359e+03 1.361577214011977048e+02
4.733000000000000540e-01 4.904413911773269774e+01 2.151939131709721664e+01 8.153331331605374999e+01 1.468534936385842229e+03 1.378330523831368453e+02
