# M_Msun R_km
1.976665309859750308e-01 1.277800100000093764e+01
1.987172253323929993e-01 1.271000100000091493e+01
1.998844926672823652e-01 1.264000100000089155e+01
2.011772114366544573e-01 1.256800100000086751e+01
2.026041663787592206e-01 1.249400100000084279e+01
2.041740079332655666e-01 1.241600100000081675e+01
2.058956581387679785e-01 1.233800100000079070e+01
2.077772488147726637e-01 1.225600100000076331e+01
2.098271995640847154e-01 1.217400100000073593e+01
2.120541796024489334e-01 1.209200100000070854e+01
2.144659820626392821e-01 1.200800100000068049e+01
2.170708515290251106e-01 1.192200100000065177e+01
2.198772179995480136e-01 1.183800100000062372e+01
2.228923277624871857e-01 1.175200100000059500e+01
2.261246528449306070e-01 1.166800100000056695e+01
2.295817161905668036e-01 1.158400100000053889e+01
2.332710348097422615e-01 1.150200100000051151e+01
2.372007599515948695e-01 1.142200100000048479e+01
2.413775811327300846e-01 1.134200100000045808e+01
2.458099170664057587e-01 1.126400100000043203e+01
2.505040988387361445e-01 1.118800100000040665e+01
2.554685215507601082e-01 1.111600100000038260e+01
2.607095504380134710e-01 1.104400100000035856e+01
2.662350720213336741e-01 1.097800100000033652e+01
2.720519330337538566e-01 1.091200100000031448e+01
2.781672620043749156e-01 1.085000100000029377e+01
2.845886488401668801e-01 1.079200100000027440e+01
2.913224136265925024e-01 1.073600100000025570e+01
2.983766763609570494e-01 1.068200100000023767e+01
3.057573590332565150e-01 1.063400100000022164e+01
3.134728076052291645e-01 1.058800100000020628e+01
3.215285705706772967e-01 1.054400100000019158e+01
3.299333221384664894e-01 1.050400100000017822e+01
3.386923081958674864e-01 1.046800100000016620e+01
3.478142841942285513e-01 1.043600100000015551e+01
3.573041829857065421e-01 1.040600100000014550e+01
3.671709263383365895e-01 1.038000100000013681e+01
3.774191112811126625e-01 1.035600100000012880e+01
3.880575484192582136e-01 1.033600100000012212e+01
3.990906359977228757e-01 1.032000100000011678e+01
4.105269445396270145e-01 1.030400100000011143e+01
4.223705212844677259e-01 1.029400100000010809e+01
4.346296340632045396e-01 1.028600100000010542e+01
4.473079160235686746e-01 1.028000100000010342e+01
4.604130960866920086e-01 1.027600100000010208e+01
4.739484015101703696e-01 1.027600100000010208e+01
4.879208572813069633e-01 1.027800100000010275e+01
5.023330870669009407e-01 1.028200100000010409e+01
5.171912089754711062e-01 1.028800100000010609e+01
5.324973461730192481e-01 1.029800100000010943e+01
5.482562054858620693e-01 1.030800100000011277e+01
5.644694994134206167e-01 1.032000100000011678e+01
5.811401021202353689e-01 1.033600100000012212e+01
5.982695387815598620e-01 1.035400100000012813e+01
6.158582782466548444e-01 1.037200100000013414e+01
6.339074456684213876e-01 1.039200100000014082e+01
6.524154548776170959e-01 1.041400100000014817e+01
6.713820250148992974e-01 1.043800100000015618e+01
6.908041301003796653e-01 1.046200100000016420e+01
7.106791432553323240e-01 1.048800100000017288e+01
7.310032919695912401e-01 1.051600100000018223e+01
7.517710457240187605e-01 1.054400100000019158e+01
7.729769250548672588e-01 1.057400100000020160e+01
7.946138788188126245e-01 1.060600100000021229e+01
8.166735747583915295e-01 1.063600100000022231e+01
8.391471421047885793e-01 1.066800100000023299e+01
8.620243152978216417e-01 1.070200100000024435e+01
8.852935665133184751e-01 1.073600100000025570e+01
9.089424801385354025e-01 1.077000100000026706e+01
9.329574379364672376e-01 1.080600100000027908e+01
9.573236635837787389e-01 1.084200100000029110e+01
9.820252766032254721e-01 1.087600100000030245e+01
1.007045272661380109e+00 1.091200100000031448e+01
1.032365652220232466e+00 1.095000100000032717e+01
1.057967289265293598e+00 1.098600100000033919e+01
1.083830087571944656e+00 1.102200100000035121e+01
1.109933063752491567e+00 1.105800100000036323e+01
1.136254224304229732e+00 1.109400100000037526e+01
1.162770811636171242e+00 1.113000100000038728e+01
1.189459272204269613e+00 1.116600100000039930e+01
1.216295351209963904e+00 1.120200100000041132e+01
1.243254143871119988e+00 1.123600100000042268e+01
1.270310205094332012e+00 1.127200100000043470e+01
1.297437667163939823e+00 1.130400100000044539e+01
1.324610258699721932e+00 1.133800100000045674e+01
1.351801353152394469e+00 1.137200100000046810e+01
1.378984183875225034e+00 1.140400100000047878e+01
1.406131887288988302e+00 1.143600100000048947e+01
1.433217540615670416e+00 1.146600100000049949e+01
1.460214308185497023e+00 1.149600100000050951e+01
1.487095489640028134e+00 1.152400100000051886e+01
1.513834623502294807e+00 1.155200100000052821e+01
1.540405659328886845e+00 1.158000100000053756e+01
1.566782778398882359e+00 1.160600100000054624e+01
1.592940795548891675e+00 1.163000100000055426e+01
1.618854999180632026e+00 1.165400100000056227e+01
1.644501321812361194e+00 1.167600100000056962e+01
1.669856367596796565e+00 1.169800100000057697e+01
1.694897467057080664e+00 1.171800100000058364e+01
1.719602745334883664e+00 1.173800100000059032e+01
1.743951149910320408e+00 1.175600100000059633e+01
1.767922527977621394e+00 1.177200100000060168e+01
1.791497596454290742e+00 1.178800100000060702e+01
1.814658075097413947e+00 1.180200100000061170e+01
1.837386546284150324e+00 1.181400100000061570e+01
1.859666676234835725e+00 1.182600100000061971e+01
1.881483052465242389e+00 1.183600100000062305e+01
1.902821362646097914e+00 1.184600100000062639e+01
1.923668185493054184e+00 1.185200100000062839e+01
1.944011224589623499e+00 1.186000100000063107e+01
1.963839117922095756e+00 1.186400100000063240e+01
1.983141532860705158e+00 1.186800100000063374e+01
2.001909225051934360e+00 1.187000100000063441e+01
2.020133749844151172e+00 1.187200100000063507e+01
2.037807834279449892e+00 1.187200100000063507e+01
2.054924969324039452e+00 1.187000100000063441e+01
2.071479720174236760e+00 1.186800100000063374e+01
2.087467484416281049e+00 1.186400100000063240e+01
2.102884603589015633e+00 1.185800100000063040e+01
2.117728158153953544e+00 1.185200100000062839e+01
2.131996230152878979e+00 1.184400100000062572e+01
2.145687584101216405e+00 1.183600100000062305e+01
2.158801810933563825e+00 1.182600100000061971e+01
2.171339227683068529e+00 1.181400100000061570e+01
2.183300885428991922e+00 1.180200100000061170e+01
2.194688521384640101e+00 1.179000100000060769e+01
2.205504540873174157e+00 1.177600100000060301e+01
2.215751922544647812e+00 1.176000100000059767e+01
2.225434323646093393e+00 1.174400100000059233e+01
2.234555906931434688e+00 1.172600100000058632e+01
2.243121420838788183e+00 1.170800100000058031e+01
2.251136090537661616e+00 1.168800100000057363e+01
2.258605599717813828e+00 1.166800100000056695e+01
2.265536131824411825e+00 1.164600100000055960e+01
2.271934294628476181e+00 1.162400100000055225e+01
2.277807045631011107e+00 1.160200100000054491e+01
2.283161727106070682e+00 1.157800100000053689e+01
2.288006051610794955e+00 1.155200100000052821e+01
2.292348045202834417e+00 1.152800100000052019e+01
2.296195974451268107e+00 1.150200100000051151e+01
2.299558440270438098e+00 1.147400100000050216e+01
2.302444247842604597e+00 1.144600100000049281e+01
2.304862455453987824e+00 1.141800100000048346e+01
2.306822312291104016e+00 1.139000100000047411e+01
2.308333218907940854e+00 1.136000100000046409e+01
2.309404792367462989e+00 1.133000100000045407e+01
2.310046756497008857e+00 1.130000100000044405e+01
2.310268956917326033e+00 1.126800100000043336e+01
